studio,genres,num_voted_users,num_user_for_reviews,imdb_score,aspect_ratio,movie_facebook_likes,Type,Year,Runtime,Budget,budget.diff,Revenue.diff,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6
Uni.,Drama,46239,137,6,2.35,0,PG13,2011,92,50000000,10750896.65,-72479216.6,4,4,2,4,3,3
Sony,Comedy,34774,162,6.8,1.85,1000,R,1995,106,20000000,-12026455.82,-79220335.1,2,3,4,4,3,3
Uni.,Adventure,47003,215,5.9,1.85,11000,R,2011,108,30000000,-9249103.35,-2372246.6,1,5,4,4,3,3
Dim.,Horror,124941,488,6.1,2.35,0,R,1997,120,24000000,-19068856.22,56874603.4,2,3,1,2,3,3
WB,Adventure,71424,521,4.9,1.85,0,PG,2002,88,84000000,42955704.27,165076370.5,2,1,2,3,3,3
BV,Comedy,44021,83,6.2,2.35,0,PG,2007,110,22000000,-17384502.9,43752644.5,2,3,4,4,3,3
SGem,Drama,7894,25,5,1.85,0,PG13,2013,110,20000000,-24204533.29,-110046061.6,2,3,1,4,3,3
DW,Drama,56665,469,7.6,1.85,0,R,2003,126,16500000,-27559891.96,-101552088,2,2,1,4,3,3
Sony,Crime,33067,134,6.9,2.35,0,PG13,2006,125,30000000,-7894725.68,-45619573.83,2,1,4,2,3,3
WB,Drama,46951,175,7.1,2.35,0,PG,2006,124,65000000,27105274.32,-43555060.83,2,3,2,4,3,3
BV,Adventure,11634,58,5.4,1.85,227,G,2003,72,20000000,-24059891.96,17185117,2,3,4,4,3,3
Sum.,Comedy,12399,84,3.8,1.85,0,PG,2010,92,35000000,-8423745.41,-71968739.5,2,3,2,4,3,3
Mira.,Comedy,46205,147,5.8,1.85,0,PG13,2003,89,40000000,-4059891.96,-99172748,2,1,4,4,3,3
Par.,Action,91414,359,7.7,2.35,0,PG,1982,113,12000000,-2183333.33,7841794.92,1,3,4,3,3,3
Sony,Comedy,54478,184,7.1,1.85,0,R,1996,91,7000000,-27989060.86,-91543455.87,3,2,3,5,3,3
Sony,Mystery,147504,531,6.6,2.35,0,PG13,2004,96,40000000,-3358824.19,-17073566.7,1,2,2,4,3,3
WBNL,Action,34948,118,5.1,2.35,0,PG13,2015,87,35000000,-7177171.7,-101195454.7,2,3,4,2,3,3
Uni.,Comedy,76560,322,6.3,1.85,0,PG13,2003,100,60000000,15940108.04,1445932,2,3,2,1,3,3
Wein.,Animation,9682,38,4.8,1.85,0,PG,2011,86,30000000,-9249103.35,-97459727.6,2,3,2,4,3,3
WB,Crime,57363,308,7.2,2.35,10000,PG13,1983,91,10000000,-5677400,-40341656.47,1,3,4,4,3,3
Mira.,Comedy,128593,867,6.9,2.35,0,R,2001,104,22000000,-20636662.38,-74652602.4,1,5,2,2,3,3
WB,Drama,32815,214,7.3,2.35,0,R,2005,126,35000000,-5768502.66,-70996285.13,2,3,4,4,3,3
FL,Biography,64556,140,8.1,2.35,0,PG13,2004,125,12806000,-30552824.19,-71451516.7,2,3,3,2,3,3
Sony,Adventure,36471,69,5.4,1.85,459,PG,2002,78,120000000,78955704.27,59382473.5,2,3,2,2,3,3
LGF,Adventure,10986,84,5.3,1.85,0,PG,2010,88,20000000,-23423745.41,-72008916.5,2,3,4,1,3,3
Uni.,Comedy,94435,182,6.8,1.85,5000,G,1995,89,30000000,-2026455.82,153630060.9,1,3,4,4,3,3
WB,Drama,41288,126,6.2,2.35,17000,PG13,2014,118,60000000,18357932.39,-104603563.8,2,3,2,2,3,3
Mira.,Drama,132386,398,7.8,1.85,38000,PG13,2008,94,12500000,-28463509.83,-85915007.3,2,3,4,2,3,3
NL,Crime,81866,510,7.3,2.35,0,PG13,2000,118,31000000,-13777522.94,-33213572.6,2,3,2,2,3,3
Par.,Crime,50653,143,6.6,2.35,0,R,1997,115,27000000,-16068856.22,-54960824.6,2,2,1,4,3,3
Uni.,Adventure,85237,274,5.6,2.35,18000,R,2011,102,49900000,10650896.65,-84859918.6,2,2,2,4,3,3
Fox,Comedy,44103,149,5.3,1.85,0,PG13,2006,103,28000000,-9894725.68,-48940519.83,2,3,1,2,3,3
UA,Drama,183247,440,7.1,1.85,0,PG13,2008,121,75000000,34036490.17,93944429.7,2,1,1,4,3,3
Fox,Action,27486,284,4.7,1.85,0,PG13,2006,92,20000000,-17894725.68,-64934816.83,1,3,2,4,3,3
WB,Action,46031,235,5.2,1.85,0,PG,2001,87,60000000,17363337.62,-15065612.4,1,1,4,4,3,0
Sony,Comedy,33887,160,5.9,1.85,919,PG13,2005,105,35000000,-5768502.66,-27304639.13,2,3,4,2,3,3
MGMW,Horror,220475,1066,7.2,1.85,20000,R,2007,126,18000000,-21384502.9,-47031708.5,1,2,1,2,3,3
Sony,Action,80196,190,6.5,2.35,0,R,2009,118,50000000,9698754.96,-54867008.1,2,2,2,3,3,3
Wein.,Action,24557,111,6.5,2.35,13000,PG13,2013,130,3860000,-40344533.29,-62518802.6,3,3,3,4,3,3
Uni.,Comedy,156143,289,7,1.85,0,PG13,1996,92,12000000,-22989060.86,-50898425.87,2,3,4,4,3,3
DW,Action,57100,281,6.9,2.35,0,R,2001,131,72000000,29363337.62,-80798056.4,4,2,2,3,3,3
ORF,Comedy,34620,107,5.1,1.85,0,R,2013,86,2500000,-41704533.29,-66453855.6,3,3,3,4,3,3
UA,Comedy,33335,128,7.3,1.85,0,PG,1973,89,2000000,-2979727.273,-80174643.64,2,1,4,4,3,3
Col.,Adventure,14129,39,5.1,1.85,967,PG13,1991,98,11000000,-14199090.91,-75945612.22,1,3,4,2,3,3
Par.,Comedy,30394,103,5.8,2.35,0,PG13,2012,95,40000000,-2582235.14,-92336771.7,2,3,2,2,3,3
Fox,Adventure,42737,128,5.4,2.35,781,PG,2005,94,60000000,19231497.34,32961302.87,2,2,2,1,3,3
NL,Action,115649,1033,5.6,2.35,4000,R,2006,105,33000000,-4894725.68,-25078410.83,2,3,4,4,3,3
BV,Comedy,64742,111,6.4,1.85,0,PG,1994,97,22000000,-6472296.88,87247948.2,1,3,4,2,3,3
Fox,Drama,138941,1448,7.6,2.35,0,R,1998,170,52000000,8407415.73,-7125984,1,3,4,4,3,3
Fox,Action,82476,280,7.8,1.85,0,R,1971,104,1800000,-1341833.333,10072514,1,3,4,4,3,3
WBNL,Horror,83788,227,5.9,2.35,20000,R,2011,95,47000000,7750896.65,46906086.4,2,3,4,4,3,3
Par.,Comedy,130070,316,6.4,2.35,0,PG13,2005,113,82000000,41231497.34,94100040.87,2,3,4,4,3,3
WB,Crime,50170,306,5.8,2.35,773,PG13,2006,105,45000000,7105274.32,-4300424.83,4,2,2,2,3,3
LGS,Action,28629,113,4.9,2.35,0,PG13,2012,93,20000000,-22582235.14,-117336914.7,1,3,2,4,3,3
Fox,Comedy,70698,196,6.9,2.35,9000,PG13,2006,118,35000000,-2894725.68,-45036319.83,1,3,4,2,3,3
SGem,Drama,61680,222,6.4,2.35,19000,PG13,2010,119,55000000,11576254.59,-21789143.5,4,3,2,4,3,3
WB,Biography,124222,259,7.4,2.35,23000,PG13,2009,134,60000000,19698754.96,7205571.9,2,2,4,3,3,3
Par.,Biography,61114,212,7.5,2.35,22000,PG13,2014,127,20000000,-21642067.61,-68615886.8,2,3,4,2,3,3
Uni.,Comedy,19622,58,6,1.85,931,R,2006,84,4000000,-33894725.68,-82470379.83,2,3,3,4,3,3
Mira.,Comedy,52805,278,6.8,1.85,0,R,1998,99,6000000,-37592584.27,-47252549,2,3,4,3,3,0
Lions,Documentary,113152,1416,7.5,1.85,0,R,2004,122,6000000,-37358824.19,9127779.3,3,3,2,2,3,3
NL,Action,42547,265,6.1,2.35,748,R,2001,120,60000000,17363337.62,-52080783.4,2,2,3,2,3,3
Fox,Comedy,34809,125,6.2,2.35,11000,PG,2011,100,41000000,1750896.65,-103533171.6,2,3,2,2,3,3
NL,Crime,41313,246,7,1.85,0,R,2000,118,26000000,-18777522.94,-72539562.6,2,2,1,3,3,3
Focus,Comedy,66840,248,6.7,1.85,0,PG13,2006,96,4000000,-33894725.68,-55515523.83,2,3,3,2,3,3
WB,Adventure,184795,310,7.4,1.85,22000,PG13,2007,97,45000000,5615497.1,71244603.5,2,2,4,4,3,3
Rog.,Action,85198,303,7,2.35,0,R,2005,103,45000000,4231497.34,-45349414.13,2,2,2,3,3,3
Gram.,Crime,41138,208,7.4,1.85,2000,R,1996,108,4500000,-30489060.86,-85092207.87,4,3,3,2,3,3
Fox,Horror,124765,541,6.8,2.35,0,R,2001,122,35000000,-7636662.38,-33882648.4,2,3,2,4,3,3
Sony,Drama,78392,196,7.7,1.85,0,PG,1995,136,16500000,-15526455.82,34495150.9,1,3,2,4,3,3
Col.,Action,28736,72,5.5,1.85,0,R,1991,110,15000000,-10199090.91,-48650749.22,2,3,4,4,3,3
Magn.,Drama,75669,451,6.4,2.35,19000,R,2010,94,500000,-42923745.41,-107065938.5,1,3,4,2,3,0
BV,Drama,63839,118,6.4,2.35,0,PG,1996,123,32000000,-2989060.86,59932857.13,2,4,5,2,3,3
LGS,Action,125198,153,6.6,2.35,11000,PG13,2012,102,42000000,-582235.14,-87979308.7,2,2,2,3,3,3
Focus,Comedy,110616,291,7.1,1.85,16000,R,2010,106,4000000,-39423745.41,-76603066.5,2,2,2,4,3,3
NL,Comedy,27492,84,6.1,1.85,0,R,2000,98,11000000,-33777522.94,-41492489.6,1,3,3,4,3,3
MGMW,Adventure,25843,64,6,2.35,941,PG,2006,94,86000000,48105274.32,20843811.17,2,3,4,4,3,3
UA,Drama,44457,176,8.3,1.75,0,NotRated,1961,186,3000000,-137700,-23652084.3,1,3,2,2,3,3
Orion,Crime,12771,84,6.5,1.85,828,R,1984,127,58000000,44613488.68,-30708553.68,2,2,2,4,3,3
Sony,Action,73539,271,4.6,2.35,0,PG13,1997,89,45000000,1931143.78,21397069.4,2,3,2,4,3,3
Dis.,Action,18481,230,5.9,2.35,4000,PG,1979,98,20000000,5852777.78,-34559821.39,2,3,4,4,3,3
Par.,Comedy,43300,250,3.8,2.35,0,PG13,2008,87,62000000,21036490.17,-64512506.3,2,3,2,2,3,3
Uni.,Crime,127503,261,7.3,2.35,0,R,1991,128,35000000,9800909.09,103546533.8,2,2,2,2,3,3
Uni.,Biography,15231,66,6.5,2.35,0,PG,2012,107,40000000,-2582235.14,-109481282.7,2,3,2,3,3,3
Par.,Comedy,69172,316,6.6,1.85,0,R,2005,101,20000000,-20768502.66,-83737752.13,2,2,2,2,3,3
Par.,Action,77673,463,6,2.35,0,PG13,2005,124,130000000,89231497.34,23048958.87,2,3,2,4,3,3
WB,Action,137377,370,6.2,1.85,0,PG13,2000,111,45000000,222477.06,110680182.4,2,3,2,2,3,3
WB,Action,65785,160,7,2.35,16000,PG,2010,97,80000000,36576254.59,28764473.5,4,3,2,4,3,3
Fox,Mystery,53415,339,6.6,2.35,0,R,2001,97,23000000,-19636662.38,-71797925.4,2,1,2,4,3,3
WB,Drama,132149,316,7.9,2.35,5000,R,2006,141,19000000,-18894725.68,-18427196.83,1,1,4,2,3,3
ParC,Documentary,67654,504,7.5,1.85,0,PG,2006,100,1000000,-36894725.68,-40857424.83,1,3,4,1,3,3
SonR,Comedy,41620,418,2.4,2.35,2000,R,2003,121,54000000,9940108.04,-111228674,2,3,4,4,3,3
WB,Comedy,72324,134,7.4,1.85,3000,PG,1989,99,7500000,-11166469.65,60407944.69,2,3,2,4,3,3
Par.,Drama,49311,278,6.7,2.35,0,PG13,2002,138,100000000,58955704.27,-75405366.5,2,3,2,4,3,3
Par.,Drama,74651,313,7.9,1.37,6000,PG,1974,113,16000000,9539615.385,-50977463.62,2,3,4,4,3,3
Par.,Action,86504,568,6.4,2.35,0,PG13,2002,124,68000000,26955704.27,83347039.5,2,2,2,2,3,3
Mira.,Drama,27675,181,5.8,1.85,0,R,1998,93,13000000,-30592584.27,-88495386,2,2,3,2,3,3
Par.,Comedy,58412,242,5.6,2.35,2000,PG13,2006,97,50000000,12105274.32,1614767.17,2,3,2,4,3,3
NM,Biography,105568,533,7.3,1.85,0,R,2003,110,8000000,-36059891.96,-58116299,2,2,4,4,3,3
BV,Comedy,83786,392,6.1,2.35,0,PG13,2002,108,30000000,-11044295.73,70048091.5,1,3,4,4,3,3
Uni.,Action,53132,101,5.8,1.85,0,PG13,1996,115,80000000,45010939.14,67108944.13,2,3,3,5,3,3
Fox,Comedy,60202,114,5.7,1.85,0,R,2011,81,25000000,-14249103.35,-76039368.6,2,3,2,4,3,3
WB,Crime,154487,259,7.5,2.35,0,R,1996,147,44000000,9010939.14,73511760.13,2,2,2,2,3,3
WB,Comedy,48019,153,5.9,1.85,13000,PG13,2011,112,35000000,-4249103.35,-51079643.6,2,2,2,4,3,3
Uni.,Crime,86152,411,6.4,2.35,0,PG13,2005,128,80000000,39231497.34,66724395.87,2,3,4,4,3,3
Uni.,Crime,215086,471,8.4,1.85,15000,NotRated,1962,129,2000000,-11279333.33,-20476851,2,3,4,4,3,3
Rela.,Adventure,15664,149,5.8,1.85,0,PG,2014,89,13000000,-28642067.61,-90103794.8,1,3,4,4,3,3
Par.,Action,52136,184,6.2,2.35,0,PG13,1997,116,68000000,24931143.78,2574606.4,2,3,4,4,3,3
Par.,Comedy,210680,479,7.1,1.85,0,PG13,2003,108,35000000,-9059891.96,12788066,2,4,4,2,3,3
TriS,Drama,12596,64,6.7,1.85,0,PG,2014,115,15000000,-26642067.61,-105275831.8,1,3,4,1,3,3
Wein.,Biography,71679,216,7,2.35,17000,R,2011,99,6400000,-32849103.35,-75923860.6,2,1,1,2,3,3
Fox,Action,28848,76,5.7,2.35,0,PG13,2006,93,35000000,-2894725.68,-76604107.83,3,2,2,2,3,3
NL,Drama,45497,260,5.3,1.85,1000,R,1999,109,75000000,32481720.35,-81820491,2,2,2,5,3,3
WB,Comedy,32157,119,5.3,2.35,913,PG13,2007,91,35000000,-4384502.9,-34820674.5,2,3,4,2,3,3
Over.,Crime,217480,429,7.4,2.35,21000,R,2009,109,53000000,12698754.96,11662326.9,2,2,2,1,3,3
Fox,Adventure,32951,44,5.8,1.85,6000,PG,2011,109,20000000,-19249103.35,-93556556.6,2,3,4,4,3,3
BV,Drama,57831,115,7,1.85,0,R,1986,119,13800000,817016.47,3019250.47,2,3,4,2,3,3
Magn.,Comedy,31964,129,6.9,1.85,0,R,2009,99,10000000,-30301245.04,-114732649.1,2,3,2,4,3,3
WB,Drama,94407,322,6.7,2.35,0,PG13,1998,114,55000000,11407415.73,93432565,2,3,4,2,3,3
Sony,Drama,20740,178,6.2,1.85,0,PG13,2006,125,55000000,17105274.32,-77649527.83,2,2,2,4,3,3
PDW,Comedy,166194,215,7.1,1.85,0,R,2009,105,41000000,698754.96,-23391413.1,2,3,2,2,3,3
Sony,Drama,62364,337,5.9,2.35,0,PG13,2007,110,20000000,-19384502.9,-19981066.5,2,3,4,2,3,3
Mira.,Biography,174591,632,7.8,2.35,0,PG,2004,106,25000000,-18358824.19,6779818.3,1,2,4,3,3,3
UA,Horror,86890,985,6.1,1.85,0,R,2001,90,10000000,-32636662.38,-49222974.4,3,2,3,2,3,3
WB,Comedy,54710,177,6.3,2.35,0,R,2006,110,17500000,-20394725.68,-67920455.83,1,3,4,4,3,3
BV,Comedy,119450,300,6.1,1.85,0,PG13,1998,90,23000000,-20592584.27,80739097,2,3,2,4,3,3
BV,Adventure,17859,89,6.6,2.35,911,PG13,1996,129,38000000,3010939.14,-81803524.87,2,3,4,2,3,3
WB,Drama,180479,411,6.6,1.85,42000,PG13,2011,106,60000000,20750896.65,24476540.4,2,3,4,2,3,3
Par.,Biography,16255,127,7.5,1.85,0,PG,1981,195,32000000,21180555.56,-8972678.19,4,3,4,4,3,3
MGM,Action,30215,95,5,2.35,0,PG13,1985,89,17900000,4206167.45,-50584339.21,1,3,4,4,3,3
WB,Adventure,45271,170,7.9,1.85,0,PG,1983,193,27000000,11322600,-44539303.47,2,2,2,2,3,3
WB,Drama,81611,274,6,2.35,0,PG13,1998,134,75000000,31407415.73,-92152549,2,3,2,2,3,3
Sony,Crime,30667,234,5.6,2.35,0,PG13,2002,114,38000000,-3044295.73,-58773145.5,2,3,4,2,3,3
WB,Action,75365,149,6.3,2.35,0,R,1989,104,55000000,36333530.35,-21976737.31,2,4,4,3,3,3
NCeV,Action,10082,100,5.9,1.85,0,R,1986,93,2700000,-10282983.53,-45774731.53,4,4,3,4,3,3
WB,Action,137854,560,7.1,2.35,3000,R,1999,114,75000000,32481720.35,6580921,2,2,2,3,3,3
Atwentyfour,Comedy,31089,261,5.4,2.35,20000,R,2014,102,2800000,-38842067.61,-133577089.8,3,3,1,4,3,3
Par.,Adventure,68935,125,6.6,2.35,0,PG,2008,96,90000000,49036490.17,56508096.7,2,3,2,3,3,3
IFC,Comedy,102071,756,6.6,1.85,5000,PG,2002,95,5000000,-36044295.73,258169711.5,3,3,3,1,3,3
Mira.,Action,27378,365,4.9,2.35,0,R,2000,99,28000000,-16777522.94,-68319480.6,1,1,1,2,3,3
WBNL,Comedy,35965,144,4.9,1.85,11000,R,2014,97,20000000,-21642067.61,-34878362.8,1,2,4,1,3,3
Focus,Action,159198,438,6.8,2.35,38000,PG13,2011,111,30000000,-9249103.35,-47199478.6,2,1,4,3,3,3
BV,Comedy,43795,171,4.5,1.85,0,G,2008,116,11,-40963498.83,-106331480.3,3,3,2,2,3,3
Par.,Crime,137891,696,7.3,1.85,0,R,1999,139,40000000,-2518279.65,27379186,2,2,2,4,3,3
SGem,Drama,19505,162,5.2,2.35,0,PG13,2007,114,13000000,-26384502.9,-28616775.5,1,2,4,4,3,3
Sony,Comedy,63969,126,5.5,2.35,0,PG13,2008,97,25000000,-15963509.83,-35888630.3,2,3,4,2,3,3
Sony,Action,69197,216,6.4,1.85,0,R,1995,107,32000000,-26455.82,-81952389.1,2,3,1,4,3,3
Fox,Comedy,30462,150,5.3,1.85,0,PG,2006,104,12000000,-25894725.68,-64093575.83,1,3,4,2,3,3
WB,Action,56403,376,6,2.35,0,R,1997,177,80000000,36931143.78,-97862463.6,2,3,4,2,3,3
Uni.,Action,54042,215,7.6,1.85,0,R,1988,126,30000000,15706842.11,-16182422.65,2,3,2,4,3,3
Par.,Action,38399,218,6.9,2.35,0,R,1997,95,36000000,-7068856.22,-65329553.6,1,3,2,4,3,3
Fox,Action,22823,113,5.6,2.35,0,PG13,2009,108,20000000,-20301245.04,-97748073.1,1,3,5,4,3,3
Emb,Adventure,45890,177,7,1.85,0,PG,1981,116,5000000,-5819444.44,-6989756.19,2,3,1,4,3,3
MGM,Drama,33741,141,8.1,1.85,0,Approved,1958,108,3000000,398400,-409493,2,1,4,2,3,3
Uni.,Action,53115,282,3.8,2.35,0,PG13,1994,102,35000000,6527703.12,-3161887.8,2,3,1,1,3,3
NL,Drama,21767,127,6.7,1.85,0,PG13,2006,108,30000000,-7894725.68,-52358358.83,2,1,4,4,3,3
Lions,Horror,37626,521,2.3,2.35,1000,R,2005,96,20000000,-20768502.66,-85777719.13,1,5,2,3,3,3
Art.,Crime,24412,240,7.1,1.85,944,R,1999,89,10000000,-32518279.65,-98225977,3,4,3,4,3,3
WB,Adventure,16385,100,4.6,1.85,0,PG,2010,80,80000000,36576254.59,90275224.5,2,2,2,4,3,3
BV,Adventure,15600,55,7.3,1.85,0,G,2011,63,30000000,-9249103.35,-96521556.6,2,3,2,3,3,3
NL,Comedy,74626,157,7.3,1.85,8000,R,1995,91,3500000,-28526455.82,-72288931.1,4,3,3,4,3,3
WB,Adventure,35314,145,6.6,2.35,0,PG13,1994,191,63000000,34527703.12,-77533408.8,2,2,2,3,3,3
MGM,Drama,93894,286,7.6,1.66,0,R,1995,112,3600000,-28426455.82,-50704849.1,2,3,3,4,3,3
Par.,Adventure,74743,93,6.5,2.35,0,PG13,1986,97,5000000,-7982983.53,278928774.5,1,3,1,2,3,3
Par.,Crime,56646,336,6.4,2.35,0,R,1999,105,70000000,27481720.35,76422479,2,3,2,4,3,3
UA,Drama,29839,150,8,2.35,0,G,1971,181,9000000,5858166.667,-20681913,4,3,4,4,3,3
WB,Biography,223127,420,7.7,1.85,38000,PG13,2009,129,29000000,-11301245.04,194179909.9,2,3,2,2,3,3
Focus,Adventure,72287,176,7,2.35,12000,PG,2012,90,60000000,17417764.86,-27061098.7,2,2,2,4,3,3
NL,Comedy,43358,228,5.5,2.35,0,PG13,2005,101,43000000,2231497.34,58529390.87,2,3,4,4,3,3
WB,Action,19832,98,5.9,2.35,0,PG,1982,136,18000000,3816666.67,-18270861.08,2,4,4,4,3,3
BV,Biography,36636,289,7.5,2.4,0,PG,2004,135,28000000,-15358824.19,-45541029.7,2,3,2,1,3,3
Par.,Adventure,93367,497,6.4,2.35,0,PG13,2001,112,48000000,5363337.62,-22942229.4,2,2,2,4,3,3
DW,Mystery,94108,673,6.5,2.35,0,PG13,2005,85,26000000,-14768502.66,-38328724.13,1,3,2,4,3,3
Sony,Action,60572,144,6.3,1.85,0,PG13,1999,93,65000000,22481720.35,16339421,2,2,3,2,3,3
PDW,Drama,186982,491,6.9,1.85,0,PG13,2007,105,20000000,-19384502.9,13632235.5,2,3,1,5,3,3
NL,Action,88590,419,7.4,2.35,0,R,2006,122,15000000,-22894725.68,-77600424.83,1,3,4,4,3,3
Fox,Action,168207,684,7.4,2.35,0,PG13,2003,138,150000000,105940108,93516228,2,1,4,5,3,3
FoxS,Adventure,149966,835,7.5,1.85,0,R,2004,126,16000000,-27358824.19,-484434.7,2,1,4,5,3,3
Par.,Adventure,58906,186,7,1.85,0,PG,2004,87,30000000,-13358824.19,30175054.3,1,3,4,2,3,3
NL,Crime,75675,365,7.8,2.35,0,R,1992,100,12500000,-9316733.93,-76183791.52,2,3,2,4,3,3
Sony,Comedy,65668,342,6.5,1.85,0,PG13,2004,130,80000000,36641175.81,-54945370.7,2,3,4,1,3,3
BV,Biography,29282,105,6.2,2.35,11000,R,2013,128,28000000,-16204533.29,-118040530.6,2,2,3,2,3,3
LGF,Biography,5863,25,6.5,1.85,0,PG13,2015,103,7000000,-35177171.7,-152302320.7,2,3,2,2,3,3
Par.,Action,55513,188,7.2,2.35,0,PG,1991,113,27000000,1800909.09,18146533.78,2,3,2,4,3,3
Fox,Biography,148172,406,8,2.35,15000,G,1965,174,8200000,-366666.667,82145088.17,1,2,4,4,3,3
Fox,Comedy,33088,143,4.8,1.85,0,PG13,2009,99,15000000,-25301245.04,-74922857.1,2,3,1,3,3,3
Mira.,Comedy,78241,177,6.7,1.85,0,R,1995,98,4000000,-28026455.82,-96204849.1,1,3,3,4,3,3
Col.,Drama,36267,150,7.2,2.35,0,PG,1993,139,34000000,11441048.15,-54481307.79,2,1,2,4,3,3
MGM,Horror,13190,114,4.5,1.85,616,PG13,1988,98,10500000,-3793157.89,-40452028.65,1,3,2,4,3,3
PDW,Biography,44099,143,6.7,2.35,0,PG13,2009,109,60000000,19698754.96,-83308241.1,2,3,2,4,3,3
Uni.,Horror,60522,228,7.3,1.85,0,R,1983,87,5952000,-9725400,-63918864.47,1,3,4,3,3,3
SonR,Comedy,15427,121,5.3,1.85,449,R,2001,95,11000000,-31636662.38,-85009997.4,3,3,3,4,3,3
TriS,Comedy,63274,170,7.6,1.85,12000,R,1991,137,24000000,-1199090.91,-36857975.22,1,3,4,2,3,3
WB,Drama,75573,662,5.5,2.35,4000,R,2003,136,68000000,23940108.04,-42779447,2,3,2,1,3,3
Par.,Comedy,114610,176,7,1.85,0,PG13,1992,94,20000000,-1816733.93,34788303.48,1,3,2,4,3,3
Sony,Drama,17025,290,5.1,1.85,295,R,1999,133,64000000,21481720.35,-26810509,2,2,4,4,3,3
SPC,Comedy,76681,228,7.6,2.35,0,R,2006,121,12899867,-24994858.68,-1518017.83,3,3,3,4,3,3
NL,Horror,27800,96,5.4,1.85,0,R,1992,108,10000000,-11816733.93,-54808019.52,2,2,4,2,3,3
NL,Action,58015,374,6,2.35,0,R,2005,127,50000000,9231497.34,-73276025.13,2,1,3,1,3,3
BV,Adventure,17829,99,3.7,2.35,0,PG,2008,91,20000000,-20963509.83,42950035.7,1,3,3,2,3,3
WB,Crime,45798,94,6.7,2.35,1000,PG13,1994,119,45000000,16527703.12,15029802.2,2,2,2,4,3,3
WB,Action,34356,260,6.4,2.35,705,R,2002,110,50000000,8955704.27,-84374815.5,2,3,2,2,3,3
Fox,Adventure,53160,121,4.9,2.35,0,PG,2010,85,112000000,68576254.59,126073807.5,2,5,2,1,3,3
WB,Comedy,59068,128,6.3,2.35,0,PG,2007,104,28000000,-11384502.9,-11526848.5,2,2,1,2,3,3
WBNL,Crime,50198,202,6.8,2.35,0,R,2008,115,20000000,-20963509.83,-86120176.3,2,1,3,4,3,3
BV,Comedy,12702,32,5.4,1.85,0,PG,2011,104,8000000,-31249103.35,-100851556.6,1,3,3,3,3,3
FoxS,Comedy,82232,174,7.2,1.85,0,R,1997,91,3500000,-39568856.22,142361424.4,3,3,3,3,3,3
UA,Drama,87424,276,8.2,1.37,0,NotRated,1940,130,1288000,-754000,-42792408.75,3,3,3,2,3,3
PDW,Action,323207,1439,6,2.35,0,PG13,2009,150,150000000,109698755,721268828.9,2,3,2,3,3,3
Col.,Crime,100890,281,8.2,1.85,0,NotRated,1954,108,910000,-932687.571,-6055164.86,3,3,3,3,3,3
Par.,Horror,31952,372,5.7,2.35,0,R,1982,95,4000000,-10183333.33,-52268138.08,3,3,3,5,3,3
MGM,Crime,45895,157,6.5,2.35,1000,R,2003,105,50000000,5940108.04,-62999320,2,2,4,2,3,3
NL,Drama,19114,115,6.4,2.35,0,R,2007,139,45000000,5615497.1,-99520290.5,2,3,2,3,3,3
SPC,Comedy,27266,75,7,2.35,0,R,2008,99,6000000,-34963509.83,-103431595.3,2,3,3,2,3,3
SMod,Action,53342,287,6.2,1.85,16000,R,2011,88,4000000,-35249103.35,-109876874.6,3,2,2,2,3,3
WB,Drama,52846,143,7.7,1.85,0,R,1988,119,14000000,-293157.89,-19925308.65,1,2,1,4,3,3
Mira.,Comedy,47800,244,6.3,1.85,0,PG,2004,96,31000000,-12358824.19,-82597970.7,1,3,4,4,3,3
Fox,Adventure,28109,110,6,2.35,0,PG,2008,96,37000000,-3963509.83,-6255228.3,2,3,2,4,3,3
Fox,Action,66941,148,5.1,1.85,1000,PG13,2000,98,30000000,-14777522.94,72639620.4,1,3,5,2,3,3
Sony,Drama,34488,136,6.9,2.35,15000,PG13,2011,130,30000000,-9249103.35,-95586469.6,1,3,2,4,3,3
Sav.,Comedy,21212,107,6.7,1.66,3000,R,1994,95,13000000,-15472296.88,-94764720.8,1,3,4,3,3,3
Think,Comedy,27346,206,6.5,1.78,0,Unrated,2006,101,2000000,-35894725.68,-81921387.83,3,3,3,2,3,3
Sony,Action,411164,1303,7.3,2.35,0,PG13,2004,127,200000000,156641175.8,673779603.3,2,3,2,3,3,3
Uni.,Horror,73501,333,7.3,2.35,27000,R,1988,94,4000000,-10293157.89,-41587100.65,1,3,4,3,3,3
Drft.,Comedy,55982,148,7.3,1.85,17000,R,2010,101,967686,-42456059.41,-107038916.5,3,5,3,2,3,3
Sony,Action,24216,162,4.1,1.85,401,R,1999,82,45000000,2481720.35,-90751186,2,3,4,4,3,3
Sony,Comedy,60370,264,3.4,1.85,0,PG,2011,91,79000000,39750896.65,38692231.4,2,3,2,2,3,3
WIP,Biography,14143,102,7.1,1.85,0,R,2006,110,13000000,-24894725.68,-85949094.83,2,3,2,2,3,3
WBNL,Comedy,60596,158,5.9,2.35,13000,PG13,2013,100,30000000,-14204533.29,-99157657.6,2,2,2,4,3,3
NL,Action,38298,147,6.3,2.35,782,PG13,2004,97,60000000,16641175.81,-48638940.7,2,3,2,4,3,3
WB,Crime,59569,89,6.5,2.35,0,PG13,1993,141,45000000,22441048.15,108531308.2,2,3,2,4,3,3
