studio,genres,num_voted_users,num_user_for_reviews,imdb_score,aspect_ratio,movie_facebook_likes,Type,Year,Runtime,Budget,budget.diff,Revenue.diff,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6
NW,Fantasy,76407,335,7,1.85,0,R,1987,94,1000000,-12160000.13,-43231242.06,3,4,3,1,3,3
Focus,Biography,136673,281,7.6,1.85,10000,R,2008,128,20000000,-20963509.83,-51744986.3,2,3,2,4,3,3
Focus,Crime,79461,463,6.3,2.35,10000,R,2010,104,20000000,-23423745.41,-45844592.5,2,3,4,3,3,3
SonR,Comedy,109855,888,7.3,2.35,0,R,2002,95,25000000,-16044295.73,-93574332.5,2,3,4,2,3,3
WB,Action,34942,185,5.8,2.35,1000,R,2003,101,25000000,-19059891.96,-62005325,2,3,1,2,3,3
SPC,Drama,112138,237,7.3,2.35,12000,PG13,2009,100,7500000,-32801245.04,-88931547.1,2,4,2,2,3,3
Mira.,Crime,69576,207,6.9,1.85,2000,R,1997,104,15000000,-28068856.22,-70626510.6,2,2,2,5,3,3
Par.,Action,58416,301,5.9,2.35,0,R,2000,99,46000000,1222477.06,5876680.4,2,2,2,2,3,3
Sony,Comedy,39778,172,5.4,1.85,11000,PG13,2015,105,37000000,-5177171.7,-126625635.7,2,3,2,4,3,3
Par.,Action,56741,515,6.4,2.35,1000,PG,1998,103,70000000,26407415.73,12747451,2,3,2,4,3,3
SGem,Action,39541,334,5.3,2.35,3000,PG13,2006,97,20000000,-17894725.68,-49502953.83,1,3,4,4,3,3
WDim.,Comedy,72552,374,5.5,2.35,13000,R,2010,88,24000000,-19423745.41,-28120751.5,1,3,1,4,3,3
WB,Action,50148,116,5.4,1.85,0,R,1994,110,45000000,16527703.12,67777173.2,2,2,2,2,3,3
Uni.,Comedy,141414,482,6,1.85,0,PG,2000,104,123000000,78222477.06,243821585.4,2,3,2,4,3,3
LGS,Drama,39357,113,6.8,2.35,14000,R,2014,109,27000000,-14642067.61,-106572649.8,1,3,1,2,3,3
Uni.,Comedy,147317,197,6.4,1.85,12000,R,2010,109,40000000,-3423745.41,-21279260.5,2,3,2,2,3,3
BV,Biography,35833,96,7,2.39,10000,PG,2014,124,25000000,-16642067.61,-97096167.8,1,5,2,4,3,3
Uni.,Action,97087,569,6.6,2.35,11000,PG13,1984,137,40000000,26613488.68,-25711584.68,4,3,2,2,3,3
BV,Action,39659,189,5.6,2.35,792,PG13,2002,116,70000000,28955704.27,-44597037.5,2,2,2,2,3,3
Gold.,Comedy,52509,84,7.1,2.35,13000,PG13,2012,85,2500000,-40082235.14,-130875459.7,2,2,3,3,3,3
Mira.,Crime,121676,290,7.4,2.35,0,R,1998,121,12000000,-31592584.27,-82330651,3,3,3,4,3,3
SGem,Comedy,34579,62,6.6,2.35,0,PG13,2012,123,12000000,-30582235.14,-38129990.7,2,3,2,2,3,3
Par.,Action,81442,137,6.9,2.35,0,R,1992,117,45000000,23183266.07,91142567.48,2,3,2,4,3,3
DW,Comedy,162067,316,6.6,1.85,0,R,2004,93,25000000,-18358824.19,-89189890.7,4,5,4,2,3,3
SGem,Crime,40964,245,6.2,2.35,0,R,2008,101,35000000,-5963509.83,-73848160.3,2,3,2,5,3,3
Sony,Horror,38658,284,5,1.85,930,PG13,2006,102,20000000,-17894725.68,-47956585.83,2,2,2,4,3,3
Sony,Comedy,35066,196,5.3,1.85,0,PG13,2010,121,120000000,76576254.59,-62640009.5,2,2,2,4,3,3
Fox,Horror,86205,232,6.2,2.35,5000,R,2008,110,35000000,-5963509.83,-33895131.3,2,2,2,3,3,3
FoxS,Drama,71387,228,7,1.85,21000,PG13,2011,92,100000,-39149103.35,-109204621.6,1,3,3,2,3,3
WB,Drama,113472,442,8,2.35,0,R,1991,189,40000000,14800909.09,126652031.8,2,2,2,4,3,3
BV,Biography,160776,402,7.8,2.35,0,PG,2000,113,30000000,-14777522.94,35386865.4,2,2,4,5,3,3
SGem,Action,26236,110,5.7,2.35,0,PG13,2009,88,20000000,-20301245.04,-92086178.1,2,3,4,4,3,3
Fox,Action,32378,150,6.1,2.35,0,G,1970,95,3000000,-5718358.727,-30997733.73,1,3,4,1,3,3
Uni.,Biography,76016,265,7.6,1.85,0,R,1999,146,50000000,7481720.35,-27462838,2,3,2,4,3,3
WB,Horror,284252,1058,8,1.37,18000,R,1973,122,8000000,3020272.727,342786772.4,4,3,2,4,3,3
Uni.,Drama,83374,828,7.6,2.35,0,R,2006,111,15000000,-22894725.68,-10814328.83,1,3,4,3,3,3
Uni.,Comedy,63839,238,7.5,2.35,0,PG,1973,110,777000,-4202727.273,16480627.36,3,3,3,4,3,3
BV,Adventure,24285,110,6.4,1.85,10000,PG,2014,112,50000000,8357932.39,-55020681.8,2,3,2,4,3,3
NL,Fantasy,29659,227,5.1,1.85,1000,X,1989,89,8000000,-10666469.65,-63216992.31,2,3,4,2,3,3
Sony,Adventure,65270,100,6.2,1.85,863,PG,2006,83,85000000,47105274.32,110208602.2,2,3,2,4,3,3
Par.,Action,60293,114,5.5,1.85,669,R,1994,104,50000000,21527703.12,16623580.2,2,5,3,2,3,3
BV,Animation,13581,88,5.4,1.78,304,PG,2004,76,110000000,66641175.81,-6035276.7,2,2,2,4,3,3
CBS,Drama,14281,64,6.5,1.85,0,PG,2010,105,31000000,-12423745.41,-96174623.5,2,3,2,4,3,3
BV,Comedy,227824,273,6.7,2.35,10000,PG13,2009,108,40000000,-301245.04,202346631.9,2,2,2,2,3,3
Sony,Comedy,70681,198,5.6,2.35,12000,R,2012,116,70000000,27417764.86,-76142130.7,2,2,4,4,3,3
Mira.,Biography,85333,421,7.3,1.85,0,PG13,2006,103,15000000,-22894725.68,36283703.17,2,2,2,2,3,3
WIP,Animation,89383,293,7.1,1.85,0,R,2006,100,8500000,-29394725.68,-81619428.83,2,2,2,2,3,3
Par.,Comedy,28159,96,5.1,1.85,0,R,2015,93,14000000,-28177171.7,-140561004.7,2,3,4,2,3,3
Sony,Action,119807,340,6,2.35,0,PG13,2003,117,80000000,35940108.04,-1851537,2,2,2,4,3,3
BV,Adventure,13324,79,5.8,1.66,302,G,2002,72,20000000,-21044295.73,-711650.5,1,3,2,4,3,3
WB,Adventure,87677,388,6.8,2.35,11000,PG,2009,101,100000000,59698754.96,-14941606.1,4,2,2,2,3,3
BV,Comedy,31191,120,5.4,1.85,0,PG,2009,88,35000000,-5301245.04,-22809089.1,2,3,2,2,3,3
Par.,Action,84824,95,6.4,2.35,0,R,1987,100,20000000,6839999.87,242169766.9,2,3,3,4,3,3
Rela.,Action,32103,112,5.7,2.35,0,PG13,2014,90,28000000,-13642067.61,-66506965.8,1,3,2,4,3,3
Fox,Crime,40362,248,6.3,2.35,970,R,2001,113,50000000,7363337.62,-8420671.4,2,3,2,4,3,3
Wein.,Biography,21223,108,7.1,2.35,13000,PG13,2013,141,35000000,-9204533.29,-99265538.6,2,3,4,3,3,3
Gram.,Comedy,107923,197,7.1,1.66,0,R,1994,117,6000000,-22472296.88,152115423.2,3,3,3,4,3,3
WIP,Crime,60115,224,7.2,2.35,0,R,2007,124,23000000,-16384502.9,-74586108.5,2,1,2,2,3,3
Sony,Comedy,212499,277,6.9,2.35,0,R,2008,98,65000000,24036490.17,21776071.7,2,2,2,3,3,3
Par.,Horror,82133,359,5.7,1.85,14000,R,2010,91,3000000,-40423745.41,66203115.5,3,3,3,1,3,3
LGF,Horror,44130,156,5.4,2.35,0,PG13,2008,98,12000000,-28963509.83,-50021804.3,2,3,2,4,3,3
TriS,Action,76498,203,6.4,2.35,15000,PG13,2011,108,40000000,750896.65,-50015702.6,2,2,2,4,3,3
BV,Comedy,96693,271,6.1,1.85,0,PG,2003,97,26000000,-18059891.96,-8264551,2,1,2,3,3,3
Par.,Crime,34098,214,7.2,1.85,1000,R,2002,105,6500000,-34544295.73,-97940585.5,3,3,2,2,3,3
Uni.,Crime,120202,397,6.7,2.35,0,R,1999,118,73000000,30481720.35,50074576,2,3,2,4,3,3
Sony,Action,149998,285,6.4,2.35,0,R,2009,106,100000000,59698754.96,35137726.9,2,2,3,4,3,3
Uni.,Action,35990,157,5.9,2.35,0,PG13,2009,109,40000000,-301245.04,-86858728.1,2,2,4,4,3,3
Rela.,Horror,28513,126,5.2,2.35,0,PG13,2015,83,3300000,-38877171.7,-88764927.7,2,3,3,4,3,3
BV,Adventure,71527,217,7.1,1.5,0,PG,2002,95,140000000,98955704.27,-996217.5,4,3,2,4,3,3
Fox,Action,28807,273,5.9,2.35,0,PG13,2012,125,58000000,15417764.86,-83835120.7,2,3,2,4,3,3
LGF,Comedy,74622,150,5.6,1.85,0,R,2007,101,25000000,-14384502.9,-44935770.5,1,2,1,2,3,3
Mira.,Drama,59462,300,6.6,1.85,0,R,2008,121,25000000,-15963509.83,-86486591.3,2,2,3,4,3,3
Wein.,Comedy,16437,68,4.9,1.85,0,PG13,2011,89,24000000,-15249103.35,-80430061.6,2,1,4,2,3,3
WB,Action,47612,348,5.7,2.35,995,PG13,2000,106,80000000,35222477.06,-67855848.6,2,2,4,4,3,3
LGF,Action,34203,169,5.3,2.35,19000,PG13,2012,91,40000000,-2582235.14,-97306776.7,2,2,4,2,3,3
Par.,Action,111368,394,7.1,2.35,0,R,1999,100,90000000,47481720.35,60207042,2,2,2,2,3,3
Sum.,Action,49312,211,4.9,2.35,0,PG13,2011,89,30000000,-9249103.35,-46354770.6,1,3,4,3,3,3
Lions,Drama,71495,522,7.1,2.35,0,R,2001,111,4000000,-38636662.38,-63531277.4,3,2,2,4,3,3
USA,Horror,193962,805,7.1,2.35,5000,R,2000,109,23000000,-21777522.94,-48132158.6,1,3,4,2,3,3
ORF,Drama,15978,122,7.4,2.35,15000,PG13,2015,106,20000000,-22177171.7,-146455336.7,1,2,1,2,3,3
NL,Mystery,164608,383,6.4,2.35,10000,R,2007,101,30000000,-9384502.9,-26561083.5,2,1,2,3,3,3
SPC,Comedy,67893,163,6.3,1.85,18000,R,2012,111,17000000,-25582235.14,-60955616.7,2,2,2,4,3,3
Focus,Comedy,28573,87,5.7,2.35,5000,PG13,2013,107,13000000,-31204533.29,-108595538.6,1,3,4,4,3,3
WB,Drama,60988,199,7.8,1.85,6000,PG13,1985,154,15000000,1306167.45,88759036.79,1,3,4,2,3,3
DW,Adventure,207287,822,7.9,1.85,15000,R,2000,122,60000000,15222477.06,-53936128.6,4,2,2,4,3,3
Uni.,Horror,158354,691,6.6,2.35,11000,PG13,2009,99,30000000,-10301245.04,-24185753.1,1,3,4,2,3,3
Fox,Comedy,112671,315,8,1.85,14000,PG,1974,106,2800000,-3660384.615,30875869.38,1,3,4,3,3,3
SPC,Biography,100571,416,7.4,2.35,0,R,2005,114,7000000,-33768502.66,-47135697.13,3,3,3,4,3,3
WB,Comedy,27689,74,6.5,2.35,1000,PG13,2007,97,10000000,-29384502.9,-86627898.5,1,1,1,2,3,3
Sony,Horror,138435,527,6.6,2.35,0,R,2007,113,30000000,-9384502.9,-28621925.5,2,3,2,2,3,3
MGM,Action,55994,454,6,2.35,0,R,2002,134,115000000,73955704.27,-32946067.5,2,1,2,3,3,3
Uni.,Fantasy,134869,304,6.2,1.85,57000,PG13,2013,100,15000000,-29204533.29,19902232.4,2,4,4,2,3,3
WB,SciFi,65037,273,5.9,1.85,0,PG13,2007,99,80000000,40615497.1,-89056384.5,2,2,4,2,3,3
Focus,Comedy,248468,545,7,1.85,0,R,2008,96,37000000,-3963509.83,57388498.7,2,1,2,4,3,3
WB,Drama,45031,376,6.9,1.85,0,PG,2001,152,72000000,29363337.62,-71123205.4,2,2,4,5,3,3
Dim.,Horror,222018,869,7.2,2.35,11000,R,1996,111,14000000,-20989060.86,80943138.13,1,2,2,1,3,3
MGM,Comedy,131801,548,6.2,2.35,0,PG13,2001,96,18000000,-24636662.38,33333915.6,2,3,4,2,3,3
Par.,Action,72868,618,6.1,1.85,0,PG,2004,107,70000000,26641175.81,-52028041.7,2,2,2,4,3,3
Uni.,Crime,88270,420,7.5,2.35,0,R,2003,130,50000000,5940108.04,-79539285,2,2,1,2,3,3
Over.,Action,73368,248,6,2.35,0,R,2008,101,60000000,19036490.17,-33157004.3,2,3,2,4,3,3
WB,Action,49934,224,4.9,2.35,0,PG,1983,125,39000000,23322600,9760696.53,2,3,4,2,3,3
Uni.,Adventure,24089,82,5.5,1.85,0,PG,2011,95,63000000,23750896.65,72972166.4,2,3,2,2,3,3
Sony,Biography,79186,386,6.8,2.35,0,R,2001,157,107000000,64363337.62,-20726938.4,2,2,2,2,3,3
Sony,Comedy,29523,121,4.7,2.35,0,PG13,2009,103,58000000,17698754.96,-29748149.1,2,3,2,2,3,3
WBNL,Comedy,61995,356,5.9,2.35,33000,PG13,2012,123,75000000,32417764.86,-74781884.7,2,2,4,3,3,3
Uni.,Comedy,203269,602,7,2.35,11000,PG13,1999,124,42000000,-518279.65,262470599,2,3,3,2,3,3
Focus,Drama,111351,568,7.5,1.85,0,R,2005,129,25000000,-15768502.66,-13753857.13,4,2,2,5,3,3
Uni.,Mystery,63108,330,5.9,2.35,15000,PG13,2009,98,10000000,-30301245.04,-72695104.1,2,2,4,2,3,3
NL,Horror,79877,677,6.3,2.35,0,R,2000,107,33000000,-11777522.94,2836025.4,2,3,2,4,3,3
WB,Action,10233,63,4.3,1.85,0,PG,2010,82,85000000,41576254.59,1174847.5,2,2,2,4,3,3
Sony,Action,130776,437,6.6,2.35,0,PG13,2006,116,72500000,34605274.32,75865752.17,2,2,2,2,3,3
Sony,Crime,72693,199,6.9,1.85,0,R,2007,117,21000000,-18384502.9,-49201012.5,2,2,4,2,3,3
WBNL,Comedy,50523,113,6.3,2.35,0,R,2010,102,32000000,-11423745.41,-69263070.5,2,2,2,2,3,3
WBNL,Comedy,103230,143,5.9,2.35,10000,R,2011,105,36000000,-3249103.35,-27820822.6,2,3,2,2,3,3
Sum.,Action,25681,77,6.3,2.35,0,PG,2009,94,65000000,24698754.96,-70937332.1,2,3,2,4,3,3
Sony,Adventure,96385,119,7,2.35,0,PG13,1997,136,70000000,26931143.78,15968984.4,2,3,2,2,3,3
LGF,Horror,7199,53,4.5,1.85,0,PG13,2015,91,13000000,-29177171.7,-151090892.7,4,3,2,4,3,3
Par.,Drama,92702,209,7.2,2.35,0,PG13,2005,136,30000000,-10768502.66,-19550721.13,2,3,4,2,3,3
Uni.,Comedy,97664,232,5.7,2.35,17000,R,2013,111,35000000,-9204533.29,47369471.4,2,3,2,2,3,3
Mira.,Comedy,131180,220,6.8,1.85,0,R,2009,107,9500000,-30801245.04,-97864022.1,2,3,3,3,3,3
Sony,Comedy,189923,318,7.3,1.85,0,R,1996,139,50000000,15010939.14,181449067.1,2,3,3,4,3,3
MGM,Horror,54390,398,6.2,2.35,0,R,1999,103,29000000,-13518279.65,-51377347,2,3,2,2,3,3
Uni.,Comedy,43709,141,5.3,2.35,0,PG13,2011,111,70000000,30750896.65,-43868892.6,2,2,2,2,3,3
BV,Drama,23302,181,6.5,2.35,1000,PG13,1998,115,70000000,26407415.73,-48549648,2,3,2,4,3,3
Uni.,Action,121259,361,7,2.35,0,R,2001,126,92000000,49363337.62,34608796.6,4,2,2,4,3,3
Fox,Adventure,108052,434,6.6,1.85,79000,R,2006,84,30000000,-7894725.68,-86605121.83,1,3,2,4,3,3
Rela.,Action,57996,349,6.5,2.35,15000,R,2012,110,12000000,-30582235.14,-52927731.7,3,3,4,4,3,3
Fox,Action,22764,91,5.5,2.35,511,G,1973,93,1700000,-3279727.273,-89674777.64,2,3,4,2,3,3
Uni.,Comedy,69860,214,6.6,1.85,0,R,2009,121,85000000,44698754.96,104075255.9,2,2,4,3,3,3
MGM,Action,145422,572,7.3,2.35,0,R,1998,122,55000000,11407415.73,-63641665,2,2,2,2,3,3
MGM,Comedy,59435,323,5.7,2.4,0,PG13,2005,118,53000000,12231497.34,-994411.13,2,3,2,2,3,3
Uni.,Biography,100743,549,7.4,2.35,0,R,1999,118,82000000,39481720.35,-53984649,2,3,4,4,3,3
App.,Biography,21360,110,7,1.85,0,PG,2009,119,8500000,-31801245.04,-110588344.1,2,4,4,4,3,3
NL,Horror,102861,571,5.8,2.35,0,R,2006,93,25000000,-12894725.68,30618733.17,1,3,4,2,3,3
CBS,Drama,59637,130,7.1,1.85,21000,PG13,2012,96,6000000,-36582235.14,-120969036.7,2,3,1,2,3,3
Sony,Comedy,91092,402,6.7,1.85,0,PG13,2003,128,80000000,35940108.04,148233855,2,3,2,2,3,3
BV,Action,48753,323,6.5,1.85,0,PG13,2004,115,60000000,16641175.81,-35445030.7,2,3,2,2,3,3
WBNL,Drama,75864,197,6,2.35,23000,PG13,2011,114,37000000,-2249103.35,-14933923.6,2,3,2,4,3,3
SGem,Drama,63677,460,6.5,2.35,0,PG13,2002,119,32000000,-9044295.73,-55416793.5,2,2,2,2,3,3
WIP,Drama,92850,263,7.1,2.35,0,R,2005,103,29000000,-11768502.66,-75094302.13,2,3,1,1,3,3
App.,Biography,44931,100,7.3,2.35,0,PG,2009,105,35000000,-5301245.04,-87618510.1,2,3,2,3,3,3
Col.,Biography,70274,133,7.8,2.35,0,PG13,1987,163,23000000,9839999.87,-13811039.06,2,3,2,3,3,3
Sony,Action,138707,202,7.2,1.85,0,R,1995,104,7000000,-25026455.82,-75099404.1,3,3,3,2,3,3
Fox,Adventure,31640,109,4.9,1.85,791,PG,2008,90,60000000,19036490.17,-55681491.3,2,2,2,2,3,3
FoxS,Drama,41856,119,6.9,2.35,12000,PG13,2013,116,6500000,-37704533.29,-124194028.6,2,3,1,2,3,3
Uni.,Action,89568,142,6.3,2.35,17000,PG,2011,101,45000000,5750896.65,49097029.4,4,2,2,2,3,3
SPC,Drama,68211,219,7.4,2.35,14000,R,2011,120,5000000,-34249103.35,-107882242.6,2,3,4,4,3,3
Fox,Action,40126,107,6.6,1.85,975,R,1996,117,46000000,11010939.14,8757293.13,1,2,4,2,3,3
Sony,Comedy,122347,345,6,2.35,0,PG13,1996,96,47000000,12010939.14,10722271.13,2,3,4,2,3,3
BV,Drama,149528,454,7.7,2.35,0,R,2002,135,15000000,-26044295.73,-97513489.5,2,2,2,1,3,3
MGM,Comedy,14147,92,5.6,1.85,401,PG13,2003,101,20000000,-24059891.96,-101062720,2,3,2,2,3,3
Over.,Drama,92237,366,7.2,2.35,25000,R,2010,116,20000000,-23423745.41,-87163303.5,1,3,2,4,3,3
WB,Horror,75920,474,5.5,1.85,0,R,2002,91,35000000,-6044295.73,-42224448.5,1,3,1,2,3,3
MGM,Drama,103493,317,8.1,1.85,17000,R,1976,121,3800000,-3735262.5,-23224169,2,3,4,2,3,3
Uni.,Thriller,30982,199,7.5,1.85,0,R,1972,116,3500000,995574.6,-47604417.1,2,3,4,4,3,3
Par.,Drama,55101,201,6.9,1.85,3000,R,1987,119,14000000,839999.87,262350423.9,2,3,4,2,3,3
Sony,Animation,54077,112,6.8,1.85,0,PG,2007,85,85000000,45615497.1,44916614.5,2,2,2,2,3,3
FoxS,Drama,84620,235,6.8,2.35,27000,R,2013,98,12000000,-32204533.29,-114518097.6,2,2,2,2,3,3
BV,Adventure,139535,632,7.3,2.35,0,R,2004,119,50000000,6641175.81,-75178334.7,2,3,2,4,3,3
WB,Drama,28942,223,6.1,2.35,0,PG13,1999,131,80000000,37481720.35,17460937,2,2,2,2,3,3
Mira.,Adventure,118483,674,7.2,2.35,0,R,2003,154,79000000,34940108.04,54518626,2,3,3,4,3,3
Col.,Adventure,50125,140,5.7,1.85,0,R,1980,104,4500000,-9567391.3,1636555.39,2,3,4,4,3,3
Uni.,Drama,26066,216,5.6,1.85,0,PG13,2002,104,25000000,-16044295.73,-58731653.5,4,3,2,4,3,3
Par.,Action,58743,192,6.6,2.35,0,PG,1984,105,18000000,4613488.68,30362725.32,2,3,2,2,3,3
Mira.,Action,21542,88,6.1,2.35,977,R,2002,96,20000000,-21044295.73,-98175704.5,2,2,1,2,3,3
NL,Comedy,107557,612,7.2,1.85,0,R,2002,125,30000000,-11044295.73,-4739776.5,1,2,1,2,3,3
WB,Comedy,45775,112,5.5,1.85,462,PG13,2004,98,40000000,-3358824.19,-83830956.7,2,3,2,4,3,3
WB,Drama,78635,1040,5.6,1.85,0,PG13,2006,110,75000000,37105274.32,-44815255.83,2,4,4,2,3,3
Uni.,Action,143525,657,7.1,2.35,0,R,2005,125,72000000,31231497.34,669470.87,2,3,4,4,3,3
Uni.,Comedy,70141,385,5.9,1.85,0,PG13,2000,98,28000000,-16777522.94,-10869888.6,2,2,4,4,3,3
Fox,Drama,63067,533,6.7,1.85,0,R,2002,124,50000000,8955704.27,8563451.5,2,1,2,1,3,3
Par.,Horror,44804,182,7.2,1.85,0,R,1983,103,10000000,-5677400,-45272687.47,1,3,4,3,3,3
Par.,Drama,67395,564,6,1.85,0,PG13,2006,128,63000000,25105274.32,75845469.17,2,2,2,4,3,3
Fox,Comedy,36223,208,6.2,2.35,0,PG13,2005,103,30000000,-10768502.66,-45769220.13,2,3,4,4,3,3
Fox,Action,23268,95,6.1,2.35,794,PG,1972,88,1800000,-704425.4,-50504417.1,2,3,4,4,3,3
ParV,Biography,24150,118,6.7,2.35,923,R,2007,100,16000000,-23384502.9,-85199027.5,2,5,1,4,3,3
CBS,Drama,139749,509,6.4,2.35,29000,PG13,2012,95,17000000,-25582235.14,-6469761.7,2,3,4,4,3,3
LGF,Action,88049,279,6.6,2.35,0,PG13,2008,104,55000000,14036490.17,21575053.7,2,1,4,2,3,3
Sum.,Drama,39764,148,6.7,2.35,17000,PG13,2011,91,21000000,-18249103.35,-110010740.6,1,1,2,4,3,3
WB,Animation,132501,548,6.5,2.35,0,PG,2006,108,100000000,62105274.32,297235183.2,4,2,4,2,3,3
Uni.,Action,183909,666,6.7,2.35,0,PG13,2004,119,105000000,61641175.81,5785995.3,2,3,2,2,3,3
Par.,Action,53057,457,5.6,2.35,0,PG13,2003,116,80000000,35940108.04,-99014144,2,1,2,4,3,3
Sony,Action,77935,122,6.1,2.35,0,R,2011,83,28000000,-11249103.35,-70434116.6,2,3,4,2,3,3
WB,Action,40858,144,6.4,2.35,0,R,1996,133,55000000,20010939.14,29865691.13,2,1,2,4,3,3
Par.,Drama,57281,350,6.5,2.35,0,R,2002,89,45000000,3955704.27,-15638568.5,2,2,4,2,3,3
WBNL,Comedy,59581,293,4.3,1.85,0,R,2010,146,100000000,56576254.59,177038775.5,2,3,2,4,3,3
WB,Crime,43574,302,6.1,1.85,0,R,2002,120,50000000,8955704.27,-53860185.5,2,2,2,2,3,3
LGF,Comedy,37493,108,5.6,2.35,0,R,2013,90,35000000,-9204533.29,-104776190.6,2,3,2,2,3,3
MGM,Drama,44979,298,7,2.35,0,PG13,2004,114,30000000,-13358824.19,-96985480.7,2,2,2,2,3,3
PDW,Comedy,116762,261,6.4,1.85,0,PG13,2006,105,20000000,-17894725.68,-53211265.83,1,3,1,3,3,3
Mira.,Comedy,114070,500,7.3,1.85,0,R,1997,113,250000,-42818856.22,-103467425.6,3,3,3,4,3,3
Mira.,Drama,24033,152,7,2.35,0,PG13,2005,108,30000000,-10768502.66,-77602243.13,1,2,2,4,3,3
Dim.,Comedy,13661,134,5.3,1.85,487,PG13,2000,94,16000000,-28777522.94,-80692445.6,2,3,1,4,3,0
MGM,Crime,71919,316,7.6,2.2,0,Unrated,1961,152,6000000,2862300,10004737.7,4,3,4,4,3,3
Par.,Comedy,158864,395,6.4,1.37,0,PG13,2000,127,70000000,25222477.06,272791889.4,4,4,2,4,3,3
RAtt.,Comedy,7663,38,6,1.85,694,R,2010,108,7000000,-36423745.41,-111262428.5,2,2,4,3,3,3
FD,Comedy,101287,260,7,2.35,31000,R,2012,85,750000,-41832235.14,-130192705.7,4,3,3,1,3,3
Sony,Crime,191470,278,6.8,2.35,0,PG13,2008,123,35000000,-5963509.83,-36508371.3,1,4,2,4,3,3
Par.,Comedy,49007,97,7.2,1.85,0,R,1989,107,11000000,-7666469.65,-35588203.31,2,3,1,2,3,3
Col.,Comedy,77366,194,7.4,2.35,0,PG,1982,116,21000000,6816666.67,88241794.92,4,3,4,3,3,3
DW,Drama,98403,683,6.6,2.35,0,PG13,2000,130,100000000,55222477.06,54144533.4,2,2,4,3,3,3
Par.,Drama,88844,142,6.8,1.85,0,R,1993,154,42000000,19441048.15,183511619.2,2,4,2,2,3,3
DW,Action,77415,139,6.1,2.35,0,PG13,1998,110,40000000,-3592584.27,-50570002,4,3,2,3,3,3
Par.,Action,39306,119,6.6,2.35,0,R,1989,125,30000000,11333530.35,-39493139.31,2,3,4,2,3,3
WB,Action,59352,138,5.6,2.35,0,PG13,2008,112,70000000,29036490.17,4899470.7,2,3,2,4,3,3
NL,Action,81783,283,5.8,1.85,0,PG13,1995,101,18000000,-14026455.82,21691070.9,2,3,1,4,3,3
WB,Crime,133367,363,7.3,2.35,0,R,2007,119,25000000,-14384502.9,-11136063.5,2,3,2,4,3,3
Mira.,Comedy,67115,389,5.8,1.85,0,PG13,1999,95,10000000,-32518279.65,1747910,2,2,1,2,3,3
Mira.,Comedy,54346,358,6.2,2.35,0,PG13,2004,102,35000000,-8358824.19,-73888355.7,2,3,2,4,3,3
Col.,Action,126907,235,7.2,1.85,0,PG,1984,126,8000000,-5386511.32,34178283.32,1,3,4,4,3,3
Fox,Action,111649,437,6.7,1.85,0,R,1985,90,10000000,-3693832.55,-32972.21,1,3,1,2,3,3
WB,Drama,19686,180,5.6,1.85,689,R,2001,102,53000000,10363337.62,-78740763.4,1,2,2,3,3,3
First,Action,20008,112,5.7,1.78,883,R,2008,106,5000000,-35963509.83,-105035386.3,2,3,3,3,3,3
WBNL,Horror,13521,150,4.2,1.85,0,R,2015,87,100000,-42077171.7,-110211245.7,3,3,3,4,3,3
Fox,Action,71202,380,4.8,2.35,0,PG13,2005,97,43000000,2231497.34,-39538961.13,2,3,4,2,3,3
TriS,Action,112669,226,6.6,1.37,0,R,1987,101,27000000,13839999.87,-19673164.06,2,3,3,2,3,3
WB,Action,74691,165,6.4,2.35,0,PG13,2010,97,25000000,-18423745.41,-87728916.5,1,3,2,2,3,3
MGM,Comedy,62986,150,6.9,1.85,0,R,1995,105,30250000,-1776455.82,14596772.9,2,2,2,4,3,3
NL,Horror,120786,472,6.2,1.85,0,R,2003,90,26000000,-18059891.96,-28068478,2,3,4,4,3,3
Sony,Horror,47814,426,5.5,2.35,0,R,1998,99,14000000,-29592584.27,-32724954,1,1,4,2,3,3
NL,Action,58402,370,5.1,2.35,0,PG13,1998,130,80000000,36407415.73,30906874,2,2,4,2,3,3
LGF,Action,72867,120,5.4,2.35,0,PG13,2010,100,75000000,31576254.59,-13148953.5,2,2,2,2,3,3
Fox,Drama,84118,245,6.3,2.35,13000,PG13,2010,133,70000000,26576254.59,23439104.5,2,2,2,2,3,3
Par.,Comedy,131227,346,6.3,2.35,41000,PG13,2013,119,50000000,5795466.71,47053476.4,2,3,2,4,3,3
Uni.,Action,44394,115,5.8,2.35,0,R,1994,99,27000000,-1472296.88,-938827.8,2,3,2,2,3,3
BV,Adventure,63912,251,5.8,1.85,912,G,2005,81,150000000,109231497.3,218212137.9,2,3,4,5,3,3
Fox,Crime,30077,175,6.3,2.35,893,PG13,2002,115,42000000,955704.27,-46792522.5,2,3,2,4,3,3
Col.,Drama,45703,156,7.9,2.35,0,PG,1993,134,11500000,-11058951.85,-63498836.79,2,3,1,4,3,3
Par.,Biography,87090,142,7.6,1.85,0,PG,1979,112,8000000,-6147222.22,-27401722.39,2,3,4,3,3,3
FoxS,Drama,251349,547,7.9,2.35,10000,R,2008,109,6000000,-34963509.83,-61627575.3,1,2,3,2,3,3
Wein.,Biography,82327,350,6.4,2.35,18000,PG13,2011,105,13000000,-26249103.35,3975142.4,2,1,4,4,3,3
