0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Paranoia (2013),Status Released,Original Language English,Runtime 1h 46m,"Budget $35,000,000.00","Revenue $13,785,015.00",Homepage -,Release Information,Liam Hemsworth,Harrison Ford,Gary Oldman,Amber Heard,Josh Holloway,Embeth Davidtz,Full Cast & Crew,
The Raid (2011),Original Title Serbuan maut,Status Released,Original Language Indonesian,Runtime 1h 41m,"Budget $1,100,000.00","Revenue $4,105,187.00",Homepage http://www.sonyclassics.com/theraid/,Release Information,Iko Uwais,Ananda George,Pierre Gruno,Yayan Ruhian,Ray Sahetapy,Tegar Satrya,Full Cast & Crew
Killer Elite (2011),Status Released,Original Language English,Runtime 1h 56m,"Budget $66,000,000.00","Revenue $57,777,106.00",Homepage -,Release Information,Jason Statham,Clive Owen,Robert De Niro,Dominic Purcell,Yvonne Strahovski,Aden Young,Full Cast & Crew,
Unthinkable (2010),Status Released,Original Language English,Runtime 1h 37m,"Budget $15,000,000.00",Revenue -,Homepage -,Release Information,Samuel L. Jackson,Carrie-Anne Moss,Michael Sheen,Stephen Root,Lora Kojovic,Martin Donovan,Full Cast & Crew,
Days of Thunder (1990),Status Released,Original Language English,Runtime 1h 47m,"Budget $60,000,000.00","Revenue $157,920,733.00",Homepage -,Release Information,Tom Cruise,Robert Duvall,Nicole Kidman,Randy Quaid,Cary Elwes,Fred Thompson,Full Cast & Crew,
A Father's Will (2016),Original Title Atanyn Kereezi,Status Released,Original Language Kirghiz,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Login to Edit Cast & Crew,,,,,,
Oliver Twist (2005),Status Released,Original Language English,Runtime 2h 10m,"Budget $50,000,000.00","Revenue $42,093,706.00",Homepage http://www.olivertwistthemovie.co.uk/,Release Information,Barney Clark,Ben Kingsley,Jamie Foreman,Harry Eden,Edward Hardwicke,Leanne Rowe,Full Cast & Crew,
Splice (2009),Status Released,Original Language English,Runtime 1h 44m,"Budget $26,000,000.00",Revenue -,Homepage http://www.splicethefilm.com/,Release Information,Adrien Brody,Sarah Polley,Delphine Chanéac,David Hewlett,Abigail Chu,Stephanie Baird,Full Cast & Crew,
Feast (2014),Status Released,Original Language English,Runtime 0h 6m,Budget -,Revenue -,Homepage -,Release Information,Tommy Snider,Katie Lowes,Ben Bledsoe,Stephen Apostolina,Kirk Baily,David Cowgill,Full Cast & Crew,
Transporter 2 (2005),Status Released,Original Language English,Runtime 1h 27m,"Budget $32,000,000.00","Revenue $85,167,639.00",Homepage -,Release Information,Jason Statham,Amber Valletta,Kate Nauta,Alessandro Gassman,François Berléand,Robert Small,Full Cast & Crew,
Don Jon (2013),Status Released,Original Language English,Runtime 1h 30m,"Budget $6,000,000.00",Revenue -,Homepage -,Release Information,Joseph Gordon-Levitt,Scarlett Johansson,Julianne Moore,Tony Danza,Glenne Headly,Brie Larson,Full Cast & Crew,
Scary Movie 4 (2006),Status Released,Original Language English,Runtime 1h 23m,"Budget $45,000,000.00","Revenue $178,262,620.00",Homepage -,Release Information,Anna Faris,Regina Hall,Craig Bierko,Bill Pullman,Anthony Anderson,Leslie Nielsen,Full Cast & Crew,
Kick-Ass 2 (2013),Status Released,Original Language English,Runtime 1h 43m,"Budget $28,000,000.00","Revenue $29,000,000.00",Homepage -,Release Information,Aaron Taylor-Johnson,Chloë Grace Moretz,Christopher Mintz-Plasse,Clark Duke,Jim Carrey,Lindy Booth,Full Cast & Crew,
Blood Diamond (2006),Status Released,Original Language English,Runtime 2h 23m,"Budget $100,000,000.00","Revenue $170,877,916.00",Homepage http://blooddiamondmovie.warnerbros.com/,Release Information,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,Kagiso Kuypers,Arnold Vosloo,Antony Coleman,Full Cast & Crew,
Life as We Know It (2010),Status Released,Original Language English,Runtime 1h 55m,"Budget $38,000,000.00","Revenue $105,610,124.00",Homepage http://lifeasweknowitmovie.warnerbros.com/,Release Information,Katherine Heigl,Josh Duhamel,Christina Hendricks,Josh Lucas,Jean Smart,Melissa McCarthy,Full Cast & Crew,
Open Range (2003),Status Released,Original Language English,Runtime 2h 19m,"Budget $22,000,000.00","Revenue $68,296,293.00",Homepage -,Release Information,Kevin Costner,Robert Duvall,Michael Gambon,Michael Jeter,Diego Luna,James Russo,Full Cast & Crew,
On Her Majesty's Secret Service (1969),Status Released,Original Language English,Runtime 2h 22m,"Budget $7,000,000.00","Revenue $81,974,493.00",Homepage http://www.mgm.com/view/movie/1411/On-Her-Majesty%E2%80%99s-Secret-Service/,Release Information,George Lazenby,Diana Rigg,Telly Savalas,Gabriele Ferzetti,Ilse Steppat,Angela Scoular,Full Cast & Crew,
The Last Stand (2013),Status Released,Original Language English,Runtime 1h 47m,"Budget $30,000,000.00",Revenue -,Homepage http://www.thelaststandfilm.com,Release Information,Arnold Schwarzenegger,Forest Whitaker,Rodrigo Santoro,Johnny Knoxville,Jaimie Alexander,Luis Guzmán,Full Cast & Crew,
Magnum Force (1973),Status Released,Original Language English,Runtime 2h 4m,Budget -,"Revenue $39,768,000.00",Homepage -,Release Information,Clint Eastwood,Hal Holbrook,Mitchell Ryan,David Soul,Tim Matheson,Kip Niven,Full Cast & Crew,
American Heist (2014),Status Released,Original Language English,Runtime 1h 34m,"Budget $10,000,000.00",Revenue -,Homepage -,Release Information,Hayden Christensen,Jordana Brewster,Adrien Brody,Akon,Laura Cayouette,Elena Sanchez,Full Cast & Crew,
Broken Arrow (1996),Status Released,Original Language English,Runtime 1h 48m,"Budget $50,000,000.00","Revenue $150,270,147.00",Homepage -,Release Information,John Travolta,Christian Slater,Samantha Mathis,Delroy Lindo,Bob Gunton,Frank Whaley,Full Cast & Crew,
Dances with Wolves (1990),Status Released,Original Language English,Runtime 3h 1m,"Budget $22,000,000.00","Revenue $424,208,848.00",Homepage -,Release Information,Kevin Costner,Mary McDonnell,Graham Greene,Rodney A. Grant,Floyd Red Crow Westerman,Tantoo Cardinal,Full Cast & Crew,
El Paletero (2016),Status Released,Original Language Spanish,Runtime -,Budget -,Revenue -,Homepage https://facebook.com/elpaleteromovie,Release Information,Jorge Servellón,Paul Hughes Polache,Edgar Flores,Glenn Suárez,Katherine Cruz,Full Cast & Crew,,
Dark City (1998),Status Released,Original Language English,Runtime 1h 40m,"Budget $27,000,000.00","Revenue $27,200,316.00",Homepage -,Release Information,Rufus Sewell,William Hurt,Kiefer Sutherland,Jennifer Connelly,Richard O'Brien,Ian Richardson,Full Cast & Crew,
Godzilla (1998),Status Released,Original Language English,Runtime 2h 19m,"Budget $130,000,000.00","Revenue $379,014,294.00",Homepage -,Release Information,Matthew Broderick,Jean Reno,Maria Pitillo,Hank Azaria,Kevin Dunn,Michael Lerner,Full Cast & Crew,
Insidious: Chapter 3 (2015),Status Released,Original Language English,Runtime 1h 37m,"Budget $10,000,000.00","Revenue $104,303,851.00",Homepage http://bit.ly/1FC9pze,Release Information,Dermot Mulroney,Stefanie Scott,Lin Shaye,Leigh Whannell,Angus Sampson,Tate Berney,Full Cast & Crew,
Enter the Void (2009),Status Released,Original Language English,Runtime 2h 41m,"Budget $13,000,000.00","Revenue $754,249.00",Homepage http://www.ifcfilms.com/films/enter-the-void,Release Information,Nathaniel Brown,Paz de la Huerta,Cyril Roy,Masato Tanno,Jesse Kuhn,Ed Spear,Full Cast & Crew,
Inside Man (2006),Status Released,Original Language English,Runtime 2h 9m,"Budget $45,000,000.00","Revenue $184,376,254.00",Homepage http://theinsideman.net,Release Information,Denzel Washington,Clive Owen,Jodie Foster,Christopher Plummer,Willem Dafoe,Chiwetel Ejiofor,Full Cast & Crew,
Dear Sidewalk (2013),Status Released,Original Language English,Runtime 1h 29m,Budget -,Revenue -,Homepage http://dearsidewalkmovie.com/,Release Information,Joseph Mazzello,Michelle Forbes,Josh Fadem,Alyshia Ochse,Ashley Spillers,Full Cast & Crew,,
Signs (2002),Status Released,Original Language English,Runtime 1h 46m,"Budget $72,000,000.00","Revenue $408,247,917.00",Homepage -,Release Information,Mel Gibson,Joaquin Phoenix,Rory Culkin,Abigail Breslin,Cherry Jones,M. Night Shyamalan,Full Cast & Crew,
Primer (2004),Status Released,Original Language English,Runtime 1h 19m,"Budget $7,000.00","Revenue $424,760.00",Homepage http://www.primermovie.com,Release Information,Shane Carruth,David Sullivan,Casey Gooden,Anand Upadhyaya,Carrie Crawford,Jay Butler,Full Cast & Crew,
The Pink Panther (2006),Status Released,Original Language English,Runtime 1h 33m,Budget -,Revenue -,Homepage -,Release Information,Steve Martin,Kevin Kline,Jean Reno,Beyoncé Knowles,Emily Mortimer,Henry Czerny,Full Cast & Crew,
About a Boy (2002),Status Released,Original Language English,Runtime 1h 41m,"Budget $27,000,000.00","Revenue $129,000,000.00",Homepage http://movies.uip.de/aboutaboy/,Release Information,Hugh Grant,Nicholas Hoult,Toni Collette,Rachel Weisz,Sharon Small,Madison Cook,Full Cast & Crew,
The Sorcerer's Apprentice (2010),Status Released,Original Language English,Runtime 1h 49m,"Budget $150,000,000.00","Revenue $215,283,742.00",Homepage http://disney.go.com/disneypictures/sorcerersapprentice/,Release Information,Nicolas Cage,Jay Baruchel,Monica Bellucci,Alfred Molina,Teresa Palmer,Ethan Peck,Full Cast & Crew,
Miss You Already (2015),Status Released,Original Language English,Runtime 1h 52m,Budget -,Revenue -,Homepage -,Release Information,Drew Barrymore,Toni Collette,Dominic Cooper,Jacqueline Bisset,Paddy Considine,Noah Huntley,Full Cast & Crew,
My Neighbor Totoro (1988),Original Title となりのトトロ,Status Released,Original Language Japanese,Runtime 1h 26m,Budget -,Revenue -,Homepage -,Release Information,Noriko Hidaka,Hitoshi Takagi,Chika Sakamoto,Shigesato Itoi,Sumi Shimamoto,Tanie Kitabayashi,Full Cast & Crew
Charlie's Angels: Full Throttle (2003),Status Released,Original Language English,Runtime 1h 46m,"Budget $120,000,000.00","Revenue $259,175,788.00",Homepage -,Release Information,Cameron Diaz,Drew Barrymore,Lucy Liu,Bernie Mac,Robert Patrick,Demi Moore,Full Cast & Crew,
The Hidden Face (2011),Original Title La cara oculta,Status Released,Original Language Spanish,Runtime 1h 32m,Budget -,Revenue -,Homepage -,Release Information,Martina García,Quim Gutiérrez,Clara Lago,Alexandra Stewart,María Soledad Rodríguez,Marcela Mar,Full Cast & Crew
Bedtime Stories (2008),Status Released,Original Language English,Runtime 1h 39m,"Budget $80,000,000.00","Revenue $212,874,442.00",Homepage -,Release Information,Adam Sandler,Keri Russell,Guy Pearce,Courteney Cox,Lucy Lawless,Teresa Palmer,Full Cast & Crew,
A Walk in the Woods (2015),Status Released,Original Language English,Runtime 1h 44m,"Budget $8,000,000.00","Revenue $35,991,087.00",Homepage -,Release Information,Robert Redford,Nick Nolte,Emma Thompson,Nick Offerman,Kristen Schaal,Chrystee Pharris,Full Cast & Crew,
All Out Dysfunktion! (2016),Status Released,Original Language English,Runtime 1h 25m,Budget -,Revenue -,Homepage -,Release Information,Bridgette B,Ron Jeremy,Full Cast & Crew,,,,,
The Return of the Living Dead (1985),Status Released,Original Language English,Runtime 1h 31m,"Budget $4,000,000.00","Revenue $14,237,000.00",Homepage -,Release Information,Clu Gulager,James Karen,Don Calfa,Thom Mathews,John Philbin,Linnea Quigley,Full Cast & Crew,
Amy (2015),Status Released,Original Language English,Runtime 2h 8m,Budget -,"Revenue $8,413,144.00",Homepage http://www.amy-movie.com/,Release Information,Amy Winehouse,Mark Ronson,Tony Bennett,Pete Doherty,Blake Fielder,Juliette Ashby,Full Cast & Crew,
Monster House (2006),Status Released,Original Language English,Runtime 1h 31m,"Budget $75,000,000.00","Revenue $73,661,010.00",Homepage -,Release Information,Ryan Newman,Steve Buscemi,Mitchel Musso,Sam Lerner,Spencer Locke,Catherine O'Hara,Full Cast & Crew,
Smokin' Aces (2006),Status Released,Original Language English,Runtime 1h 49m,"Budget $17,000,000.00","Revenue $57,103,895.00",Homepage http://www.smokinaces.net/,Release Information,Ryan Reynolds,Ray Liotta,Joseph Ruskin,Alex Rocco,Wayne Newton,Jeremy Piven,Full Cast & Crew,
The Sting (1973),Status Released,Original Language English,Runtime 2h 9m,"Budget $5,500,000.00","Revenue $159,616,327.00",Homepage -,Release Information,Paul Newman,Robert Redford,Robert Shaw,Charles Durning,Ray Walston,Eileen Brennan,Full Cast & Crew,
The Ant Bully (2006),Status Released,Original Language English,Runtime 1h 28m,"Budget $50,000,000.00","Revenue $55,181,129.00",Homepage http://www.theantbully.com,Release Information,Julia Roberts,Meryl Streep,Nicolas Cage,Paul Giamatti,Bruce Campbell,Regina King,Full Cast & Crew,
Wrath of the Titans (2012),Status Released,Original Language English,Runtime 1h 39m,"Budget $150,000,000.00","Revenue $301,000,000.00",Homepage http://www.wrathofthetitansmovie.org,Release Information,Liam Neeson,Sam Worthington,Ralph Fiennes,Rosamund Pike,Bill Nighy,Toby Kebbell,Full Cast & Crew,
Sherlock: The Abominable Bride (2016),Status Released,Original Language English,Runtime 1h 30m,"Budget $4,989,460.00","Revenue $35,896,349.00",Homepage http://www.bbc.co.uk/programmes/b00t4pgh,Release Information,Benedict Cumberbatch,Martin Freeman,Una Stubbs,Rupert Graves,Mark Gatiss,Andrew Scott,Full Cast & Crew,
Hostage (2005),Status Released,Original Language English,Runtime 1h 53m,"Budget $52,000,000.00","Revenue $77,944,725.00",Homepage -,Release Information,Bruce Willis,Kevin Pollak,Jimmy Bennett,Michelle Horn,Ben Foster,Jonathan Tucker,Full Cast & Crew,
Dear John (2010),Status Released,Original Language English,Runtime 1h 55m,"Budget $25,000,000.00","Revenue $114,977,104.00",Homepage -,Release Information,Amanda Seyfried,Channing Tatum,Henry Thomas,Richard Jenkins,Scott Porter,Keith Robinson,Full Cast & Crew,
The Three Stooges (2012),Status Released,Original Language English,Runtime 1h 32m,"Budget $30,000,000.00","Revenue $54,819,301.00",Homepage http://www.threestooges.com/movie/index.htm,Release Information,Sean Hayes,Will Sasso,Chris Diamantopoulos,Sofía Vergara,Jane Lynch,Jennifer Hudson,Full Cast & Crew,
Rocky II (1979),Status Released,Original Language English,Runtime 1h 59m,"Budget $7,000,000.00","Revenue $200,182,160.00",Homepage -,Release Information,Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Burgess Meredith,Tony Burton,Full Cast & Crew,
Tarzan (2013),Status Released,Original Language English,Runtime 1h 34m,Budget -,Revenue -,Homepage -,Release Information,Kellan Lutz,Robert Capron,Jaime Ray Newman,Spencer Locke,Brian Bloom,Mark Deklin,Full Cast & Crew,
Into the Storm (2014),Status Released,Original Language English,Runtime 1h 29m,"Budget $50,000,000.00","Revenue $160,602,194.00",Homepage -,Release Information,Richard Armitage,Sarah Wayne Callies,Matt Walsh,Nathan Kress,Alycia Debnam-Carey,Jeremy Sumpter,Full Cast & Crew,
Crank (2006),Status Released,Original Language English,Runtime 1h 28m,"Budget $12,000,000.00","Revenue $42,931,041.00",Homepage -,Release Information,Jason Statham,Amy Smart,Jose Pablo Cantillo,Efren Ramirez,Dwight Yoakam,Carlos Sanz,Full Cast & Crew,
Waterworld (1995),Status Released,Original Language English,Runtime 2h 15m,"Budget $175,000,000.00","Revenue $264,218,220.00",Homepage -,Release Information,Kevin Costner,Chaim Girafi,Rick Aviles,R. D. Call,Zitto Kazann,Jeanne Tripplehorn,Full Cast & Crew,
The Rover (2014),Status Released,Original Language English,Runtime 1h 40m,"Budget $12,250,000.00","Revenue $2,295,423.00",Homepage -,Release Information,Guy Pearce,Robert Pattinson,Scoot McNairy,Nash Edgerton,Anthony Hayes,Susan Prior,Full Cast & Crew,
Planes (2013),Status Released,Original Language English,Runtime 1h 31m,"Budget $50,000,000.00","Revenue $219,788,712.00",Homepage -,Release Information,Dane Cook,Carlos Alazraqui,Val Kilmer,Julia Louis-Dreyfus,Brad Garrett,Teri Hatcher,Full Cast & Crew,
Breach (2007),Status Released,Original Language English,Runtime 1h 50m,Budget -,"Revenue $33,231,264.00",Homepage http://www.breachmovie.net/,Release Information,Chris Cooper,Ryan Phillippe,Laura Linney,Dennis Haysbert,Caroline Dhavernas,Kathleen Quinlan,Full Cast & Crew,
"Men, Women & Children (2014)",Status Released,Original Language English,Runtime 1h 56m,Budget -,"Revenue $461,162.00",Homepage -,Release Information,Rosemarie DeWitt,Jennifer Garner,Judy Greer,Dean Norris,Adam Sandler,Emma Thompson,Full Cast & Crew,
The Machinist (2004),Status Released,Original Language English,Runtime 1h 41m,"Budget $5,000,000.00","Revenue $8,203,235.00",Homepage -,Release Information,Christian Bale,Jennifer Jason Leigh,Aitana Sánchez-Gijón,John Sharian,Michael Ironside,Lawrence Gilliard Jr.,Full Cast & Crew,
Melancholia (2011),Status Released,Original Language Danish,Runtime 2h 16m,"Budget $7,400,000.00","Revenue $3,029,870.00",Homepage -,Release Information,Kirsten Dunst,Charlotte Gainsbourg,Kiefer Sutherland,Charlotte Rampling,John Hurt,Alexander Skarsgård,Full Cast & Crew,
Chloe (2009),Status Released,Original Language English,Runtime 1h 36m,"Budget $15,000,000.00","Revenue $8,459,458.00",Homepage -,Release Information,Julianne Moore,Liam Neeson,Amanda Seyfried,Max Thieriot,R. H. Thomson,Nina Dobrev,Full Cast & Crew,
Sunshine (2007),Status Released,Original Language English,Runtime 1h 47m,"Budget $50,000,000.00","Revenue $32,017,803.00",Homepage -,Release Information,Cillian Murphy,Rose Byrne,Chris Evans,Michelle Yeoh,Cliff Curtis,Hiroyuki Sanada,Full Cast & Crew,
"Crouching Tiger, Hidden Dragon (2000)",Original Title 卧虎藏龙,Status Released,Original Language Mandarin,Runtime 2h 0m,"Budget $17,000,000.00","Revenue $213,525,736.00",Homepage -,Release Information,Chow Yun-fat,Michelle Yeoh,Zhang Ziyi,Chang Chen,Cheng Pei-Pei,Sihung Lung,Full Cast & Crew
