0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Land of Mine (2015),Original Title Under sandet,Status Released,Original Language Danish,Runtime 1h 40m,"Budget $5,070,773.00",Revenue -,Homepage -,Release Information,Roland Møller,Mikkel Boe Følsgaard,Laura Bro,Louis Hofmann,Joel Basman,Oskar Bökelmann,Full Cast & Crew
The Stepford Wives (2004),Status Released,Original Language English,Runtime 1h 33m,"Budget $90,000,000.00","Revenue $102,000,000.00",Homepage -,Release Information,Nicole Kidman,Matthew Broderick,Bette Midler,Glenn Close,Christopher Walken,Roger Bart,Full Cast & Crew,
Wolf (1994),Status Released,Original Language English,Runtime 2h 5m,Budget -,Revenue -,Homepage -,Release Information,Jack Nicholson,Christopher Plummer,James Spader,Michelle Pfeiffer,Kate Nelligan,Richard Jenkins,Full Cast & Crew,
Gremlins (1984),Status Released,Original Language English,Runtime 1h 46m,"Budget $11,000,000.00","Revenue $153,083,102.00",Homepage -,Release Information,Zach Galligan,Phoebe Cates,Hoyt Axton,Polly Holliday,Dick Miller,Keye Luke,Full Cast & Crew,
Equilibrium (2002),Status Released,Original Language English,Runtime 1h 47m,"Budget $20,000,000.00","Revenue $5,359,645.00",Homepage -,Release Information,Christian Bale,Taye Diggs,Emily Watson,Angus Macfadyen,Sean Bean,Dominic Purcell,Full Cast & Crew,
Jonah Hex (2010),Status Released,Original Language English,Runtime 1h 20m,"Budget $47,000,000.00","Revenue $10,539,000.00",Homepage http://jonah-hex.warnerbros.com/,Release Information,Megan Fox,Josh Brolin,John Malkovich,Michael Shannon,Michael Fassbender,David Jensen,Full Cast & Crew,
Fim do Jogo (2016),Status Released,Original Language English,Runtime 1h 56m,"Budget $500,000.00",Revenue -,Homepage -,Release Information,Steve Daron,Guisela Moro,Burt Reynolds,David Ausem,Tony Reichert,Alyn Darnay,Full Cast & Crew,
The Last of the Mohicans (1992),Status Released,Original Language English,Runtime 1h 52m,"Budget $40,000,000.00","Revenue $75,505,856.00",Homepage -,Release Information,Daniel Day-Lewis,Madeleine Stowe,Russell Means,Eric Schweig,Jodhi May,Steven Waddington,Full Cast & Crew,
Kill the Irishman (2011),Status Released,Original Language English,Runtime 1h 46m,Budget -,"Revenue $1,188,194.00",Homepage http://www.killtheirishman.com/,Release Information,Ray Stevenson,Vincent D'Onofrio,Val Kilmer,Christopher Walken,Linda Cardellini,Tony Darrow,Full Cast & Crew,
Ran (1985),Original Title 乱,Status Released,Original Language Japanese,Runtime 2h 42m,"Budget $11,500,000.00","Revenue $4,069,653.00",Homepage -,Release Information,Akira Terao,Jinpachi Nezu,Daisuke Ryû,Tatsuya Nakadai,Mieko Harada,Yoshiko Miyazaki,Full Cast & Crew
A Lot Like Love (2005),Status Released,Original Language English,Runtime 1h 47m,"Budget $30,000,000.00","Revenue $42,886,719.00",Homepage -,Release Information,Ashton Kutcher,Amanda Peet,Aimee Garcia,Taryn Manning,Ali Larter,Kathryn Hahn,Full Cast & Crew,
Conan the Destroyer (1984),Status Released,Original Language English,Runtime 1h 43m,"Budget $18,000,000.00","Revenue $31,042,035.00",Homepage -,Release Information,Arnold Schwarzenegger,Grace Jones,Wilt Chamberlain,Tracey Walter,Mako,Sarah Douglas,Full Cast & Crew,
Жених (2016),Status Released,Original Language Russian,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Sergey Svetlakov,Svetlana Smirnova-Martsinkevich,Филипп Рейнхардт,Full Cast & Crew,,,,
Gone In Sixty Seconds (2000),Status Released,Original Language English,Runtime 1h 58m,"Budget $90,000,000.00","Revenue $237,202,299.00",Homepage -,Release Information,Nicolas Cage,Angelina Jolie,Giovanni Ribisi,Delroy Lindo,Will Patton,Christopher Eccleston,Full Cast & Crew,
Attack the Block (2011),Status Released,Original Language English,Runtime 1h 28m,"Budget $14,350,531.00","Revenue $3,964,682.00",Homepage http://attacktheblock.com/,Release Information,Nick Frost,Jodie Whittaker,John Boyega,Luke Treadaway,Flaminia Cinque,Terry Notary,Full Cast & Crew,
Clerks II (2006),Status Released,Original Language English,Runtime 1h 37m,"Budget $5,000,000.00","Revenue $26,888,376.00",Homepage -,Release Information,Brian O'Halloran,Jeff Anderson,Jason Mewes,Kevin Smith,Jennifer Schwalbach Smith,Ben Affleck,Full Cast & Crew,
Barbarella (1968),Status Released,Original Language English,Runtime 1h 38m,Budget -,Revenue -,Homepage -,Release Information,Jane Fonda,John Phillip Law,Anita Pallenberg,Marcel Marceau,Claude Dauphin,Milo O'Shea,Full Cast & Crew,
Mafia: Survival Game (2016),Original Title Мафия: Игра на выживание,Status Released,Original Language Russian,Runtime 1h 31m,"Budget $2,570,000.00","Revenue $4,026,795.00",Homepage -,Release Information,Viktor Verzhbitskiy,Venyamin Smekhov,Yuri Chursin,Vyacheslav Razbegaev,Olga Tumaykina,Andrey Chadov,Full Cast & Crew
The Rum Diary (2011),Status Released,Original Language English,Runtime 2h 0m,"Budget $45,000,000.00","Revenue $24,000,000.00",Homepage -,Release Information,Johnny Depp,Amber Heard,Aaron Eckhart,Michael Rispoli,Giovanni Ribisi,Richard Jenkins,Full Cast & Crew,
Letters to Juliet (2010),Status Released,Original Language English,Runtime 1h 45m,"Budget $30,000,000.00",Revenue -,Homepage http://www.letterstojuliet-movie.com/,Release Information,Amanda Seyfried,Gael García Bernal,Vanessa Redgrave,Christopher Egan,Marcia DeBonis,Giordano Formenti,Full Cast & Crew,
The General (1926),Status Released,Original Language English,Runtime 1h 19m,"Budget $750,000.00",Revenue -,Homepage -,Release Information,Buster Keaton,Marion Mack,Glen Cavender,Jim Farley,Frederick Vroom,Charles Henry Smith,Full Cast & Crew,
Jaws 3 (1983),Status Released,Original Language English,Runtime 1h 39m,"Budget $20,500,000.00","Revenue $87,987,055.00",Homepage -,Release Information,Dennis Quaid,Bess Armstrong,Simon MacCorkindale,"Louis Gossett, Jr.",John Putch,Lea Thompson,Full Cast & Crew,
The Accidental Husband (2008),Status Released,Original Language English,Runtime 1h 30m,Budget -,"Revenue $22,707,064.00",Homepage -,Release Information,Colin Firth,Uma Thurman,Jeffrey Dean Morgan,Sam Shepard,Lindsay Sloane,Justina Machado,Full Cast & Crew,
Fruitvale Station (2013),Status Released,Original Language English,Runtime 1h 25m,Budget -,"Revenue $17,385,830.00",Homepage http://www.fruitvalefilm.com/,Release Information,Michael B. Jordan,Octavia Spencer,Melonie Diaz,Ahna O'Reilly,Kevin Durand,Chad Michael Murray,Full Cast & Crew,
"Big Mommas: Like Father, Like Son (2011)",Status Post Production,Original Language English,Runtime 1h 47m,"Budget $32,000,000.00","Revenue $83,615,414.00",Homepage http://www.bigmommaslikefatherlikeson.com/,Release Information,Portia Doubleday,Martin Lawrence,Brandon T. Jackson,Mari Morrow,Faizon Love,Ana Ortiz,Full Cast & Crew,
Dirty Pretty Things (2002),Status Released,Original Language English,Runtime 1h 37m,Budget -,Revenue -,Homepage -,Release Information,Chiwetel Ejiofor,Audrey Tautou,Sergi López,Benedict Wong,Sophie Okonedo,Zlatko Buric,Full Cast & Crew,
Some Like It Hot (1959),Status Released,Original Language English,Runtime 2h 2m,"Budget $3,500,000.00","Revenue $25,000,000.00",Homepage -,Release Information,Marilyn Monroe,Tony Curtis,Jack Lemmon,George Raft,Joe E. Brown,Nehemiah Persoff,Full Cast & Crew,
Backdraft (1991),Status Released,Original Language English,Runtime 2h 17m,"Budget $75,000,000.00","Revenue $152,368,585.00",Homepage -,Release Information,Kurt Russell,William Baldwin,Robert De Niro,Donald Sutherland,Jennifer Jason Leigh,Scott Glenn,Full Cast & Crew,
The Disappointments Room (2016),Status Released,Original Language English,Runtime 1h 32m,"Budget $15,000,000.00",Revenue -,Homepage -,Release Information,Kate Beckinsale,Michaela Conlin,Marcia De Rousse,Melissa Eastwood,Duncan Joiner,Ella Jones,Full Cast & Crew,
Nineteen Eighty-Four (1984),Status Released,Original Language English,Runtime 1h 53m,Budget -,Revenue -,Homepage -,Release Information,John Hurt,Richard Burton,Suzanna Hamilton,Cyril Cusack,Gregor Fisher,James Walker,Full Cast & Crew,
Before Sunrise (1995),Status Released,Original Language English,Runtime 1h 45m,"Budget $2,500,000.00","Revenue $5,535,405.00",Homepage -,Release Information,Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno Pöschl,Karl Bruckschwaiger,Tex Rubinowitz,Full Cast & Crew,
Our Idiot Brother (2011),Status Released,Original Language English,Runtime 1h 30m,"Budget $10,000,000.00","Revenue $17,273,593.00",Homepage http://www.ouridiotbrother.com/,Release Information,Paul Rudd,Elizabeth Banks,Zooey Deschanel,Emily Mortimer,Hugh Dancy,Steve Coogan,Full Cast & Crew,
The Butterfly Effect 3: Revelations (2009),Status Released,Original Language English,Runtime 1h 30m,Budget -,Revenue -,Homepage -,Release Information,Chris Carmack,Rachel Miner,Melissa Jones,Kevin Yon,Lynch R. Travis,Sarah Habel,Full Cast & Crew,
Inland Empire (2006),Status Released,Original Language English,Runtime 2h 52m,Budget -,"Revenue $849,055.00",Homepage http://www.inlandempirecinema.com/,Release Information,Laura Dern,Jeremy Irons,Justin Theroux,Harry Dean Stanton,Peter J. Lucas,Diane Ladd,Full Cast & Crew,
War for the Planet of the Apes (2017),Status Post Production,Original Language English,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Judy Greer,Woody Harrelson,Andy Serkis,Steve Zahn,Max Lloyd-Jones,Ty Olsson,Full Cast & Crew,
The Other Boleyn Girl (2008),Status Released,Original Language English,Runtime 1h 55m,"Budget $35,000,000.00",Revenue -,Homepage -,Release Information,Natalie Portman,Scarlett Johansson,Eric Bana,Jim Sturgess,Kristin Scott Thomas,Mark Rylance,Full Cast & Crew,
Emperor (2012),Status Released,Original Language English,Runtime 1h 45m,Budget -,"Revenue $3,346,265.00",Homepage http://www.emperor-themovie.com,Release Information,Matthew Fox,Tommy Lee Jones,Eriko Hatsune,Masayoshi Haneda,Kaori Momoi,Toshiyuki Nishida,Full Cast & Crew,
Hart's War (2002),Status Released,Original Language English,Runtime 2h 5m,"Budget $70,000,000.00","Revenue $32,287,044.00",Homepage -,Release Information,Bruce Willis,Colin Farrell,Terrence Howard,Marcel Iureș,Cole Hauser,Linus Roache,Full Cast & Crew,
Dead Man Walking (1995),Status Released,Original Language English,Runtime 2h 2m,"Budget $11,000,000.00","Revenue $39,363,635.00",Homepage -,Release Information,Susan Sarandon,Sean Penn,Robert Prosky,Raymond J. Barry,R. Lee Ermey,Celia Weston,Full Cast & Crew,
The Chaser (2008),Original Title 추격자,Status Released,Original Language Korean,Runtime 2h 5m,Budget -,Revenue -,Homepage -,Release Information,Kim Yun-Seok,Ha Jung-Woo,Seo Young-hee,Park Hyo-Joo,Jeong In-Gi,Jo Deok-Jae,Full Cast & Crew
The Humbling (2014),Status Released,Original Language English,Runtime 1h 52m,"Budget $2,000,000.00",Revenue -,Homepage -,Release Information,Al Pacino,Greta Gerwig,Dylan Baker,Charles Grodin,Nina Arianda,Kyra Sedgwick,Full Cast & Crew,
What We Do in the Shadows (2014),Status Released,Original Language English,Runtime 1h 26m,Budget -,Revenue -,Homepage http://whatwedointheshadows.com/,Release Information,Taika Waititi,Jemaine Clement,Jonathan Brugh,Cori Gonzalez-Macuer,Stuart Rutherford,Jackie van Beek,Full Cast & Crew,
Glory (1989),Status Released,Original Language English,Runtime 2h 2m,"Budget $18,000,000.00","Revenue $26,828,365.00",Homepage -,Release Information,Matthew Broderick,Denzel Washington,Cary Elwes,Morgan Freeman,Jihmi Kennedy,Andre Braugher,Full Cast & Crew,
Shelter (2010),Status Released,Original Language English,Runtime 1h 52m,"Budget $22,000,000.00","Revenue $851,517.00",Homepage http://www.shelter-movie.jp/index.html,Release Information,Julianne Moore,Jonathan Rhys Meyers,Jeffrey DeMunn,Frances Conroy,Nate Corddry,Brooklynn Proulx,Full Cast & Crew,
42 (2013),Status Released,Original Language English,Runtime 2h 8m,"Budget $40,000,000.00","Revenue $95,020,213.00",Homepage -,Release Information,Chadwick Boseman,T.R. Knight,Harrison Ford,Nicole Beharie,Christopher Meloni,John C. McGinley,Full Cast & Crew,
Secret in Their Eyes (2015),Status Released,Original Language English,Runtime 1h 51m,"Budget $19,500,000.00","Revenue $32,189,727.00",Homepage http://secretintheireyes.movie/,Release Information,Chiwetel Ejiofor,Nicole Kidman,Julia Roberts,Dean Norris,Lyndon Smith,Michael Kelly,Full Cast & Crew,
Hellraiser (1987),Status Released,Original Language English,Runtime 1h 34m,"Budget $1,000,000.00","Revenue $14,564,027.00",Homepage -,Release Information,Andrew Robinson,Clare Higgins,Ashley Laurence,Sean Chapman,Oliver Smith,Robert Hines,Full Cast & Crew,
Milk (2008),Status Released,Original Language English,Runtime 2h 8m,"Budget $20,000,000.00","Revenue $54,586,584.00",Homepage http://focusfeatures.com/film/milk/,Release Information,Sean Penn,Emile Hirsch,James Franco,Josh Brolin,Diego Luna,Alison Pill,Full Cast & Crew,
The Brass Teapot (2012),Status Released,Original Language English,Runtime 1h 40m,Budget -,Revenue -,Homepage -,Release Information,Juno Temple,Michael Angarano,Alexis Bledel,Billy Magnussen,Alia Shawkat,Bobby Moynihan,Full Cast & Crew,
Perfect Sense (2011),Status Released,Original Language English,Runtime 1h 32m,Budget -,"Revenue $908,000.00",Homepage -,Release Information,Ewan McGregor,Eva Green,Ewen Bremner,Stephen Dillane,Denis Lawson,James Watson,Full Cast & Crew,
The American (2010),Status Released,Original Language English,Runtime 1h 44m,"Budget $20,000,000.00","Revenue $65,464,324.00",Homepage http://focusfeatures.com/film/the_american/,Release Information,George Clooney,Violante Placido,Thekla Reuten,Paolo Bonacelli,Johan Leysen,Irina Björklund,Full Cast & Crew,
Dragonball Evolution (2009),Status Released,Original Language English,Runtime 1h 25m,"Budget $100,000,000.00",Revenue -,Homepage -,Release Information,Justin Chatwin,Joon Park,Jamie Chung,Emmy Rossum,James Marsters,Randall Duk Kim,Full Cast & Crew,
The Witches of Eastwick (1987),Status Released,Original Language English,Runtime 1h 58m,Budget -,"Revenue $63,766,510.00",Homepage -,Release Information,Jack Nicholson,Cher,Susan Sarandon,Michelle Pfeiffer,Veronica Cartwright,Richard Jenkins,Full Cast & Crew,
Punch-Drunk Love (2002),Status Released,Original Language English,Runtime 1h 35m,"Budget $25,000,000.00","Revenue $17,000,000.00",Homepage -,Release Information,Adam Sandler,Emily Watson,Philip Seymour Hoffman,Luis Guzmán,Mary Lynn Rajskub,Robert Smigel,Full Cast & Crew,
Cradle 2 the Grave (2003),Status Released,Original Language English,Runtime 1h 41m,"Budget $25,000,000.00","Revenue $56,489,558.00",Homepage -,Release Information,Jet Li,DMX,Kelly Hu,Anthony Anderson,Tom Arnold,Mark Dacascos,Full Cast & Crew,
An Education (2009),Status Released,Original Language English,Runtime 1h 40m,"Budget $7,500,000.00","Revenue $26,096,852.00",Homepage http://www.sonyclassics.com/aneducation/,Release Information,Carey Mulligan,Olivia Williams,Peter Sarsgaard,Alfred Molina,Cara Seymour,Dominic Cooper,Full Cast & Crew,
Cop Land (1997),Status Released,Original Language English,Runtime 1h 44m,"Budget $15,000,000.00","Revenue $44,862,187.00",Homepage http://www.miramax.com/movie/cop-land,Release Information,Sylvester Stallone,Harvey Keitel,Ray Liotta,Robert De Niro,Peter Berg,Janeane Garofalo,Full Cast & Crew,
The Straight Story (1999),Status Released,Original Language English,Runtime 1h 52m,"Budget $10,000,000.00",Revenue -,Homepage -,Release Information,Richard Farnsworth,Sissy Spacek,Jane Galloway Heitz,Joseph A. Carpenter,Donald Wiegert,Tracey Maloney,Full Cast & Crew,
Shaft (2000),Status Released,Original Language English,Runtime 1h 39m,"Budget $46,000,000.00","Revenue $107,196,498.00",Homepage -,Release Information,Samuel L. Jackson,Jeffrey Wright,Christian Bale,Busta Rhymes,Dan Hedaya,Toni Collette,Full Cast & Crew,
Aloha (2015),Status Released,Original Language English,Runtime 1h 45m,"Budget $37,000,000.00","Revenue $26,250,020.00",Homepage -,Release Information,Bradley Cooper,Emma Stone,Rachel McAdams,John Krasinski,Bill Murray,Alec Baldwin,Full Cast & Crew,
Star Trek: Insurrection (1998),Status Released,Original Language English,Runtime 1h 43m,"Budget $70,000,000.00","Revenue $118,000,000.00",Homepage -,Release Information,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Gates McFadden,Marina Sirtis,Full Cast & Crew,
Westworld (1973),Status Released,Original Language English,Runtime 1h 28m,Budget -,Revenue -,Homepage -,Release Information,Yul Brynner,Richard Benjamin,James Brolin,Norman Bartold,Alan Oppenheimer,Victoria Shaw,Full Cast & Crew,
Underworld: Endless War (2011),Status Released,Original Language English,Runtime 0h 18m,Budget -,Revenue -,Homepage -,Release Information,Trevor Devall,Brian Dobson,Paul Dobson,Laura Harris,Mark Oliver,Full Cast & Crew,,
The Covenant (2006),Status Released,Original Language English,Runtime 1h 37m,"Budget $20,000,000.00","Revenue $37,597,471.00",Homepage -,Release Information,Steven Strait,Laura Ramsey,Jessica Lucas,Taylor Kitsch,Chace Crawford,Sebastian Stan,Full Cast & Crew,
Death at a Funeral (2007),Status Released,Original Language English,Runtime 1h 30m,"Budget $9,000,000.00",Revenue $46.00,Homepage http://www.deathatafuneral-themovie.com/,Release Information,Matthew Macfadyen,Alan Tudyk,Peter Dinklage,Keeley Hawes,Andy Nyman,Ewen Bremner,Full Cast & Crew,
Moonstruck (1987),Status Released,Original Language English,Runtime 1h 42m,Budget -,"Revenue $80,640,528.00",Homepage -,Release Information,Cher,Nicolas Cage,Vincent Gardenia,Olympia Dukakis,Danny Aiello,Julie Bovasso,Full Cast & Crew,
Upside Down (2012),Status Released,Original Language English,Runtime 1h 44m,"Budget $60,000,000.00","Revenue $8,106,475.00",Homepage -,Release Information,Kirsten Dunst,Jim Sturgess,Timothy Spall,James Kidnie,Heidi Hawkins,Don Jordan,Full Cast & Crew,
Mulan II (2004),Status Released,Original Language English,Runtime 1h 19m,Budget -,Revenue -,Homepage -,Release Information,Ming-Na Wen,BD Wong,Mark Moseley,Lucy Liu,Harvey Fierstein,Sandra Oh,Full Cast & Crew,
Natural Born Killers (1994),Status Released,Original Language English,Runtime 1h 59m,"Budget $34,000,000.00","Revenue $50,282,766.00",Homepage -,Release Information,Woody Harrelson,Juliette Lewis,Robert Downey Jr.,Tommy Lee Jones,Tom Sizemore,Rodney Dangerfield,Full Cast & Crew,
Everything is Illuminated (2005),Status Released,Original Language English,Runtime 1h 46m,"Budget $7,000,000.00","Revenue $2,697,930.00",Homepage http://wip.warnerbros.com/everythingisilluminated/,Release Information,Elijah Wood,Eugene Hutz,Boris Leskin,Jana Hrabetova,Jonathan Safran Foer,Stephen Samudovsky,Full Cast & Crew,
Piranha 3D (2010),Status Released,Original Language English,Runtime 1h 28m,"Budget $24,000,000.00","Revenue $83,188,165.00",Homepage http://www.piranha-3d.com,Release Information,Elisabeth Shue,Adam Scott,Jerry O'Connell,Steven R. McQueen,Jessica Szohr,Ving Rhames,Full Cast & Crew,
Fathers and Daughters (2015),Status Released,Original Language English,Runtime 1h 56m,"Budget $2,240,000.00",Revenue -,Homepage -,Release Information,Amanda Seyfried,Kylie Rogers,Russell Crowe,Aaron Paul,Quvenzhané Wallis,Diane Kruger,Full Cast & Crew,
The Specialist (1994),Status Released,Original Language English,Runtime 1h 50m,"Budget $45,000,000.00","Revenue $170,362,582.00",Homepage -,Release Information,Sylvester Stallone,Sharon Stone,James Woods,Rod Steiger,Eric Roberts,Mario Ernesto Sánchez,Full Cast & Crew,
I'm for the Hippopotamus (1979),Original Title Io sto con gli ippopotami,Status Released,Original Language Italian,Runtime 1h 35m,Budget -,Revenue -,Homepage -,Release Information,Terence Hill,Bud Spencer,Joe Bugner,May Dlamini,Dawn Jürgens,Malcolm Kirk,Full Cast & Crew
The Free World (2016),Status Released,Original Language English,Runtime 1h 40m,Budget -,Revenue -,Homepage -,Release Information,Boyd Holbrook,Elisabeth Moss,Octavia Spencer,Sung Kang,Waleed Zuaiter,James Moses Black,Full Cast & Crew,
The Ten Commandments (1956),Status Released,Original Language English,Runtime 3h 40m,"Budget $13,000,000.00","Revenue $65,000,000.00",Homepage -,Release Information,Charlton Heston,Anne Baxter,Yul Brynner,Edward G. Robinson,Yvonne De Carlo,Debra Paget,Full Cast & Crew,
XOXO (2016),Status Released,Original Language English,Runtime 1h 32m,Budget -,Revenue -,Homepage https://www.netflix.com/title/80057691,Release Information,Sarah Hyland,Hayley Kiyoko,Chris D'Elia,Graham Phillips,LaMonica Garrett,Ryan Hansen,Full Cast & Crew,
Albert Nobbs (2011),Status Released,Original Language English,Runtime 1h 53m,"Budget $8,000,000.00","Revenue $5,634,828.00",Homepage http://albertnobbs-themovie.com,Release Information,Glenn Close,Mia Wasikowska,Aaron Taylor-Johnson,Pauline Collins,Brendan Gleeson,Jonathan Rhys Meyers,Full Cast & Crew,
The Reader (2008),Status Released,Original Language English,Runtime 2h 4m,"Budget $32,000,000.00",Revenue -,Homepage -,Release Information,Kate Winslet,Ralph Fiennes,David Kross,Jeanette Hain,Bruno Ganz,Hannah Herzsprung,Full Cast & Crew,
The Host (2013),Status Released,Original Language English,Runtime 2h 5m,"Budget $44,000,000.00","Revenue $63,327,201.00",Homepage -,Release Information,Saoirse Ronan,Diane Kruger,Jake Abel,William Hurt,Frances Fisher,Max Irons,Full Cast & Crew,
How the Grinch Stole Christmas (2000),Status Released,Original Language English,Runtime 1h 44m,"Budget $123,000,000.00","Revenue $345,141,403.00",Homepage http://www.grinched.com/,Release Information,Jim Carrey,Taylor Momsen,Jeffrey Tambor,Christine Baranski,Bill Irwin,Molly Shannon,Full Cast & Crew,
Draft Day (2014),Status Released,Original Language English,Runtime 1h 49m,"Budget $27,000,000.00","Revenue $28,831,145.00",Homepage -,Release Information,Kevin Costner,Jennifer Garner,Tom Welling,Sam Elliott,Terry Crews,Ellen Burstyn,Full Cast & Crew,
The Trust (2016),Status Released,Original Language English,Runtime 1h 33m,"Budget $9,000,000.00",Revenue -,Homepage -,Release Information,Nicolas Cage,Elijah Wood,Jerry Lewis,Kevin Weisman,Steven Williams,Sky Ferreira,Full Cast & Crew,
Get Him to the Greek (2010),Status Released,Original Language English,Runtime 1h 49m,"Budget $40,000,000.00","Revenue $90,029,656.00",Homepage http://www.gethimtothegreek.net/,Release Information,Jonah Hill,Russell Brand,Rose Byrne,Colm Meaney,Sean Combs,Tom Felton,Full Cast & Crew,
I Spit on Your Grave 2 (2013),Status Released,Original Language English,Runtime 1h 46m,Budget -,Revenue $809.00,Homepage -,Release Information,Jemma Dallender,Joe Absolom,Yavor Baharov,Aleksandar Aleksiev,Mary Stockley,Michael Dixon,Full Cast & Crew,
Million Dollar Arm (2014),Status Released,Original Language English,Runtime 2h 4m,"Budget $25,000,000.00","Revenue $38,307,627.00",Homepage http://movies.disney.com/million-dollar-arm,Release Information,Jon Hamm,Bill Paxton,Lake Bell,Suraj Sharma,Aasif Mandvi,Madhur Mittal,Full Cast & Crew,
Dune (1984),Status Released,Original Language English,Runtime 2h 17m,"Budget $40,000,000.00","Revenue $30,925,690.00",Homepage -,Release Information,Kyle MacLachlan,Francesca Annis,Leonardo Cimino,Brad Dourif,José Ferrer,Linda Hunt,Full Cast & Crew,
Bad Company (2002),Status Released,Original Language English,Runtime 1h 56m,"Budget $70,000,000.00","Revenue $65,977,295.00",Homepage -,Release Information,Anthony Hopkins,Chris Rock,Peter Stormare,Gabriel Macht,Kerry Washington,Adoni Maropis,Full Cast & Crew,
Robot & Frank (2012),Status Released,Original Language English,Runtime 1h 25m,"Budget $2,500,000.00","Revenue $3,325,038.00",Homepage http://robotandfrank-film.com/,Release Information,Frank Langella,Liv Tyler,James Marsden,Susan Sarandon,Peter Sarsgaard,Jeremy Strong,Full Cast & Crew,
Runaway Jury (2003),Status Released,Original Language English,Runtime 2h 7m,"Budget $60,000,000.00","Revenue $80,154,140.00",Homepage -,Release Information,John Cusack,Gene Hackman,Dustin Hoffman,Rachel Weisz,Bruce McGill,Bruce Davison,Full Cast & Crew,
The Girl with All the Gifts (2016),Status Released,Original Language English,Runtime 1h 50m,"Budget $533,774.00",Revenue -,Homepage -,Release Information,Gemma Arterton,Paddy Considine,Glenn Close,Sennia Nanua,Anamaria Marinca,Fisayo Akinade,Full Cast & Crew,
Rounders (1998),Status Released,Original Language English,Runtime 2h 1m,"Budget $12,000,000.00","Revenue $22,921,898.00",Homepage -,Release Information,Matt Damon,John Turturro,Gretchen Mol,Goran Visnjic,Edward Norton,John Malkovich,Full Cast & Crew,
Redirected (2014),Status Released,Original Language English,Runtime 1h 39m,"Budget $2,700,000.00",Revenue -,Homepage http://www.redirectedmovie.com,Release Information,Vinnie Jones,Lee Nicholas Harris,Scot Williams,Gil Darnell,Vytautas Sapranauskas,Marius Repšys,Full Cast & Crew,
Ondine (2009),Status Released,Original Language English,Runtime 1h 51m,"Budget $12,000,000.00","Revenue $1,644,755.00",Homepage http://www.ondinefilm.com,Release Information,Colin Farrell,Alicja Bachleda-Curuś,Dervla Kirwan,Alison Barry,Marion O'Dwyer,Tony Curran,Full Cast & Crew,
All About Eve (1950),Status Released,Original Language English,Runtime 2h 18m,"Budget $1,400,000.00","Revenue $63,463.00",Homepage -,Release Information,Bette Davis,Anne Baxter,George Sanders,Celeste Holm,Gary Merrill,Hugh Marlowe,Full Cast & Crew,
Intruders (2011),Status Released,Original Language English,Runtime 1h 40m,"Budget $13,000,000.00",Revenue -,Homepage -,Release Information,Clive Owen,Carice van Houten,Ella Purnell,Ella Hunt,Imogen Gray,Daniel Brühl,Full Cast & Crew,
Think Like a Man (2012),Status Released,Original Language English,Runtime 2h 3m,"Budget $12,000,000.00","Revenue $96,070,507.00",Homepage -,Release Information,Taraji P. Henson,Gabrielle Union,Michael Ealy,Kevin Hart,Chris Brown,Arielle Kebbel,Full Cast & Crew,
Matilda (1996),Status Released,Original Language English,Runtime 1h 38m,"Budget $36,000,000.00","Revenue $33,459,416.00",Homepage -,Release Information,Mara Wilson,Danny DeVito,Embeth Davidtz,Rhea Perlman,Pam Ferris,Paul Reubens,Full Cast & Crew,
Breathless (1960),Original Title À bout de souffle,Status Released,Original Language French,Runtime 1h 30m,Budget -,Revenue -,Homepage -,Release Information,Jean-Paul Belmondo,Jean Seberg,Daniel Boulanger,Jean-Pierre Melville,Henri-Jacques Huet,Van Doude,Full Cast & Crew
Little Women (1994),Status Released,Original Language English,Runtime 1h 55m,"Budget $18,000,000.00",Revenue -,Homepage -,Release Information,Winona Ryder,Gabriel Byrne,Trini Alvarado,Samantha Mathis,Kirsten Dunst,Claire Danes,Full Cast & Crew,
Untitled X-Men Prequel (2019),Status Planned,Original Language English,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Login to Edit Cast & Crew,,,,,,,
Patriot Games (1992),Status Released,Original Language English,Runtime 1h 57m,"Budget $45,000,000.00","Revenue $178,051,587.00",Homepage -,Release Information,Harrison Ford,Anne Archer,Patrick Bergin,Thora Birch,James Fox,Samuel L. Jackson,Full Cast & Crew,
EuroTrip (2004),Status Released,Original Language English,Runtime 1h 33m,"Budget $25,000,000.00","Revenue $20,796,847.00",Homepage -,Release Information,Scott Mechlowicz,Jacob Pitts,Michelle Trachtenberg,Travis Wester,Vinnie Jones,Lucy Lawless,Full Cast & Crew,
Untraceable (2008),Status Released,Original Language English,Runtime 1h 41m,"Budget $35,000,000.00","Revenue $32,483,410.00",Homepage http://www.sonypictures.com/movies/untraceable/,Release Information,Diane Lane,Billy Burke,Colin Hanks,Joseph Cross,Mary Beth Hurt,Peter Lewis,Full Cast & Crew,
Victoria (2015),Status Released,Original Language German,Runtime 2h 18m,Budget -,Revenue -,Homepage http://www.wildbunch-germany.de/movie/victoria,Release Information,Laia Costa,Frederick Lau,Franz Rogowski,Burak Yigit,Max Mauff,André Hennicke,Full Cast & Crew,
