studio,genres,num_voted_users,num_user_for_reviews,imdb_score,aspect_ratio,movie_facebook_likes,Type,Year,Runtime,Budget,budget.diff,Revenue,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6
Uni.,Action,183909,666,6.7,2.35,0,PG13,2004,119,105000000,61641175.81,115772733,2,3,2,2,3,3
Par.,Action,53057,457,5.6,2.35,0,PG13,2003,116,80000000,35940108.04,19480739,2,1,2,4,3,3
Sony,Action,77935,122,6.1,2.35,0,R,2011,83,28000000,-11249103.35,40547440,2,3,4,2,3,3
WB,Action,40858,144,6.4,2.35,0,R,1996,133,55000000,20010939.14,121969216,2,1,2,4,3,3
Par.,Drama,57281,350,6.5,2.35,0,R,2002,89,45000000,3955704.27,94935764,2,2,4,2,3,3
WBNL,Comedy,59581,293,4.3,1.85,0,R,2010,146,100000000,56576254.59,288347692,2,3,2,4,3,3
WB,Crime,43574,302,6.1,1.85,0,R,2002,120,50000000,8955704.27,56714147,2,2,2,2,3,3
LGF,Comedy,37493,108,5.6,2.35,0,R,2013,90,35000000,-9204533.29,21819348,2,3,2,2,3,3
MGM,Drama,44979,298,7,2.35,0,PG13,2004,114,30000000,-13358824.19,13001257,2,2,2,2,3,3
PDW,Comedy,116762,261,6.4,1.85,0,PG13,2006,105,20000000,-17894725.68,33889159,1,3,1,3,3,3
Mira.,Comedy,114070,500,7.3,1.85,0,R,1997,113,250000,-42818856.22,12021272,3,3,3,4,3,3
Mira.,Drama,24033,152,7,2.35,0,PG13,2005,108,30000000,-10768502.66,18618284,1,2,2,4,3,3
Dim.,Comedy,13661,134,5.3,1.85,487,PG13,2000,94,16000000,-28777522.94,20627372,2,3,1,4,3,0
MGM,Crime,71919,316,7.6,2.2,0,Unrated,1961,152,6000000,2862300,43656822,4,3,4,4,3,3
Par.,Comedy,158864,395,6.4,1.37,0,PG13,2000,127,70000000,25222477.06,374111707,4,4,2,4,3,3
RAtt.,Comedy,7663,38,6,1.85,694,R,2010,108,7000000,-36423745.41,46488,2,2,4,3,3,3
FD,Comedy,101287,260,7,2.35,31000,R,2012,85,750000,-41832235.14,4007792,4,3,3,1,3,3
Sony,Crime,191470,278,6.8,2.35,0,PG13,2008,123,35000000,-5963509.83,69823199,1,4,2,4,3,3
Par.,Comedy,49007,97,7.2,1.85,0,R,1989,107,11000000,-7666469.65,49797148,2,3,1,2,3,3
Col.,Comedy,77366,194,7.4,2.35,0,PG,1982,116,21000000,6816666.67,177200000,4,3,4,3,3,3
DW,Drama,98403,683,6.6,2.35,0,PG13,2000,130,100000000,55222477.06,155464351,2,2,4,3,3,3
Par.,Drama,88844,142,6.8,1.85,0,R,1993,154,42000000,19441048.15,270248367,2,4,2,2,3,3
DW,Action,77415,139,6.1,2.35,0,PG13,1998,110,40000000,-3592584.27,54682547,4,3,2,3,3,3
Par.,Action,39306,119,6.6,2.35,0,R,1989,125,30000000,11333530.35,45892212,2,3,4,2,3,3
WB,Action,59352,138,5.6,2.35,0,PG13,2008,112,70000000,29036490.17,111231041,2,3,2,4,3,3
NL,Action,81783,283,5.8,1.85,0,PG13,1995,101,18000000,-14026455.82,122195920,2,3,1,4,3,3
WB,Crime,133367,363,7.3,2.35,0,R,2007,119,25000000,-14384502.9,92991835,2,3,2,4,3,3
Mira.,Comedy,67115,389,5.8,1.85,0,PG13,1999,95,10000000,-32518279.65,103166989,2,2,1,2,3,3
Mira.,Comedy,54346,358,6.2,2.35,0,PG13,2004,102,35000000,-8358824.19,36098382,2,3,2,4,3,3
Col.,Action,126907,235,7.2,1.85,0,PG,1984,126,8000000,-5386511.32,90815558,1,3,4,4,3,3
Fox,Action,111649,437,6.7,1.85,0,R,1985,90,10000000,-3693832.55,57500000,1,3,1,2,3,3
WB,Drama,19686,180,5.6,1.85,689,R,2001,102,53000000,10363337.62,29700000,1,2,2,3,3,3
First,Action,20008,112,5.7,1.78,883,R,2008,106,5000000,-35963509.83,1296184,2,3,3,3,3,3
WBNL,Horror,13521,150,4.2,1.85,0,R,2015,87,100000,-42077171.7,42664410,3,3,3,4,3,3
Fox,Action,71202,380,4.8,2.35,0,PG13,2005,97,43000000,2231497.34,56681566,2,3,4,2,3,3
TriS,Action,112669,226,6.6,1.37,0,R,1987,101,27000000,13839999.87,38122105,2,3,3,2,3,3
WB,Action,74691,165,6.4,2.35,0,PG13,2010,97,25000000,-18423745.41,23580000,1,3,2,2,3,3
MGM,Comedy,62986,150,6.9,1.85,0,R,1995,105,30250000,-1776455.82,115101622,2,2,2,4,3,3
NL,Horror,120786,472,6.2,1.85,0,R,2003,90,26000000,-18059891.96,90426405,2,3,4,4,3,3
Sony,Horror,47814,426,5.5,2.35,0,R,1998,99,14000000,-29592584.27,72527595,1,1,4,2,3,3
NL,Action,58402,370,5.1,2.35,0,PG13,1998,130,80000000,36407415.73,136159423,2,2,4,2,3,3
LGF,Action,72867,120,5.4,2.35,0,PG13,2010,100,75000000,31576254.59,98159963,2,2,2,2,3,3
Fox,Drama,84118,245,6.3,2.35,13000,PG13,2010,133,70000000,26576254.59,134748021,2,2,2,2,3,3
Par.,Comedy,131227,346,6.3,2.35,41000,PG13,2013,119,50000000,5795466.71,173649015,2,3,2,4,3,3
Uni.,Action,44394,115,5.8,2.35,0,R,1994,99,27000000,-1472296.88,101646581,2,3,2,2,3,3
BV,Adventure,63912,251,5.8,1.85,912,G,2005,81,150000000,109231497.3,314432665,2,3,4,5,3,3
Fox,Crime,30077,175,6.3,2.35,893,PG13,2002,115,42000000,955704.27,63781810,2,3,2,4,3,3
Col.,Drama,45703,156,7.9,2.35,0,PG,1993,134,11500000,-11058951.85,23237911,2,3,1,4,3,3
Par.,Biography,87090,142,7.6,1.85,0,PG,1979,112,8000000,-6147222.22,43000000,2,3,4,3,3,3
FoxS,Drama,251349,547,7.9,2.35,10000,R,2008,109,6000000,-34963509.83,44703995,1,2,3,2,3,3
Wein.,Biography,82327,350,6.4,2.35,18000,PG13,2011,105,13000000,-26249103.35,114956699,2,1,4,4,3,3
Uni.,Drama,46239,137,6,2.35,0,PG13,2011,92,50000000,10750896.65,38502340,4,4,2,4,3,3
Sony,Comedy,34774,162,6.8,1.85,1000,R,1995,106,20000000,-12026455.82,21284514,2,3,4,4,3,3
Uni.,Adventure,47003,215,5.9,1.85,11000,R,2011,108,30000000,-9249103.35,108609310,1,5,4,4,3,3
Dim.,Horror,124941,488,6.1,2.35,0,R,1997,120,24000000,-19068856.22,172363301,2,3,1,2,3,3
WB,Adventure,71424,521,4.9,1.85,0,PG,2002,88,84000000,42955704.27,275650703,2,1,2,3,3,3
BV,Comedy,44021,83,6.2,2.35,0,PG,2007,110,22000000,-17384502.9,147880543,2,3,4,4,3,3
SGem,Drama,7894,25,5,1.85,0,PG13,2013,110,20000000,-24204533.29,16549477,2,3,1,4,3,3
DW,Drama,56665,469,7.6,1.85,0,R,2003,126,16500000,-27559891.96,16942795,2,2,1,4,3,3
Sony,Crime,33067,134,6.9,2.35,0,PG13,2006,125,30000000,-7894725.68,41480851,2,1,4,2,3,3
WB,Drama,46951,175,7.1,2.35,0,PG,2006,124,65000000,27105274.32,43545364,2,3,2,4,3,3
BV,Adventure,11634,58,5.4,1.85,227,G,2003,72,20000000,-24059891.96,135680000,2,3,4,4,3,3
Sum.,Comedy,12399,84,3.8,1.85,0,PG,2010,92,35000000,-8423745.41,39340177,2,3,2,4,3,3
Mira.,Comedy,46205,147,5.8,1.85,0,PG13,2003,89,40000000,-4059891.96,19322135,2,1,4,4,3,3
Par.,Action,91414,359,7.7,2.35,0,PG,1982,113,12000000,-2183333.33,96800000,1,3,4,3,3,3
Sony,Comedy,54478,184,7.1,1.85,0,R,1996,91,7000000,-27989060.86,560069,3,2,3,5,3,3
Sony,Mystery,147504,531,6.6,2.35,0,PG13,2004,96,40000000,-3358824.19,92913171,1,2,2,4,3,3
WBNL,Action,34948,118,5.1,2.35,0,PG13,2015,87,35000000,-7177171.7,51680201,2,3,4,2,3,3
Uni.,Comedy,76560,322,6.3,1.85,0,PG13,2003,100,60000000,15940108.04,119940815,2,3,2,1,3,3
Wein.,Animation,9682,38,4.8,1.85,0,PG,2011,86,30000000,-9249103.35,13521829,2,3,2,4,3,3
WB,Crime,57363,308,7.2,2.35,10000,PG13,1983,91,10000000,-5677400,25697647,1,3,4,4,3,3
Mira.,Comedy,128593,867,6.9,2.35,0,R,2001,104,22000000,-20636662.38,33788161,1,5,2,2,3,3
WB,Drama,32815,214,7.3,2.35,0,R,2005,126,35000000,-5768502.66,25224242,2,3,4,4,3,3
FL,Biography,64556,140,8.1,2.35,0,PG13,2004,125,12806000,-30552824.19,38535221,2,3,3,2,3,3
Sony,Adventure,36471,69,5.4,1.85,459,PG,2002,78,120000000,78955704.27,169956806,2,3,2,2,3,3
LGF,Adventure,10986,84,5.3,1.85,0,PG,2010,88,20000000,-23423745.41,39300000,2,3,4,1,3,3
Uni.,Comedy,94435,182,6.8,1.85,5000,G,1995,89,30000000,-2026455.82,254134910,1,3,4,4,3,3
WB,Drama,41288,126,6.2,2.35,17000,PG13,2014,118,60000000,18357932.39,30800231,2,3,2,2,3,3
Mira.,Drama,132386,398,7.8,1.85,38000,PG13,2008,94,12500000,-28463509.83,20416563,2,3,4,2,3,3
NL,Crime,81866,510,7.3,2.35,0,PG13,2000,118,31000000,-13777522.94,68106245,2,3,2,2,3,3
Par.,Crime,50653,143,6.6,2.35,0,R,1997,115,27000000,-16068856.22,60527873,2,2,1,4,3,3
Uni.,Adventure,85237,274,5.6,2.35,18000,R,2011,102,49900000,10650896.65,26121638,2,2,2,4,3,3
Fox,Comedy,44103,149,5.3,1.85,0,PG13,2006,103,28000000,-9894725.68,38159905,2,3,1,2,3,3
UA,Drama,183247,440,7.1,1.85,0,PG13,2008,121,75000000,34036490.17,200276000,2,1,1,4,3,3
Fox,Action,27486,284,4.7,1.85,0,PG13,2006,92,20000000,-17894725.68,22165608,1,3,2,4,3,3
WB,Action,46031,235,5.2,1.85,0,PG,2001,87,60000000,17363337.62,93375151,1,1,4,4,3,0
Sony,Comedy,33887,160,5.9,1.85,919,PG13,2005,105,35000000,-5768502.66,68915888,2,3,4,2,3,3
MGMW,Horror,220475,1066,7.2,1.85,20000,R,2007,126,18000000,-21384502.9,57096190,1,2,1,2,3,3
Sony,Action,80196,190,6.5,2.35,0,R,2009,118,50000000,9698754.96,60161391,2,2,2,3,3,3
Wein.,Action,24557,111,6.5,2.35,13000,PG13,2013,130,3860000,-40344533.29,64076736,3,3,3,4,3,3
Uni.,Comedy,156143,289,7,1.85,0,PG13,1996,92,12000000,-22989060.86,41205099,2,3,4,4,3,3
DW,Action,57100,281,6.9,2.35,0,R,2001,131,72000000,29363337.62,27642707,4,2,2,3,3,3
ORF,Comedy,34620,107,5.1,1.85,0,R,2013,86,2500000,-41704533.29,60141683,3,3,3,4,3,3
UA,Comedy,33335,128,7.3,1.85,0,PG,1973,89,2000000,-2979727.273,18344729,2,1,4,4,3,3
Col.,Adventure,14129,39,5.1,1.85,967,PG13,1991,98,11000000,-14199090.91,2807854,1,3,4,2,3,3
Par.,Comedy,30394,103,5.8,2.35,0,PG13,2012,95,40000000,-2582235.14,41863726,2,3,2,2,3,3
Fox,Adventure,42737,128,5.4,2.35,781,PG,2005,94,60000000,19231497.34,129181830,2,2,2,1,3,3
NL,Action,115649,1033,5.6,2.35,4000,R,2006,105,33000000,-4894725.68,62022014,2,3,4,4,3,3
BV,Comedy,64742,111,6.4,1.85,0,PG,1994,97,22000000,-6472296.88,189833357,1,3,4,2,3,3
Fox,Drama,138941,1448,7.6,2.35,0,R,1998,170,52000000,8407415.73,98126565,1,3,4,4,3,3
Fox,Action,82476,280,7.8,1.85,0,R,1971,104,1800000,-1341833.333,41158757,1,3,4,4,3,3
WBNL,Horror,83788,227,5.9,2.35,20000,R,2011,95,47000000,7750896.65,157887643,2,3,4,4,3,3
Par.,Comedy,130070,316,6.4,2.35,0,PG13,2005,113,82000000,41231497.34,190320568,2,3,4,4,3,3
WB,Crime,50170,306,5.8,2.35,773,PG13,2006,105,45000000,7105274.32,82800000,4,2,2,2,3,3
LGS,Action,28629,113,4.9,2.35,0,PG13,2012,93,20000000,-22582235.14,16863583,1,3,2,4,3,3
Fox,Comedy,70698,196,6.9,2.35,9000,PG13,2006,118,35000000,-2894725.68,42064105,1,3,4,2,3,3
SGem,Drama,61680,222,6.4,2.35,19000,PG13,2010,119,55000000,11576254.59,89519773,4,3,2,4,3,3
WB,Biography,124222,259,7.4,2.35,23000,PG13,2009,134,60000000,19698754.96,122233971,2,2,4,3,3,3
Par.,Biography,61114,212,7.5,2.35,22000,PG13,2014,127,20000000,-21642067.61,66787908,2,3,4,2,3,3
Uni.,Comedy,19622,58,6,1.85,931,R,2006,84,4000000,-33894725.68,4630045,2,3,3,4,3,3
Mira.,Comedy,52805,278,6.8,1.85,0,R,1998,99,6000000,-37592584.27,58000000,2,3,4,3,3,0
Lions,Documentary,113152,1416,7.5,1.85,0,R,2004,122,6000000,-37358824.19,119114517,3,3,2,2,3,3
NL,Action,42547,265,6.1,2.35,748,R,2001,120,60000000,17363337.62,56359980,2,2,3,2,3,3
Fox,Comedy,34809,125,6.2,2.35,11000,PG,2011,100,41000000,1750896.65,7448385,2,3,2,2,3,3
NL,Crime,41313,246,7,1.85,0,R,2000,118,26000000,-18777522.94,28780255,2,2,1,3,3,3
Focus,Comedy,66840,248,6.7,1.85,0,PG13,2006,96,4000000,-33894725.68,31584901,2,3,3,2,3,3
WB,Adventure,184795,310,7.4,1.85,22000,PG13,2007,97,45000000,5615497.1,175372502,2,2,4,4,3,3
Rog.,Action,85198,303,7,2.35,0,R,2005,103,45000000,4231497.34,50871113,2,2,2,3,3,3
Gram.,Crime,41138,208,7.4,1.85,2000,R,1996,108,4500000,-30489060.86,7011317,4,3,3,2,3,3
Fox,Horror,124765,541,6.8,2.35,0,R,2001,122,35000000,-7636662.38,74558115,2,3,2,4,3,3
Sony,Drama,78392,196,7.7,1.85,0,PG,1995,136,16500000,-15526455.82,135000000,1,3,2,4,3,3
Col.,Action,28736,72,5.5,1.85,0,R,1991,110,15000000,-10199090.91,30102717,2,3,4,4,3,3
Magn.,Drama,75669,451,6.4,2.35,19000,R,2010,94,500000,-42923745.41,4242978,1,3,4,2,3,0
BV,Drama,63839,118,6.4,2.35,0,PG,1996,123,32000000,-2989060.86,152036382,2,4,5,2,3,3
LGS,Action,125198,153,6.6,2.35,11000,PG13,2012,102,42000000,-582235.14,46221189,2,2,2,3,3,3
Focus,Comedy,110616,291,7.1,1.85,16000,R,2010,106,4000000,-39423745.41,34705850,2,2,2,4,3,3
NL,Comedy,27492,84,6.1,1.85,0,R,2000,98,11000000,-33777522.94,59827328,1,3,3,4,3,3
MGMW,Adventure,25843,64,6,2.35,941,PG,2006,94,86000000,48105274.32,107944236,2,3,4,4,3,3
UA,Drama,44457,176,8.3,1.75,0,NotRated,1961,186,3000000,-137700,10000000,1,3,2,2,3,3
Orion,Crime,12771,84,6.5,1.85,828,R,1984,127,58000000,44613488.68,25928721,2,2,2,4,3,3
Sony,Action,73539,271,4.6,2.35,0,PG13,1997,89,45000000,1931143.78,136885767,2,3,2,4,3,3
Dis.,Action,18481,230,5.9,2.35,4000,PG,1979,98,20000000,5852777.78,35841901,2,3,4,4,3,3
Par.,Comedy,43300,250,3.8,2.35,0,PG13,2008,87,62000000,21036490.17,41819064,2,3,2,2,3,3
Uni.,Crime,127503,261,7.3,2.35,0,R,1991,128,35000000,9800909.09,182300000,2,2,2,2,3,3
Uni.,Biography,15231,66,6.5,2.35,0,PG,2012,107,40000000,-2582235.14,24719215,2,3,2,3,3,3
Par.,Comedy,69172,316,6.6,1.85,0,R,2005,101,20000000,-20768502.66,12482775,2,2,2,2,3,3
Par.,Action,77673,463,6,2.35,0,PG13,2005,124,130000000,89231497.34,119269486,2,3,2,4,3,3
WB,Action,137377,370,6.2,1.85,0,PG13,2000,111,45000000,222477.06,212000000,2,3,2,2,3,3
WB,Action,65785,160,7,2.35,16000,PG,2010,97,80000000,36576254.59,140073390,4,3,2,4,3,3
Fox,Mystery,53415,339,6.6,2.35,0,R,2001,97,23000000,-19636662.38,36642838,2,1,2,4,3,3
WB,Drama,132149,316,7.9,2.35,5000,R,2006,141,19000000,-18894725.68,68673228,1,1,4,2,3,3
ParC,Documentary,67654,504,7.5,1.85,0,PG,2006,100,1000000,-36894725.68,46243000,1,3,4,1,3,3
SonR,Comedy,41620,418,2.4,2.35,2000,R,2003,121,54000000,9940108.04,7266209,2,3,4,4,3,3
WB,Comedy,72324,134,7.4,1.85,3000,PG,1989,99,7500000,-11166469.65,145793296,2,3,2,4,3,3
Par.,Drama,49311,278,6.7,2.35,0,PG13,2002,138,100000000,58955704.27,35168966,2,3,2,4,3,3
Par.,Drama,74651,313,7.9,1.37,6000,PG,1974,113,16000000,9539615.385,4420000,2,3,4,4,3,3
Par.,Action,86504,568,6.4,2.35,0,PG13,2002,124,68000000,26955704.27,193921372,2,2,2,2,3,3
Mira.,Drama,27675,181,5.8,1.85,0,R,1998,93,13000000,-30592584.27,16757163,2,2,3,2,3,3
Par.,Comedy,58412,242,5.6,2.35,2000,PG13,2006,97,50000000,12105274.32,88715192,2,3,2,4,3,3
NM,Biography,105568,533,7.3,1.85,0,R,2003,110,8000000,-36059891.96,60378584,2,2,4,4,3,3
BV,Comedy,83786,392,6.1,2.35,0,PG13,2002,108,30000000,-11044295.73,180622424,1,3,4,4,3,3
Uni.,Action,53132,101,5.8,1.85,0,PG13,1996,115,80000000,45010939.14,159212469,2,3,3,5,3,3
Fox,Comedy,60202,114,5.7,1.85,0,R,2011,81,25000000,-14249103.35,34942188,2,3,2,4,3,3
WB,Crime,154487,259,7.5,2.35,0,R,1996,147,44000000,9010939.14,165615285,2,2,2,2,3,3
WB,Comedy,48019,153,5.9,1.85,13000,PG13,2011,112,35000000,-4249103.35,59901913,2,2,2,4,3,3
Uni.,Crime,86152,411,6.4,2.35,0,PG13,2005,128,80000000,39231497.34,162944923,2,3,4,4,3,3
Uni.,Crime,215086,471,8.4,1.85,15000,NotRated,1962,129,2000000,-11279333.33,13129846,2,3,4,4,3,3
Rela.,Adventure,15664,149,5.8,1.85,0,PG,2014,89,13000000,-28642067.61,45300000,1,3,4,4,3,3
Par.,Action,52136,184,6.2,2.35,0,PG13,1997,116,68000000,24931143.78,118063304,2,3,4,4,3,3
Par.,Comedy,210680,479,7.1,1.85,0,PG13,2003,108,35000000,-9059891.96,131282949,2,4,4,2,3,3
TriS,Drama,12596,64,6.7,1.85,0,PG,2014,115,15000000,-26642067.61,30127963,1,3,4,1,3,3
Wein.,Biography,71679,216,7,2.35,17000,R,2011,99,6400000,-32849103.35,35057696,2,1,1,2,3,3
Fox,Action,28848,76,5.7,2.35,0,PG13,2006,93,35000000,-2894725.68,10496317,3,2,2,2,3,3
NL,Drama,45497,260,5.3,1.85,1000,R,1999,109,75000000,32481720.35,19598588,2,2,2,5,3,3
WB,Comedy,32157,119,5.3,2.35,913,PG13,2007,91,35000000,-4384502.9,69307224,2,3,4,2,3,3
Over.,Crime,217480,429,7.4,2.35,21000,R,2009,109,53000000,12698754.96,126690726,2,2,2,1,3,3
Fox,Adventure,32951,44,5.8,1.85,6000,PG,2011,109,20000000,-19249103.35,17425000,2,3,4,4,3,3
BV,Drama,57831,115,7,1.85,0,R,1986,119,13800000,817016.47,52293982,2,3,4,2,3,3
Magn.,Comedy,31964,129,6.9,1.85,0,R,2009,99,10000000,-30301245.04,295750,2,3,2,4,3,3
WB,Drama,94407,322,6.7,2.35,0,PG13,1998,114,55000000,11407415.73,198685114,2,3,4,2,3,3
Sony,Drama,20740,178,6.2,1.85,0,PG13,2006,125,55000000,17105274.32,9450897,2,2,2,4,3,3
PDW,Comedy,166194,215,7.1,1.85,0,R,2009,105,41000000,698754.96,91636986,2,3,2,2,3,3
Sony,Drama,62364,337,5.9,2.35,0,PG13,2007,110,20000000,-19384502.9,84146832,2,3,4,2,3,3
Mira.,Biography,174591,632,7.8,2.35,0,PG,2004,106,25000000,-18358824.19,116766556,1,2,4,3,3,3
UA,Horror,86890,985,6.1,1.85,0,R,2001,90,10000000,-32636662.38,59217789,3,2,3,2,3,3
WB,Comedy,54710,177,6.3,2.35,0,R,2006,110,17500000,-20394725.68,19179969,1,3,4,4,3,3
BV,Comedy,119450,300,6.1,1.85,0,PG13,1998,90,23000000,-20592584.27,185991646,2,3,2,4,3,3
BV,Adventure,17859,89,6.6,2.35,911,PG13,1996,129,38000000,3010939.14,10300000,2,3,4,2,3,3
WB,Drama,180479,411,6.6,1.85,42000,PG13,2011,106,60000000,20750896.65,135458097,2,3,4,2,3,3
Par.,Biography,16255,127,7.5,1.85,0,PG,1981,195,32000000,21180555.56,40382659,4,3,4,4,3,3
MGM,Action,30215,95,5,2.35,0,PG13,1985,89,17900000,4206167.45,6948633,1,3,4,4,3,3
WB,Adventure,45271,170,7.9,1.85,0,PG,1983,193,27000000,11322600,21500000,2,2,2,2,3,3
WB,Drama,81611,274,6,2.35,0,PG13,1998,134,75000000,31407415.73,13100000,2,3,2,2,3,3
Sony,Crime,30667,234,5.6,2.35,0,PG13,2002,114,38000000,-3044295.73,51801187,2,3,4,2,3,3
WB,Action,75365,149,6.3,2.35,0,R,1989,104,55000000,36333530.35,63408614,2,4,4,3,3,3
NCeV,Action,10082,100,5.9,1.85,0,R,1986,93,2700000,-10282983.53,3500000,4,4,3,4,3,3
WB,Action,137854,560,7.1,2.35,3000,R,1999,114,75000000,32481720.35,108000000,2,2,2,3,3,3
Atwentyfour,Comedy,31089,261,5.4,2.35,20000,R,2014,102,2800000,-38842067.61,1826705,3,3,1,4,3,3
Par.,Adventure,68935,125,6.6,2.35,0,PG,2008,96,90000000,49036490.17,162839667,2,3,2,3,3,3
IFC,Comedy,102071,756,6.6,1.85,5000,PG,2002,95,5000000,-36044295.73,368744044,3,3,3,1,3,3
Mira.,Action,27378,365,4.9,2.35,0,R,2000,99,28000000,-16777522.94,33000337,1,1,1,2,3,3
WBNL,Comedy,35965,144,4.9,1.85,11000,R,2014,97,20000000,-21642067.61,100525432,1,2,4,1,3,3
Focus,Action,159198,438,6.8,2.35,38000,PG13,2011,111,30000000,-9249103.35,63782078,2,1,4,3,3,3
BV,Comedy,43795,171,4.5,1.85,0,G,2008,116,11,-40963498.83,90,3,3,2,2,3,3
Par.,Crime,137891,696,7.3,1.85,0,R,1999,139,40000000,-2518279.65,128798265,2,2,2,4,3,3
SGem,Drama,19505,162,5.2,2.35,0,PG13,2007,114,13000000,-26384502.9,75511123,1,2,4,4,3,3
Sony,Comedy,63969,126,5.5,2.35,0,PG13,2008,97,25000000,-15963509.83,70442940,2,3,4,2,3,3
Sony,Action,69197,216,6.4,1.85,0,R,1995,107,32000000,-26455.82,18552460,2,3,1,4,3,3
Fox,Comedy,30462,150,5.3,1.85,0,PG,2006,104,12000000,-25894725.68,23006849,1,3,4,2,3,3
WB,Action,56403,376,6,2.35,0,R,1997,177,80000000,36931143.78,17626234,2,3,4,2,3,3
Uni.,Action,54042,215,7.6,1.85,0,R,1988,126,30000000,15706842.11,38413606,2,3,2,4,3,3
Par.,Action,38399,218,6.9,2.35,0,R,1997,95,36000000,-7068856.22,50159144,1,3,2,4,3,3
Fox,Action,22823,113,5.6,2.35,0,PG13,2009,108,20000000,-20301245.04,17280326,1,3,5,4,3,3
Emb,Adventure,45890,177,7,1.85,0,PG,1981,116,5000000,-5819444.44,42365581,2,3,1,4,3,3
MGM,Drama,33741,141,8.1,1.85,0,Approved,1958,108,3000000,398400,17000000,2,1,4,2,3,3
Uni.,Action,53115,282,3.8,2.35,0,PG13,1994,102,35000000,6527703.12,99423521,2,3,1,1,3,3
NL,Drama,21767,127,6.7,1.85,0,PG13,2006,108,30000000,-7894725.68,34742066,2,1,4,4,3,3
Lions,Horror,37626,521,2.3,2.35,1000,R,2005,96,20000000,-20768502.66,10442808,1,5,2,3,3,3
Art.,Crime,24412,240,7.1,1.85,944,R,1999,89,10000000,-32518279.65,3193102,3,4,3,4,3,3
WB,Adventure,16385,100,4.6,1.85,0,PG,2010,80,80000000,36576254.59,201584141,2,2,2,4,3,3
BV,Adventure,15600,55,7.3,1.85,0,G,2011,63,30000000,-9249103.35,14460000,2,3,2,3,3,3
NL,Comedy,74626,157,7.3,1.85,8000,R,1995,91,3500000,-28526455.82,28215918,4,3,3,4,3,3
WB,Adventure,35314,145,6.6,2.35,0,PG13,1994,191,63000000,34527703.12,25052000,2,2,2,3,3,3
MGM,Drama,93894,286,7.6,1.66,0,R,1995,112,3600000,-28426455.82,49800000,2,3,3,4,3,3
Par.,Adventure,74743,93,6.5,2.35,0,PG13,1986,97,5000000,-7982983.53,328203506,1,3,1,2,3,3
Par.,Crime,56646,336,6.4,2.35,0,R,1999,105,70000000,27481720.35,177841558,2,3,2,4,3,3
UA,Drama,29839,150,8,2.35,0,G,1971,181,9000000,5858166.667,10404330,4,3,4,4,3,3
WB,Biography,223127,420,7.7,1.85,38000,PG13,2009,129,29000000,-11301245.04,309208309,2,3,2,2,3,3
Focus,Adventure,72287,176,7,2.35,12000,PG,2012,90,60000000,17417764.86,107139399,2,2,2,4,3,3
NL,Comedy,43358,228,5.5,2.35,0,PG13,2005,101,43000000,2231497.34,154749918,2,3,4,4,3,3
WB,Action,19832,98,5.9,2.35,0,PG,1982,136,18000000,3816666.67,70687344,2,4,4,4,3,3
BV,Biography,36636,289,7.5,2.4,0,PG,2004,135,28000000,-15358824.19,64445708,2,3,2,1,3,3
Par.,Adventure,93367,497,6.4,2.35,0,PG13,2001,112,48000000,5363337.62,85498534,2,2,2,4,3,3
DW,Mystery,94108,673,6.5,2.35,0,PG13,2005,85,26000000,-14768502.66,57891803,1,3,2,4,3,3
Sony,Action,60572,144,6.3,1.85,0,PG13,1999,93,65000000,22481720.35,117758500,2,2,3,2,3,3
PDW,Drama,186982,491,6.9,1.85,0,PG13,2007,105,20000000,-19384502.9,117760134,2,3,1,5,3,3
NL,Action,88590,419,7.4,2.35,0,R,2006,122,15000000,-22894725.68,9500000,1,3,4,4,3,3
Fox,Action,168207,684,7.4,2.35,0,PG13,2003,138,150000000,105940108,212011111,2,1,4,5,3,3
FoxS,Adventure,149966,835,7.5,1.85,0,R,2004,126,16000000,-27358824.19,109502303,2,1,4,5,3,3
Par.,Adventure,58906,186,7,1.85,0,PG,2004,87,30000000,-13358824.19,140161792,1,3,4,2,3,3
NL,Crime,75675,365,7.8,2.35,0,R,1992,100,12500000,-9316733.93,10725228,2,3,2,4,3,3
Sony,Comedy,65668,342,6.5,1.85,0,PG13,2004,130,80000000,36641175.81,55041367,2,3,4,1,3,3
BV,Biography,29282,105,6.2,2.35,11000,R,2013,128,28000000,-16204533.29,8555008,2,2,3,2,3,3
LGF,Biography,5863,25,6.5,1.85,0,PG13,2015,103,7000000,-35177171.7,573335,2,3,2,2,3,3
Par.,Action,55513,188,7.2,2.35,0,PG,1991,113,27000000,1800909.09,96900000,2,3,2,4,3,3
Fox,Biography,148172,406,8,2.35,15000,G,1965,174,8200000,-366666.667,163214286,1,2,4,4,3,3
Fox,Comedy,33088,143,4.8,1.85,0,PG13,2009,99,15000000,-25301245.04,40105542,2,3,1,3,3,3
Mira.,Comedy,78241,177,6.7,1.85,0,R,1995,98,4000000,-28026455.82,4300000,1,3,3,4,3,3
Col.,Drama,36267,150,7.2,2.35,0,PG,1993,139,34000000,11441048.15,32255440,2,1,2,4,3,3
MGM,Horror,13190,114,4.5,1.85,616,PG13,1988,98,10500000,-3793157.89,14144000,1,3,2,4,3,3
PDW,Biography,44099,143,6.7,2.35,0,PG13,2009,109,60000000,19698754.96,31720158,2,3,2,4,3,3
