studio,genres,num_voted_users,num_user_for_reviews,imdb_score,aspect_ratio,movie_facebook_likes,Type,Year,Runtime,Budget,budget.diff,Revenue,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6
Uni.,Action,89509,524,5.7,2.35,2000,R,1999,121,100000000,57481720.35,211989043,4,2,4,1,3,3
Uni.,Action,101386,289,7.1,2.35,0,R,2007,110,70000000,30615497.1,86658558,2,2,2,4,3,3
Free,Adventure,6920,22,6.7,2.35,0,PG,2013,106,22000000,-22204533.29,24000000,3,3,4,2,3,3
BST,Comedy,20810,100,7.1,0,0,R,2015,107,10000000,-32177171.7,10835752,2,3,2,4,3,3
WB,Drama,162701,962,7.4,2.35,19000,PG,2002,101,11000000,-30044295.73,41227069,1,3,4,4,3,3
WB,Drama,54631,192,7.5,1.85,0,PG13,1995,135,24000000,-8026455.82,182016617,2,2,4,4,3,3
Uni.,Action,62271,277,5.8,2.35,0,PG13,1997,108,116000000,72931143.78,178127760,2,3,3,4,3,3
NL,Action,49820,311,6.6,1.85,0,X,1987,96,5000000,-8160000.13,44793222,2,1,4,2,3,3
Sony,Action,39529,142,6.7,2.35,1000,R,1997,121,50000000,6931143.78,50068310,2,3,2,2,3,3
Focus,Comedy,106098,150,7.2,1.85,20000,PG13,2010,101,8000000,-35423745.41,6491240,1,3,2,4,3,3
WB,Action,63192,287,8,2.35,0,R,1969,145,6244087,533065.25,638641,2,3,1,4,3,3
Fox,Drama,95367,260,6.9,2.35,33000,PG13,2011,120,38000000,-1249103.35,114156230,2,2,2,2,3,3
Uni.,Drama,148490,537,7.4,2.35,0,PG13,2001,120,48000000,5363337.62,50315140,2,2,2,2,3,3
BV,Action,17590,112,5.4,2.35,0,PG,2011,88,150000000,110750896.7,38992758,2,2,2,2,3,3
LGF,Drama,88035,201,7.1,2.35,10000,R,2009,104,26000000,-14301245.04,43318349,2,2,2,4,3,3
LGF,Action,97775,211,6.5,2.35,0,R,2010,92,52000000,8576254.59,52615806,2,3,4,2,3,3
WB,Action,133076,779,6.4,2.35,0,PG13,2000,130,120000000,75222477.06,325756637,2,3,2,2,3,3
Par.,Comedy,102895,159,7.5,1.85,0,R,1983,116,40600000,24922600,90400000,2,2,2,5,3,3
NL,Action,181225,784,6.6,2.35,0,PG13,1999,95,33000000,-9518279.65,310940086,2,2,2,4,3,3
MGM,Drama,162130,962,7.2,1.85,0,PG,2006,102,24000000,-13894725.68,155721132,1,4,5,1,3,3
FD,Action,82082,236,6.1,2.35,10000,PG13,2012,95,20000000,-22582235.14,32204030,2,3,4,4,3,3
WB,Horror,28635,308,5.1,2,893,R,2004,114,80000000,36641175.81,78000586,3,3,2,2,3,3
Sony,Drama,188652,288,7.1,2.35,22000,R,2011,101,12500000,-26749103.35,75993061,1,2,2,4,3,3
LGS,Action,28257,151,5.1,2.35,11000,PG13,2012,101,45000000,2417764.86,30353232,2,2,2,4,3,3
Rela.,Comedy,79146,352,4.3,1.85,25000,R,2013,90,6000000,-38204533.29,32438988,2,2,4,3,3,3
Sony,Action,49926,286,6.5,2.35,0,R,2003,98,50000000,5940108.04,42792561,2,3,2,4,3,3
UA,Comedy,192940,491,8.1,1.37,0,PG,1977,93,4000000,-4090588.235,38251425,2,1,4,3,3,3
FoxS,Biography,77551,434,7.6,1.85,0,R,1999,118,2000000,-40518279.65,11540607,3,3,3,3,3,3
Osci.,Drama,29608,92,7.2,2.35,0,R,2009,113,6500000,-33801245.04,1521261,2,2,3,2,3,3
LGS,Action,64747,122,6.5,2.35,12000,PG13,2013,112,35000000,-9204533.29,42930462,2,1,2,4,3,3
Focus,Animation,143121,279,7.7,1.85,10000,PG,2009,100,60000000,19698754.96,124596398,2,3,4,4,3,3
Uni.,Action,88146,814,5.2,2.35,0,R,2005,100,60000000,19231497.34,55987321,2,3,2,2,3,3
WB,Action,145257,322,6.9,1.85,0,PG13,1991,143,48000000,22800909.09,390493908,2,2,2,2,3,3
Uni.,Comedy,41727,184,6.2,2.35,0,PG13,2009,125,78146652,37845406.96,60000000,2,2,2,2,3,3
DW,Adventure,123558,609,7.3,2.35,19000,PG,1999,102,45000000,2481720.35,90683916,2,2,3,4,3,3
NL,Action,89101,885,5.8,2.35,3000,R,2003,97,30000000,-14059891.96,114908830,1,3,1,2,3,3
WB,Action,84424,131,6.1,2.35,0,R,1996,115,100000000,65010939.14,242295562,2,2,4,2,3,3
Fox,Crime,52069,95,5.6,2.35,0,R,2013,91,30000000,-14204533.29,62616646,1,3,2,4,3,3
Par.,Comedy,96607,125,6.8,1.85,5000,PG13,1991,99,30000000,4800909.09,191502426,3,5,2,4,3,3
ParV,Drama,68119,230,7.6,2.35,0,PG13,2007,128,20000000,-19384502.9,73276047,1,3,1,2,3,3
Par.,Drama,102123,660,7.6,1.85,0,PG13,2002,114,25000000,-16044295.73,108846072,1,2,1,1,3,3
MGM,Comedy,54650,223,6.2,2.35,12000,PG13,1995,107,20000000,-12026455.82,7563728,1,2,2,4,3,3
Fox,Comedy,57958,345,7,2.35,0,PG13,1998,121,26000000,-17592584.27,65705772,2,3,4,4,3,3
Sony,Comedy,161858,289,6.4,1.85,0,PG13,1999,93,34200000,-8318279.65,234801895,1,3,2,2,3,3
Uni.,Comedy,83506,144,5.5,1.85,0,PG13,2009,113,70000000,29698754.96,171844840,2,3,2,4,3,3
Par.,Comedy,49739,407,5.2,1.85,0,PG13,2004,93,90000000,46641175.81,102000000,2,3,4,4,3,3
WB,Comedy,142293,245,7.2,2.2,14000,PG,1984,106,11000000,-2386511.32,153083102,1,3,4,4,3,3
Dim.,Action,261317,1137,7.5,2.35,20000,R,2002,107,20000000,-21044295.73,5359645,2,4,2,2,3,3
WB,Action,45729,176,4.7,2.35,0,PG13,2010,80,47000000,3576254.59,10539000,2,3,2,4,3,3
Fox,Action,113068,382,7.8,2.35,0,R,1992,112,40000000,18183266.07,75505856,4,3,4,1,3,3
BV,Comedy,58297,161,6.6,1.85,0,PG13,2005,107,30000000,-10768502.66,42886719,2,3,4,4,3,3
Uni.,Action,62009,109,5.8,2.35,2000,PG,1984,103,18000000,4613488.68,31042035,2,3,4,4,3,3
SGem,Action,82331,297,6.6,2.35,18000,R,2011,88,14350531,-24898572.35,3964682,2,3,4,4,3,3
MGMW,Comedy,114797,472,7.4,1.85,0,R,2006,97,5000000,-32894725.68,26888376,3,3,1,4,3,3
UA,Comedy,175196,350,8.3,1.66,10000,NotRated,1959,122,3500000,-2200000.4,25000000,2,3,1,3,3,3
Sony,Drama,183288,395,8.1,1.85,22000,R,1995,105,2500000,-29526455.82,5535405,3,2,3,2,3,3
Wein.,Comedy,74875,115,6.4,1.85,11000,R,2011,90,10000000,-29249103.35,17273593,2,4,4,3,3,3
MGM,Drama,43651,196,6.3,2.35,997,R,2002,125,70000000,28955704.27,32287044,2,3,2,5,3,3
Gram.,Crime,73193,190,7.6,1.85,0,R,1995,122,11000000,-21026455.82,39363635,1,1,4,2,3,3
TriS,Drama,101888,365,7.9,1.85,0,R,1989,122,18000000,-666469.65,26828365,2,2,2,2,3,3
WB,Biography,66511,200,7.5,2.35,28000,PG13,2013,128,40000000,-4204533.29,95020213,4,3,2,3,3,3
NW,Fantasy,76407,335,7,1.85,0,R,1987,94,1000000,-12160000.13,14564027,3,4,3,1,3,3
Focus,Biography,136673,281,7.6,1.85,10000,R,2008,128,20000000,-20963509.83,54586584,2,3,2,4,3,3
Focus,Crime,79461,463,6.3,2.35,10000,R,2010,104,20000000,-23423745.41,65464324,2,3,4,3,3,3
SonR,Comedy,109855,888,7.3,2.35,0,R,2002,95,25000000,-16044295.73,17000000,2,3,4,2,3,3
WB,Action,34942,185,5.8,2.35,1000,R,2003,101,25000000,-19059891.96,56489558,2,3,1,2,3,3
SPC,Drama,112138,237,7.3,2.35,12000,PG13,2009,100,7500000,-32801245.04,26096852,2,4,2,2,3,3
Mira.,Crime,69576,207,6.9,1.85,2000,R,1997,104,15000000,-28068856.22,44862187,2,2,2,5,3,3
Par.,Action,58416,301,5.9,2.35,0,R,2000,99,46000000,1222477.06,107196498,2,2,2,2,3,3
Sony,Comedy,39778,172,5.4,1.85,11000,PG13,2015,105,37000000,-5177171.7,26250020,2,3,2,4,3,3
Par.,Action,56741,515,6.4,2.35,1000,PG,1998,103,70000000,26407415.73,118000000,2,3,2,4,3,3
SGem,Action,39541,334,5.3,2.35,3000,PG13,2006,97,20000000,-17894725.68,37597471,1,3,4,4,3,3
WDim.,Comedy,72552,374,5.5,2.35,13000,R,2010,88,24000000,-19423745.41,83188165,1,3,1,4,3,3
WB,Action,50148,116,5.4,1.85,0,R,1994,110,45000000,16527703.12,170362582,2,2,2,2,3,3
Uni.,Comedy,141414,482,6,1.85,0,PG,2000,104,123000000,78222477.06,345141403,2,3,2,4,3,3
LGS,Drama,39357,113,6.8,2.35,14000,R,2014,109,27000000,-14642067.61,28831145,1,3,1,2,3,3
Uni.,Comedy,147317,197,6.4,1.85,12000,R,2010,109,40000000,-3423745.41,90029656,2,3,2,2,3,3
BV,Biography,35833,96,7,2.39,10000,PG,2014,124,25000000,-16642067.61,38307627,1,5,2,4,3,3
Uni.,Action,97087,569,6.6,2.35,11000,PG13,1984,137,40000000,26613488.68,30925690,4,3,2,2,3,3
BV,Action,39659,189,5.6,2.35,792,PG13,2002,116,70000000,28955704.27,65977295,2,2,2,2,3,3
Gold.,Comedy,52509,84,7.1,2.35,13000,PG13,2012,85,2500000,-40082235.14,3325038,2,2,3,3,3,3
Mira.,Crime,121676,290,7.4,2.35,0,R,1998,121,12000000,-31592584.27,22921898,3,3,3,4,3,3
SGem,Comedy,34579,62,6.6,2.35,0,PG13,2012,123,12000000,-30582235.14,96070507,2,3,2,2,3,3
Par.,Action,81442,137,6.9,2.35,0,R,1992,117,45000000,23183266.07,178051587,2,3,2,4,3,3
DW,Comedy,162067,316,6.6,1.85,0,R,2004,93,25000000,-18358824.19,20796847,4,5,4,2,3,3
SGem,Crime,40964,245,6.2,2.35,0,R,2008,101,35000000,-5963509.83,32483410,2,3,2,5,3,3
Sony,Horror,38658,284,5,1.85,930,PG13,2006,102,20000000,-17894725.68,39143839,2,2,2,4,3,3
Sony,Comedy,35066,196,5.3,1.85,0,PG13,2010,121,120000000,76576254.59,48668907,2,2,2,4,3,3
Fox,Horror,86205,232,6.2,2.35,5000,R,2008,110,35000000,-5963509.83,72436439,2,2,2,3,3,3
FoxS,Drama,71387,228,7,1.85,21000,PG13,2011,92,100000,-39149103.35,1776935,1,3,3,2,3,3
WB,Drama,113472,442,8,2.35,0,R,1991,189,40000000,14800909.09,205405498,2,2,2,4,3,3
BV,Biography,160776,402,7.8,2.35,0,PG,2000,113,30000000,-14777522.94,136706683,2,2,4,5,3,3
SGem,Action,26236,110,5.7,2.35,0,PG13,2009,88,20000000,-20301245.04,22942221,2,3,4,4,3,3
Fox,Action,32378,150,6.1,2.35,0,G,1970,95,3000000,-5718358.727,18999718,1,3,4,1,3,3
Uni.,Biography,76016,265,7.6,1.85,0,R,1999,146,50000000,7481720.35,73956241,2,3,2,4,3,3
WB,Horror,284252,1058,8,1.37,18000,R,1973,122,8000000,3020272.727,441306145,4,3,2,4,3,3
Uni.,Drama,83374,828,7.6,2.35,0,R,2006,111,15000000,-22894725.68,76286096,1,3,4,3,3,3
Uni.,Comedy,63839,238,7.5,2.35,0,PG,1973,110,777000,-4202727.273,115000000,3,3,3,4,3,3
BV,Adventure,24285,110,6.4,1.85,10000,PG,2014,112,50000000,8357932.39,80383113,2,3,2,4,3,3
NL,Fantasy,29659,227,5.1,1.85,1000,X,1989,89,8000000,-10666469.65,22168359,2,3,4,2,3,3
Sony,Adventure,65270,100,6.2,1.85,863,PG,2006,83,85000000,47105274.32,197309027,2,3,2,4,3,3
Par.,Action,60293,114,5.5,1.85,669,R,1994,104,50000000,21527703.12,119208989,2,5,3,2,3,3
BV,Animation,13581,88,5.4,1.78,304,PG,2004,76,110000000,66641175.81,103951461,2,2,2,4,3,3
CBS,Drama,14281,64,6.5,1.85,0,PG,2010,105,31000000,-12423745.41,15134293,2,3,2,4,3,3
BV,Comedy,227824,273,6.7,2.35,10000,PG13,2009,108,40000000,-301245.04,317375031,2,2,2,2,3,3
Sony,Comedy,70681,198,5.6,2.35,12000,R,2012,116,70000000,27417764.86,58058367,2,2,4,4,3,3
Mira.,Biography,85333,421,7.3,1.85,0,PG13,2006,103,15000000,-22894725.68,123384128,2,2,2,2,3,3
WIP,Animation,89383,293,7.1,1.85,0,R,2006,100,8500000,-29394725.68,5480996,2,2,2,2,3,3
Par.,Comedy,28159,96,5.1,1.85,0,R,2015,93,14000000,-28177171.7,12314651,2,3,4,2,3,3
Sony,Action,119807,340,6,2.35,0,PG13,2003,117,80000000,35940108.04,116643346,2,2,2,4,3,3
BV,Adventure,13324,79,5.8,1.66,302,G,2002,72,20000000,-21044295.73,109862682,1,3,2,4,3,3
WB,Adventure,87677,388,6.8,2.35,11000,PG,2009,101,100000000,59698754.96,100086793,4,2,2,2,3,3
BV,Comedy,31191,120,5.4,1.85,0,PG,2009,88,35000000,-5301245.04,92219310,2,3,2,2,3,3
Par.,Action,84824,95,6.4,2.35,0,R,1987,100,20000000,6839999.87,299965036,2,3,3,4,3,3
Rela.,Action,32103,112,5.7,2.35,0,PG13,2014,90,28000000,-13642067.61,68896829,1,3,2,4,3,3
Fox,Crime,40362,248,6.3,2.35,970,R,2001,113,50000000,7363337.62,100020092,2,3,2,4,3,3
Wein.,Biography,21223,108,7.1,2.35,13000,PG13,2013,141,35000000,-9204533.29,27330000,2,3,4,3,3,3
Gram.,Comedy,107923,197,7.1,1.66,0,R,1994,117,6000000,-22472296.88,254700832,3,3,3,4,3,3
WIP,Crime,60115,224,7.2,2.35,0,R,2007,124,23000000,-16384502.9,29541790,2,1,2,2,3,3
Sony,Comedy,212499,277,6.9,2.35,0,R,2008,98,65000000,24036490.17,128107642,2,2,2,3,3,3
Par.,Horror,82133,359,5.7,1.85,14000,R,2010,91,3000000,-40423745.41,177512032,3,3,3,1,3,3
LGF,Horror,44130,156,5.4,2.35,0,PG13,2008,98,12000000,-28963509.83,56309766,2,3,2,4,3,3
TriS,Action,76498,203,6.4,2.35,15000,PG13,2011,108,40000000,750896.65,60965854,2,2,2,4,3,3
BV,Comedy,96693,271,6.1,1.85,0,PG,2003,97,26000000,-18059891.96,110230332,2,1,2,3,3,3
Par.,Crime,34098,214,7.2,1.85,1000,R,2002,105,6500000,-34544295.73,12633747,3,3,2,2,3,3
Uni.,Crime,120202,397,6.7,2.35,0,R,1999,118,73000000,30481720.35,151493655,2,3,2,4,3,3
Sony,Action,149998,285,6.4,2.35,0,R,2009,106,100000000,59698754.96,150166126,2,2,3,4,3,3
Uni.,Action,35990,157,5.9,2.35,0,PG13,2009,109,40000000,-301245.04,28169671,2,2,4,4,3,3
Rela.,Horror,28513,126,5.2,2.35,0,PG13,2015,83,3300000,-38877171.7,64110728,2,3,3,4,3,3
BV,Adventure,71527,217,7.1,1.5,0,PG,2002,95,140000000,98955704.27,109578115,4,3,2,4,3,3
Fox,Action,28807,273,5.9,2.35,0,PG13,2012,125,58000000,15417764.86,50365377,2,3,2,4,3,3
LGF,Comedy,74622,150,5.6,1.85,0,R,2007,101,25000000,-14384502.9,59192128,1,2,1,2,3,3
Mira.,Drama,59462,300,6.6,1.85,0,R,2008,121,25000000,-15963509.83,19844979,2,2,3,4,3,3
Wein.,Comedy,16437,68,4.9,1.85,0,PG13,2011,89,24000000,-15249103.35,30551495,2,1,4,2,3,3
WB,Action,47612,348,5.7,2.35,995,PG13,2000,106,80000000,35222477.06,33463969,2,2,4,4,3,3
LGF,Action,34203,169,5.3,2.35,19000,PG13,2012,91,40000000,-2582235.14,36893721,2,2,4,2,3,3
Par.,Action,111368,394,7.1,2.35,0,R,1999,100,90000000,47481720.35,161626121,2,2,2,2,3,3
Sum.,Action,49312,211,4.9,2.35,0,PG13,2011,89,30000000,-9249103.35,64626786,1,3,4,3,3,3
Lions,Drama,71495,522,7.1,2.35,0,R,2001,111,4000000,-38636662.38,44909486,3,2,2,4,3,3
USA,Horror,193962,805,7.1,2.35,5000,R,2000,109,23000000,-21777522.94,53187659,1,3,4,2,3,3
ORF,Drama,15978,122,7.4,2.35,15000,PG13,2015,106,20000000,-22177171.7,6420319,1,2,1,2,3,3
NL,Mystery,164608,383,6.4,2.35,10000,R,2007,101,30000000,-9384502.9,77566815,2,1,2,3,3,3
SPC,Comedy,67893,163,6.3,1.85,18000,R,2012,111,17000000,-25582235.14,73244881,2,2,2,4,3,3
Focus,Comedy,28573,87,5.7,2.35,5000,PG13,2013,107,13000000,-31204533.29,18000000,1,3,4,4,3,3
WB,Drama,60988,199,7.8,1.85,6000,PG13,1985,154,15000000,1306167.45,146292009,1,3,4,2,3,3
DW,Adventure,207287,822,7.9,1.85,15000,R,2000,122,60000000,15222477.06,47383689,4,2,2,4,3,3
Uni.,Horror,158354,691,6.6,2.35,11000,PG13,2009,99,30000000,-10301245.04,90842646,1,3,4,2,3,3
Fox,Comedy,112671,315,8,1.85,14000,PG,1974,106,2800000,-3660384.615,86273333,1,3,4,3,3,3
SPC,Biography,100571,416,7.4,2.35,0,R,2005,114,7000000,-33768502.66,49084830,3,3,3,4,3,3
WB,Comedy,27689,74,6.5,2.35,1000,PG13,2007,97,10000000,-29384502.9,17500000,1,1,1,2,3,3
Sony,Horror,138435,527,6.6,2.35,0,R,2007,113,30000000,-9384502.9,75505973,2,3,2,2,3,3
MGM,Action,55994,454,6,2.35,0,R,2002,134,115000000,73955704.27,77628265,2,1,2,3,3,3
Uni.,Fantasy,134869,304,6.2,1.85,57000,PG13,2013,100,15000000,-29204533.29,146497771,2,4,4,2,3,3
WB,SciFi,65037,273,5.9,1.85,0,PG13,2007,99,80000000,40615497.1,15071514,2,2,4,2,3,3
Focus,Comedy,248468,545,7,1.85,0,R,2008,96,37000000,-3963509.83,163720069,2,1,2,4,3,3
WB,Drama,45031,376,6.9,1.85,0,PG,2001,152,72000000,29363337.62,37317558,2,2,4,5,3,3
Dim.,Horror,222018,869,7.2,2.35,11000,R,1996,111,14000000,-20989060.86,173046663,1,2,2,1,3,3
MGM,Comedy,131801,548,6.2,2.35,0,PG13,2001,96,18000000,-24636662.38,141774679,2,3,4,2,3,3
Par.,Action,72868,618,6.1,1.85,0,PG,2004,107,70000000,26641175.81,57958696,2,2,2,4,3,3
Uni.,Crime,88270,420,7.5,2.35,0,R,2003,130,50000000,5940108.04,38955598,2,2,1,2,3,3
Over.,Action,73368,248,6,2.35,0,R,2008,101,60000000,19036490.17,73174566,2,3,2,4,3,3
WB,Action,49934,224,4.9,2.35,0,PG,1983,125,39000000,23322600,75800000,2,3,4,2,3,3
Uni.,Adventure,24089,82,5.5,1.85,0,PG,2011,95,63000000,23750896.65,183953723,2,3,2,2,3,3
Sony,Biography,79186,386,6.8,2.35,0,R,2001,157,107000000,64363337.62,87713825,2,2,2,2,3,3
Sony,Comedy,29523,121,4.7,2.35,0,PG13,2009,103,58000000,17698754.96,85280250,2,3,2,2,3,3
WBNL,Comedy,61995,356,5.9,2.35,33000,PG13,2012,123,75000000,32417764.86,59418613,2,2,4,3,3,3
Uni.,Comedy,203269,602,7,2.35,11000,PG13,1999,124,42000000,-518279.65,363889678,2,3,3,2,3,3
Focus,Drama,111351,568,7.5,1.85,0,R,2005,129,25000000,-15768502.66,82466670,4,2,2,5,3,3
Uni.,Mystery,63108,330,5.9,2.35,15000,PG13,2009,98,10000000,-30301245.04,42333295,2,2,4,2,3,3
NL,Horror,79877,677,6.3,2.35,0,R,2000,107,33000000,-11777522.94,104155843,2,3,2,4,3,3
WB,Action,10233,63,4.3,1.85,0,PG,2010,82,85000000,41576254.59,112483764,2,2,2,4,3,3
Sony,Action,130776,437,6.6,2.35,0,PG13,2006,116,72500000,34605274.32,162966177,2,2,2,2,3,3
Sony,Crime,72693,199,6.9,1.85,0,R,2007,117,21000000,-18384502.9,54926886,2,2,4,2,3,3
WBNL,Comedy,50523,113,6.3,2.35,0,R,2010,102,32000000,-11423745.41,42045846,2,2,2,2,3,3
WBNL,Comedy,103230,143,5.9,2.35,10000,R,2011,105,36000000,-3249103.35,83160734,2,3,2,2,3,3
Sum.,Action,25681,77,6.3,2.35,0,PG,2009,94,65000000,24698754.96,44091067,2,3,2,4,3,3
Sony,Adventure,96385,119,7,2.35,0,PG13,1997,136,70000000,26931143.78,131457682,2,3,2,2,3,3
LGF,Horror,7199,53,4.5,1.85,0,PG13,2015,91,13000000,-29177171.7,1784763,4,3,2,4,3,3
Par.,Drama,92702,209,7.2,2.35,0,PG13,2005,136,30000000,-10768502.66,76669806,2,3,4,2,3,3
Uni.,Comedy,97664,232,5.7,2.35,17000,R,2013,111,35000000,-9204533.29,173965010,2,3,2,2,3,3
Mira.,Comedy,131180,220,6.8,1.85,0,R,2009,107,9500000,-30801245.04,17164377,2,3,3,3,3,3
Sony,Comedy,189923,318,7.3,1.85,0,R,1996,139,50000000,15010939.14,273552592,2,3,3,4,3,3
MGM,Horror,54390,398,6.2,2.35,0,R,1999,103,29000000,-13518279.65,50041732,2,3,2,2,3,3
Uni.,Comedy,43709,141,5.3,2.35,0,PG13,2011,111,70000000,30750896.65,67112664,2,2,2,2,3,3
BV,Drama,23302,181,6.5,2.35,1000,PG13,1998,115,70000000,26407415.73,56702901,2,3,2,4,3,3
Uni.,Action,121259,361,7,2.35,0,R,2001,126,92000000,49363337.62,143049560,4,2,2,4,3,3
Fox,Adventure,108052,434,6.6,1.85,79000,R,2006,84,30000000,-7894725.68,495303,1,3,2,4,3,3
Rela.,Action,57996,349,6.5,2.35,15000,R,2012,110,12000000,-30582235.14,81272766,3,3,4,4,3,3
Fox,Action,22764,91,5.5,2.35,511,G,1973,93,1700000,-3279727.273,8844595,2,3,4,2,3,3
Uni.,Comedy,69860,214,6.6,1.85,0,R,2009,121,85000000,44698754.96,219103655,2,2,4,3,3,3
MGM,Action,145422,572,7.3,2.35,0,R,1998,122,55000000,11407415.73,41610884,2,2,2,2,3,3
MGM,Comedy,59435,323,5.7,2.4,0,PG13,2005,118,53000000,12231497.34,95226116,2,3,2,2,3,3
Uni.,Biography,100743,549,7.4,2.35,0,R,1999,118,82000000,39481720.35,47434430,2,3,4,4,3,3
App.,Biography,21360,110,7,1.85,0,PG,2009,119,8500000,-31801245.04,4440055,2,4,4,4,3,3
NL,Horror,102861,571,5.8,2.35,0,R,2006,93,25000000,-12894725.68,117719158,1,3,4,2,3,3
CBS,Drama,59637,130,7.1,1.85,21000,PG13,2012,96,6000000,-36582235.14,13231461,2,3,1,2,3,3
Sony,Comedy,91092,402,6.7,1.85,0,PG13,2003,128,80000000,35940108.04,266728738,2,3,2,2,3,3
BV,Action,48753,323,6.5,1.85,0,PG13,2004,115,60000000,16641175.81,74541707,2,3,2,2,3,3
WBNL,Drama,75864,197,6,2.35,23000,PG13,2011,114,37000000,-2249103.35,96047633,2,3,2,4,3,3
SGem,Drama,63677,460,6.5,2.35,0,PG13,2002,119,32000000,-9044295.73,55157539,2,2,2,2,3,3
WIP,Drama,92850,263,7.1,2.35,0,R,2005,103,29000000,-11768502.66,21126225,2,3,1,1,3,3
App.,Biography,44931,100,7.3,2.35,0,PG,2009,105,35000000,-5301245.04,27409889,2,3,2,3,3,3
Col.,Biography,70274,133,7.8,2.35,0,PG13,1987,163,23000000,9839999.87,43984230,2,3,2,3,3,3
Sony,Action,138707,202,7.2,1.85,0,R,1995,104,7000000,-25026455.82,25405445,3,3,3,2,3,3
Fox,Adventure,31640,109,4.9,1.85,791,PG,2008,90,60000000,19036490.17,50650079,2,2,2,2,3,3
FoxS,Drama,41856,119,6.9,2.35,12000,PG13,2013,116,6500000,-37704533.29,2401510,2,3,1,2,3,3
Uni.,Action,89568,142,6.3,2.35,17000,PG,2011,101,45000000,5750896.65,160078586,4,2,2,2,3,3
SPC,Drama,68211,219,7.4,2.35,14000,R,2011,120,5000000,-34249103.35,3099314,2,3,4,4,3,3
Fox,Action,40126,107,6.6,1.85,975,R,1996,117,46000000,11010939.14,100860818,1,2,4,2,3,3
Sony,Comedy,122347,345,6,2.35,0,PG13,1996,96,47000000,12010939.14,102825796,2,3,4,2,3,3
BV,Drama,149528,454,7.7,2.35,0,R,2002,135,15000000,-26044295.73,13060843,2,2,2,1,3,3
MGM,Comedy,14147,92,5.6,1.85,401,PG13,2003,101,20000000,-24059891.96,17432163,2,3,2,2,3,3
Over.,Drama,92237,366,7.2,2.35,25000,R,2010,116,20000000,-23423745.41,24145613,1,3,2,4,3,3
WB,Horror,75920,474,5.5,1.85,0,R,2002,91,35000000,-6044295.73,68349884,1,3,1,2,3,3
MGM,Drama,103493,317,8.1,1.85,17000,R,1976,121,3800000,-3735262.5,23689877,2,3,4,2,3,3
Uni.,Thriller,30982,199,7.5,1.85,0,R,1972,116,3500000,995574.6,12600000,2,3,4,4,3,3
Par.,Drama,55101,201,6.9,1.85,3000,R,1987,119,14000000,839999.87,320145693,2,3,4,2,3,3
Sony,Animation,54077,112,6.8,1.85,0,PG,2007,85,85000000,45615497.1,149044513,2,2,2,2,3,3
FoxS,Drama,84620,235,6.8,2.35,27000,R,2013,98,12000000,-32204533.29,12077441,2,2,2,2,3,3
BV,Adventure,139535,632,7.3,2.35,0,R,2004,119,50000000,6641175.81,34808403,2,3,2,4,3,3
WB,Drama,28942,223,6.1,2.35,0,PG13,1999,131,80000000,37481720.35,118880016,2,2,2,2,3,3
Mira.,Adventure,118483,674,7.2,2.35,0,R,2003,154,79000000,34940108.04,173013509,2,3,3,4,3,3
Col.,Adventure,50125,140,5.7,1.85,0,R,1980,104,4500000,-9567391.3,58853106,2,3,4,4,3,3
Uni.,Drama,26066,216,5.6,1.85,0,PG13,2002,104,25000000,-16044295.73,51842679,4,3,2,4,3,3
Par.,Action,58743,192,6.6,2.35,0,PG,1984,105,18000000,4613488.68,87000000,2,3,2,2,3,3
Mira.,Action,21542,88,6.1,2.35,977,R,2002,96,20000000,-21044295.73,12398628,2,2,1,2,3,3
NL,Comedy,107557,612,7.2,1.85,0,R,2002,125,30000000,-11044295.73,105834556,1,2,1,2,3,3
WB,Comedy,45775,112,5.5,1.85,462,PG13,2004,98,40000000,-3358824.19,26155781,2,3,2,4,3,3
WB,Drama,78635,1040,5.6,1.85,0,PG13,2006,110,75000000,37105274.32,42285169,2,4,4,2,3,3
Uni.,Action,143525,657,7.1,2.35,0,R,2005,125,72000000,31231497.34,96889998,2,3,4,4,3,3
Uni.,Comedy,70141,385,5.9,1.85,0,PG13,2000,98,28000000,-16777522.94,90449929,2,2,4,4,3,3
Fox,Drama,63067,533,6.7,1.85,0,R,2002,124,50000000,8955704.27,119137784,2,1,2,1,3,3
Par.,Horror,44804,182,7.2,1.85,0,R,1983,103,10000000,-5677400,20766616,1,3,4,3,3,3
Par.,Drama,67395,564,6,1.85,0,PG13,2006,128,63000000,25105274.32,162945894,2,2,2,4,3,3
Fox,Comedy,36223,208,6.2,2.35,0,PG13,2005,103,30000000,-10768502.66,50451307,2,3,4,4,3,3
Fox,Action,23268,95,6.1,2.35,794,PG,1972,88,1800000,-704425.4,9700000,2,3,4,4,3,3
ParV,Biography,24150,118,6.7,2.35,923,R,2007,100,16000000,-23384502.9,18928871,2,5,1,4,3,3
CBS,Drama,139749,509,6.4,2.35,29000,PG13,2012,95,17000000,-25582235.14,127730736,2,3,4,4,3,3
LGF,Action,88049,279,6.6,2.35,0,PG13,2008,104,55000000,14036490.17,127906624,2,1,4,2,3,3
Sum.,Drama,39764,148,6.7,2.35,17000,PG13,2011,91,21000000,-18249103.35,970816,1,1,2,4,3,3
WB,Animation,132501,548,6.5,2.35,0,PG,2006,108,100000000,62105274.32,384335608,4,2,4,2,3,3
