Movie Name,Studio,Status,Language,Runtime,Budget,Revenue,8,9,10,11,12,13,14
Heist (2001),WB,Released,English,1h 47m,"$35,000,000.00",-,Gene Hackman,Danny DeVito,Delroy Lindo,Sam Rockwell,Rebecca Pidgeon,Patti LuPone,Full Cast & Crew
The Missing (2003),SonR,Released,English,2h 15m,"$60,000,000.00",-,Tommy Lee Jones,Cate Blanchett,Evan Rachel Wood,Jenna Boyd,Aaron Eckhart,Val Kilmer,Full Cast & Crew
The Purple Rose of Cairo (1985),Orion,Released,English,1h 22m,"$15,000,000.00","$10,631,333.00",Mia Farrow,Jeff Daniels,Danny Aiello,Irving Metzman,Stephanie Farrow,Edward Herrmann,Full Cast & Crew
Frequency (2000),NL,Released,English,1h 58m,"$31,000,000.00","$68,106,245.00",Dennis Quaid,Jim Caviezel,Andre Braugher,Elizabeth Mitchell,Noah Emmerich,Shawn Doyle,Full Cast & Crew
Kiss the Girls (1997),Par.,Released,English,1h 55m,"$27,000,000.00","$60,527,873.00",Morgan Freeman,Ashley Judd,Cary Elwes,Alex McArthur,Tony Goldwyn,Jay O. Sanders,Full Cast & Crew
Chernobyl Diaries (2012),WB,Released,English,1h 28m,-,"$18,112,929.00",Jesse McCartney,Jonathan Sadowski,Olivia Taylor Dudley,Ingrid BolsÌü Berdal,Alex Feldman,Devin Kelley,Full Cast & Crew
Your Highness (2011),Uni.,Released,English,1h 42m,"$49,900,000.00","$26,121,638.00",Danny McBride,James Franco,Natalie Portman,Zooey Deschanel,Justin Theroux,Toby Jones,Full Cast & Crew
The Night Before (2015),Sony,Released,English,1h 40m,"$25,000,000.00","$52,395,996.00",Joseph Gordon-Levitt,Seth Rogen,Anthony Mackie,Lizzy Caplan,Jillian Bell,Mindy Kaling,Full Cast & Crew
Blue Velvet (1986),DEG,Released,English,2h 0m,"$6,000,000.00","$8,551,228.00",Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,Hope Lange,Dean Stockwell,Full Cast & Crew
Just My Luck (2006),Fox,Released,English,1h 43m,"$28,000,000.00","$38,159,905.00",Lindsay Lohan,Samaire Armstrong,Chris Pine,Missi Pyle,Makenzie Vega,Bree Turner,Full Cast & Crew
The Wild (2006),BV,Released,English,1h 34m,"$80,000,000.00","$37,384,046.00",Kiefer Sutherland,Jim Belushi,Eddie Izzard,Janeane Garofalo,William Shatner,Richard Kind,Full Cast & Crew
Valkyrie (2008),UA,Released,English,2h 1m,"$75,000,000.00","$200,276,000.00",Tom Cruise,Carice van Houten,Kenneth Branagh,Eddie Izzard,Bill Nighy,Tom Wilkinson,Full Cast & Crew
Swiss Army Man (2016),A24,Released,English,1h 35m,-,-,Paul Dano,Daniel Radcliffe,Mary Elizabeth Winstead,Timothy Eulich,Richard Gross,Marika Casteel,Full Cast & Crew
The Marine (2006),Fox,Released,English,1h 32m,"$20,000,000.00","$22,165,608.00",John Cena,Kelly Carlson,Robert Patrick,Abigail Bianca,Anthony Ray Parker,Manu Bennett,Full Cast & Crew
Howards End (1992),SPC,Released,English,2h 20m,-,"$25,966,555.00",Vanessa Redgrave,Helena Bonham Carter,Emma Thompson,Anthony Hopkins,Joseph Bennett,Adrian Ross Magenty,Full Cast & Crew
Cats & Dogs (2001),WB,Released,English,1h 27m,"$60,000,000.00","$93,375,151.00",Jeff Goldblum,Elizabeth Perkins,Alexander Pollock,Miriam Margolyes,Full Cast & Crew,,
Guess Who (2005),Sony,Released,English,1h 45m,"$35,000,000.00","$68,915,888.00",Bernie Mac,Ashton Kutcher,Zoe Saldana,Judith Scott,Hal Williams,Kellee Stewart,Full Cast & Crew
The Mist (2007),MGM/W,Released,English,2h 6m,"$18,000,000.00","$57,096,190.00",Thomas Jane,Marcia Gay Harden,Laurie Holden,Toby Jones,Jeffrey DeMunn,Frances Sternhagen,Full Cast & Crew
The Opposite of Sex (1998),SPC,Released,English,1h 45m,"$5,000,000.00","$5,879,254.00",Christina Ricci,Martin Donovan,Lisa Kudrow,Lyle Lovett,Johnny Galecki,William Lee Scott,Full Cast & Crew
The International (2009),Sony,Released,English,1h 58m,"$50,000,000.00","$60,161,391.00",Clive Owen,Naomi Watts,Armin Mueller-Stahl,Ulrich Thomsen,BrÌ_an F. O'Byrne,Patrick Baladi,Full Cast & Crew
Arthur Christmas (2011),Sony,Released,English,1h 37m,-,-,Bill Nighy,James McAvoy,Jim Broadbent,Hugh Laurie,Ramona Marquez,Imelda Staunton,Full Cast & Crew
The Hunting Party (2007),MGM/W,Released,English,1h 41m,-,-,Richard Gere,Terrence Howard,James Brolin,Diane Kruger,Jesse Eisenberg,Goran Kosti€à,Full Cast & Crew
The Grandmaster (2013),Wein.,Released,Mandarin,2h 10m,"$3,860,000.00","$64,076,736.00",Tony Leung Chiu-Wai,Zhang Ziyi,Song Hye-Kyo,Chang Chen,Zhao Benshan,Cung Le,Full Cast & Crew
Trolls (2016),Fox,Post Production,English,1h 30m,"$120,000,000.00",-,Anna Kendrick,Justin Timberlake,Zooey Deschanel,Christine Baranski,James Corden,Kunal Nayyar,Full Cast & Crew
Happy Gilmore (1996),Uni.,Released,English,1h 32m,"$12,000,000.00","$41,205,099.00",Adam Sandler,Christopher McDonald,Julie Bowen,Frances Bay,Carl Weathers,Richard Kiel,Full Cast & Crew
The Last Castle (2001),DW,Released,English,2h 11m,"$72,000,000.00","$27,642,707.00",Robert Redford,James Gandolfini,Mark Ruffalo,Steve Burton,Delroy Lindo,Paul Calderon,Full Cast & Crew
A Haunted House (2013),ORF,Released,English,1h 26m,"$2,500,000.00","$60,141,683.00",Marlon Wayans,Essence Atkins,Nick Swardson,Cedric the Entertainer,David Koechner,Dave Sheridan,Full Cast & Crew
Sleeper (1973),UA,Released,English,1h 29m,"$2,000,000.00","$18,344,729.00",Woody Allen,Diane Keaton,John Beck,Mary Gregory,Brian Avery,Don Keefer,Full Cast & Crew
Happy Feet Two (2011),WB,Released,English,1h 40m,"$130,000,000.00","$150,406,466.00",Elijah Wood,Robin Williams,Pink,E.G. Daily,Johnny A. Sanchez,Lombardo Boyar,Full Cast & Crew
Return to the Blue Lagoon (1991),Col.,Released,English,1h 38m,"$11,000,000.00","$2,807,854.00",Milla Jovovich,Brian Krause,Lisa Pelikan,Courtney Barilla,Garette Ratliff Henson,Brian Blain,Full Cast & Crew
The Guilt Trip (2012),Par.,Released,English,1h 35m,"$40,000,000.00","$41,863,726.00",Seth Rogen,Barbra Streisand,Yvonne Strahovski,Colin Hanks,Adam Scott,Danny Pudi,Full Cast & Crew
Bullitt (1968),WB,Released,English,1h 53m,"$5,500,000.00","$42,300,873.00",Steve McQueen,Jacqueline Bisset,Robert Vaughn,Don Gordon,Simon Oakland,Norman Fell,Full Cast & Crew
Cheaper by the Dozen 2 (2005),Fox,Released,English,1h 34m,"$60,000,000.00","$129,181,830.00",Steve Martin,Eugene Levy,Bonnie Hunt,Tom Welling,Jonathan Bennett,Forrest Landis,Full Cast & Crew
Kelly's Heroes (1970),MGM,Released,English,2h 24m,-,"$5,200,000.00",Clint Eastwood,Telly Savalas,Don Rickles,Carroll O'Connor,Donald Sutherland,Gavin MacLeod,Full Cast & Crew
Shaolin (2011),Vari.,Released,English,2h 11m,"$29,000,000.00","$33,662,874.00",Andy Lau,Nicholas Tse,Fan Bingbing,Jackie Chan,Wu Jing,Yu Shao-Qun,Full Cast & Crew
Snakes on a Plane (2006),NL,Released,English,1h 45m,"$33,000,000.00","$62,022,014.00",Samuel L. Jackson,Julianna Margulies,Kenan Thompson,Nathan Phillips,Rachel Blanchard,Flex Alexander,Full Cast & Crew
Yellowbeard (1983),Orion,Released,English,1h 36m,-,"$4,300,000.00",Graham Chapman,Martin Hewitt,Eric Idle,Peter Cook,Michael Hordern,Peter Boyle,Full Cast & Crew
Son of the Mask (2005),NL,Released,English,1h 34m,"$84,000,000.00",-,Jamie Kennedy,Alan Cumming,Traylor Howard,Kal Penn,Steven Wright,Bob Hoskins,Full Cast & Crew
Elvis & Nixon (2016),BST,Released,English,1h 27m,-,-,Kevin Spacey,Michael Shannon,Alex Pettyfer,Johnny Knoxville,Colin Hanks,Sky Ferreira,Full Cast & Crew
The Santa Clause (1994),BV,Released,English,1h 37m,"$22,000,000.00","$189,833,357.00",Tim Allen,Wendy Crewson,Judge Reinhold,Eric Lloyd,David Krumholtz,Paige Tamada,Full Cast & Crew
The Thin Red Line (1998),Fox,Released,English,2h 50m,"$52,000,000.00","$98,126,565.00",Sean Penn,Adrien Brody,Ben Chaplin,George Clooney,John Cusack,Woody Harrelson,Full Cast & Crew
It Happened One Night (1934),Col.,Released,English,1h 45m,"$325,000.00",-,Clark Gable,Claudette Colbert,Walter Connolly,Roscoe Karns,Jameson Thomas,Alan Hale,Full Cast & Crew
All About My Mother (1999),SPC,Released,Spanish,1h 41m,"$8,272,296.00","$67,872,296.00",Cecilia Roth,Marisa Paredes,PenÌ©lope Cruz,Candela PeÌ±a,Antonia San Juan,Rosa Maria SardÌÊ,Full Cast & Crew
The French Connection (1971),Fox,Released,English,1h 44m,"$1,800,000.00","$41,158,757.00",Gene Hackman,Fernando Rey,Roy Scheider,Tony Lo Bianco,Marcel Bozzuffi,FrÌ©dÌ©ric de Pasquale,Full Cast & Crew
Final Destination 5 (2011),WB (NL),Released,English,1h 35m,"$47,000,000.00","$157,887,643.00",Emma Bell,Nicholas D'Agosto,Miles Fisher,Ellen Wroe,Jacqueline MacInnes Wood,P. J. Byrne,Full Cast & Crew
The Longest Yard (2005),Par.,Released,English,1h 53m,"$82,000,000.00","$190,320,568.00",Adam Sandler,Chris Rock,Burt Reynolds,Michael Irvin,Nelly,Bill Goldberg,Full Cast & Crew
To Catch a Thief (1955),Par.,Released,English,1h 46m,"$2,500,000.00","$8,750,000.00",Cary Grant,Grace Kelly,Jessie Royce Landis,Brigitte Auber,John Williams,Charles Vanel,Full Cast & Crew
Firewall (2006),WB,Released,English,1h 45m,"$45,000,000.00","$82,800,000.00",Harrison Ford,Paul Bettany,Virginia Madsen,Carly Schroeder,Jimmy Bennett,Mary Lynn Rajskub,Full Cast & Crew
The Cold Light of Day (2012),LG/S,Released,English,1h 33m,"$20,000,000.00","$16,863,583.00",Henry Cavill,VerÌ_nica Echegui,Sigourney Weaver,Bruce Willis,Caroline Goodall,Jim Piddock,Full Cast & Crew
Eden Lake (2008),TRR,Released,English,1h 31m,-,"$3,983,997.00",Kelly Reilly,Michael Fassbender,Tara Ellis,Jack O'Connell,Finn Atkins,Jumayn Hunter,Full Cast & Crew
Much Ado About Nothing (1993),Gold.,Released,English,1h 51m,"$8,000,000.00",-,Kenneth Branagh,Richard Briers,Michael Keaton,Robert Sean Leonard,Keanu Reeves,Emma Thompson,Full Cast & Crew
A Good Year (2006),Fox,Released,English,1h 58m,"$35,000,000.00","$42,064,105.00",Russell Crowe,Marion Cotillard,Albert Finney,Tom Hollander,Abbie Cornish,Freddie Highmore,Full Cast & Crew
Burlesque (2010),SGem,Released,English,1h 59m,"$55,000,000.00","$89,519,773.00",Cher,Christina Aguilera,Eric Dane,Cam Gigandet,Julianne Hough,Alan Cumming,Full Cast & Crew
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Mira.,Released,English,1h 29m,-,-,Shawn Wayans,Marlon Wayans,Tracey Cherelle Jones,Chris Spencer,Vivica A. Fox,Rappin' Granny,Full Cast & Crew
Invictus (2009),WB,Released,English,2h 14m,"$60,000,000.00","$122,233,971.00",Morgan Freeman,Matt Damon,Tony Kgoroge,Patrick Mofokeng,Matt Stern,Julian Lewis Jones,Full Cast & Crew
The Way of the Gun (2000),Art.,Released,English,1h 59m,-,"$19,125,401.00",Benicio del Toro,Ryan Phillippe,Juliette Lewis,James Caan,Taye Diggs,Nicky Katt,Full Cast & Crew
Selma (2014),Par.,Released,English,2h 7m,"$20,000,000.00","$66,787,908.00",David Oyelowo,Tom Wilkinson,Carmen Ejogo,AndrÌ© Holland,Omar J. Dorsey,Alessandro Nivola,Full Cast & Crew
Let's Go to Prison (2006),Uni.,Released,English,1h 24m,"$4,000,000.00","$4,630,045.00",Dax Shepard,Will Arnett,Chi McBride,David Koechner,Dylan Baker,Michael Shannon,Full Cast & Crew
Death Race 2000 (1975),NW,Released,English,1h 20m,"$300,000.00",-,David Carradine,Simone Griffeth,Sylvester Stallone,Mary Woronov,Roberta Collins,Martin Kove,Full Cast & Crew
Sliding Doors (1998),Mira.,Released,English,1h 39m,"$6,000,000.00","$58,000,000.00",Gwyneth Paltrow,John Hannah,John Lynch,Jeanne Tripplehorn,Full Cast & Crew,,
Fahrenheit 9/11 (2004),Lions,Released,English,2h 2m,"$6,000,000.00","$119,114,517.00",Michael Moore,George W. Bush,Ben Affleck,Stevie Wonder,Al Gore,Saddam Hussein,Full Cast & Crew
Rachel Getting Married (2008),SPC,Released,English,1h 53m,-,-,Anne Hathaway,Rosemarie DeWitt,Sebastian Stan,Roslyn Ruff,Bill Irwin,Anna Deavere Smith,Full Cast & Crew
Sweetwater (2013),N/A,Released,English,1h 35m,"$7,000,000.00","$6,147.00",Ed Harris,January Jones,Jason Isaacs,Eduardo Noriega,Jason Aldean,Stephen Root,Full Cast & Crew
15 Minutes (2001),NL,Released,English,2h 0m,"$60,000,000.00","$56,359,980.00",Robert De Niro,Charlize Theron,Edward Burns,Kelsey Grammer,Avery Brooks,Vera Farmiga,Full Cast & Crew
Miller's Crossing (1990),Fox,Released,English,1h 55m,"$14,000,000.00","$5,080,409.00",Gabriel Byrne,Marcia Gay Harden,John Turturro,Jon Polito,J.E. Freeman,Albert Finney,Full Cast & Crew
The Big Year (2011),Fox,Released,English,1h 40m,"$41,000,000.00","$7,448,385.00",Owen Wilson,Steve Martin,Jack Black,Rashida Jones,Jim Parsons,Anjelica Huston,Full Cast & Crew
Boiler Room (2000),NL,Released,English,1h 58m,"$26,000,000.00","$28,780,255.00",Giovanni Ribisi,Vin Diesel,Nia Long,Tom Everett Scott,Ben Affleck,Nicky Katt,Full Cast & Crew
To Have and Have Not (1944),WB,Released,English,1h 40m,-,-,Humphrey Bogart,Walter Brennan,Lauren Bacall,Dolores Moran,Hoagy Carmichael,Sheldon Leonard,Full Cast & Crew
Inhale (2010),IFC,Released,English,1h 40m,"$10,000,000.00","$55,089.00",Rosanna Arquette,Diane Kruger,Dermot Mulroney,Sam Shepard,Jordi MollÌÊ,Vincent PÌ©rez,Full Cast & Crew
Scoop (2006),Focus,Released,English,1h 36m,"$4,000,000.00","$31,584,901.00",Scarlett Johansson,Hugh Jackman,Woody Allen,Ian McShane,Kevin McNally,Romola Garai,Full Cast & Crew
The Bucket List (2007),WB,Released,English,1h 37m,"$45,000,000.00","$175,372,502.00",Jack Nicholson,Morgan Freeman,Sean Hayes,Beverly Todd,Rob Morrow,Alfonso Freeman,Full Cast & Crew
The Jewel of the Nile (1985),Fox,Released,English,1h 46m,"$25,000,000.00","$96,773,200.00",Michael Douglas,Kathleen Turner,Danny DeVito,Spiros FocÌÁs,Avner Eisenberg,Paul David Magid,Full Cast & Crew
Unleashed (2005),Rog.,Released,English,1h 43m,"$45,000,000.00","$50,871,113.00",Jet Li,Morgan Freeman,Bob Hoskins,Vincent Regan,Dylan Brown,Tamer Hassan,Full Cast & Crew
The Cannonball Run (1981),Fox,Released,English,1h 35m,"$18,000,000.00","$72,179,579.00",Burt Reynolds,Roger Moore,Farrah Fawcett,Dean Martin,Dom DeLuise,"Sammy Davis, Jr.",Full Cast & Crew
Bound (1996),Gram.,Released,English,1h 48m,"$4,500,000.00","$7,011,317.00",Jennifer Tilly,Gina Gershon,Joe Pantoliano,John P. Ryan,Christopher Meloni,Richard C. Sarafian,Full Cast & Crew
From Hell (2001),Fox,Released,English,2h 2m,"$35,000,000.00","$74,558,115.00",Johnny Depp,Heather Graham,Ian Holm,Robbie Coltrane,Ian Richardson,Jason Flemyng,Full Cast & Crew
Sense and Sensibility (1995),Sony,Released,English,2h 16m,"$16,500,000.00","$135,000,000.00",Kate Winslet,Emma Thompson,Hugh Grant,Tom Wilkinson,Alan Rickman,Imogen Stubbs,Full Cast & Crew
John Wick: Chapter Two (2017),LG/S,In Production,English,-,-,-,Keanu Reeves,Bridget Moynahan,Ruby Rose,Peter Stormare,Ian McShane,Laurence Fishburne,Full Cast & Crew
Miles Ahead (2016),SPC,Released,English,1h 40m,-,-,Don Cheadle,Ewan McGregor,Emayatzy Corinealdi,Michael Stuhlbarg,Keith Stanfield,Austin Lyon,Full Cast & Crew
Happy-Go-Lucky (2008),Mira.,Released,English,1h 58m,-,"$18,130,888.00",Sally Hawkins,Alexis Zegerman,Eddie Marsan,Samuel Roukin,Sinead Matthews,Kate O'Flynn,Full Cast & Crew
Kinsey (2004),FoxS,Released,English,1h 58m,-,-,Liam Neeson,Laura Linney,Chris O'Donnell,Peter Sarsgaard,Timothy Hutton,John Lithgow,Full Cast & Crew
Double Impact (1991),Col.,Released,English,1h 50m,"$15,000,000.00","$30,102,717.00",Jean-Claude Van Damme,Geoffrey Lewis,Alonna Shaw,Cory Everson,Philip Chan Yan-Kin,Alan Scarfe,Full Cast & Crew
A Single Man (2009),Wein.,Released,English,1h 41m,"$7,000,000.00",-,Colin Firth,Julianne Moore,Nicholas Hoult,Matthew Goode,Paulette Lamori,Ryan Simpkins,Full Cast & Crew
Monsters (2010),Magn.,Released,English,1h 34m,"$500,000.00","$4,242,978.00",Whitney Able,Scoot McNairy,Kevon Kane,Fernando Lara,Full Cast & Crew,,
Stir Crazy (1980),Col.,Released,English,1h 51m,-,"$101,300,000.00",Gene Wilder,Richard Pryor,Georg Stanford Brown,JoBeth Williams,Miguel ÌÅngel SuÌÁrez,Craig T. Nelson,Full Cast & Crew
Pawn Shop Chronicles (2013),Anch.,Released,English,1h 52m,"$5,000,000.00",-,Elijah Wood,Norman Reedus,Brendan Fraser,Vincent D'Onofrio,Thomas Jane,Matt Dillon,Full Cast & Crew
Phenomenon (1996),BV,Released,English,2h 3m,"$32,000,000.00","$152,036,382.00",John Travolta,Kyra Sedgwick,Forest Whitaker,Robert Duvall,Jeffrey DeMunn,Richard Kiley,Full Cast & Crew
Man on a Ledge (2012),LG/S,Released,English,1h 42m,"$42,000,000.00","$46,221,189.00",Sam Worthington,Elizabeth Banks,Jamie Bell,Ed Harris,Edward Burns,Kyra Sedgwick,Full Cast & Crew
Spider-Man: Homecoming (2017),Sony,In Production,English,-,-,-,Tom Holland,Robert Downey Jr.,Michael Keaton,Marisa Tomei,Zendaya,Tony Revolori,Full Cast & Crew
The Kids Are All Right (2010),Focus,Released,English,1h 46m,"$4,000,000.00","$34,705,850.00",Julianne Moore,Annette Bening,Mark Ruffalo,Mia Wasikowska,Josh Hutcherson,Yaya DaCosta,Full Cast & Crew
A Haunted House 2 (2014),ORF,Released,English,1h 27m,-,-,Marlon Wayans,Jaime Pressly,Essence Atkins,Gabriel Iglesias,Missi Pyle,Ashley Rickards,Full Cast & Crew
I Give It a Year (2013),Magn.,Released,English,1h 37m,-,"$28,234,657.00",Rafe Spall,Rose Byrne,Anna Faris,Jason Flemyng,Stephen Merchant,Minnie Driver,Full Cast & Crew
Next Friday (2000),NL,Released,Portuguese,1h 38m,"$11,000,000.00","$59,827,328.00",Ice Cube,Mike Epps,Justin Pierce,John Witherspoon,Don Curry,Jacob Vargas,Full Cast & Crew
Bull Durham (1988),Orion,Released,English,1h 48m,"$7,000,000.00","$50,888,000.00",Kevin Costner,Susan Sarandon,Tim Robbins,Trey Wilson,Robert Wuhl,William O'Leary,Full Cast & Crew
Becoming Jane (2007),Mira.,Released,English,2h 0m,"$12,000,000.00",-,Anne Hathaway,James McAvoy,Julie Walters,James Cromwell,Maggie Smith,Joe Anderson,Full Cast & Crew
Wonder Boys (2000),Par.,Released,English,1h 51m,"$35,000,000.00",-,Michael Douglas,Tobey Maguire,Frances McDormand,Katie Holmes,Rip Torn,Robert Downey Jr.,Full Cast & Crew
Top Secret! (1984),Par.,Released,English,1h 30m,"$9,000,000.00","$20,458,340.00",Val Kilmer,Lucy Gutteridge,Peter Cushing,Jeremy Kemp,Christopher Villiers,Warren Clarke,Full Cast & Crew
The Berlin File (2013),CJ,Released,Korean,2h 0m,"$9,000,000.00","$48,965,210.00",Ha Jung-Woo,Han Suk-Kyu,Ryoo Seung-Bum,Jun Ji-hyun,Lee Kyoung-young,Kwak Do-won,Full Cast & Crew
Arthur and the Invisibles (2006),MGM/W,Released,French,1h 34m,"$86,000,000.00","$107,944,236.00",Freddie Highmore,Mia Farrow,Ron Crawford,Penny Balfour,Adam LeFevre,Lee Delong,Full Cast & Crew
Judgment at Nuremberg (1961),UA,Released,English,3h 6m,"$3,000,000.00","$10,000,000.00",Spencer Tracy,Burt Lancaster,Richard Widmark,Marlene Dietrich,Maximilian Schell,Judy Garland,Full Cast & Crew
The Cotton Club (1984),Orion,Released,English,2h 7m,"$58,000,000.00","$25,928,721.00",Richard Gere,Diane Lane,Bob Hoskins,James Remar,Nicolas Cage,Gregory Hines,Full Cast & Crew
Anaconda (1997),Sony,Released,English,1h 29m,"$45,000,000.00","$136,885,767.00",Jennifer Lopez,Ice Cube,Jon Voight,Eric Stoltz,Owen Wilson,Jonathan Hyde,Full Cast & Crew
The Black Hole (1979),Dis.,Released,English,1h 38m,"$20,000,000.00","$35,841,901.00",Maximilian Schell,Anthony Perkins,Robert Forster,Joseph Bottoms,Ernest Borgnine,Yvette Mimieux,Full Cast & Crew
Nights in Rodanthe (2008),WB,Released,English,1h 37m,-,"$84,375,061.00",Diane Lane,Richard Gere,Christopher Meloni,Viola Davis,Becky Ann Baker,Ato Essandoh,Full Cast & Crew
The Love Guru (2008),Par.,Released,English,1h 27m,"$62,000,000.00","$41,819,064.00",Mike Myers,Jessica Alba,Justin Timberlake,Romany Malco,Meagan Good,Verne Troyer,Full Cast & Crew
A Royal Night Out (2015),ADC,Released,English,1h 37m,-,"$228,136.00",Sarah Gadon,Bel Powley,Emily Watson,Rupert Everett,Jack Reynor,Roger Allam,Full Cast & Crew
Big Jake (1971),NGP,Released,English,1h 50m,-,-,John Wayne,Richard Boone,Maureen O'Hara,Patrick Wayne,Christopher Mitchum,Bobby Vinton,Full Cast & Crew
Cape Fear (1991),Uni.,Released,English,2h 8m,"$35,000,000.00","$182,300,000.00",Robert De Niro,Nick Nolte,Jessica Lange,Juliette Lewis,Joe Don Baker,Robert Mitchum,Full Cast & Crew
You Will Meet a Tall Dark Stranger (2010),SPC,Released,English,1h 38m,"$22,000,000.00",-,Naomi Watts,Josh Brolin,Antonio Banderas,Ewen Bremner,Gemma Jones,Neil Jackson,Full Cast & Crew
Look Who's Talking Too (1990),TriS,Released,English,1h 21m,-,-,John Travolta,Kirstie Alley,Bruce Willis,Roseanne Barr,Gilbert Gottfried,Damon Wayans,Full Cast & Crew
Big Miracle (2012),Uni.,Released,English,1h 47m,"$40,000,000.00","$24,719,215.00",Drew Barrymore,John Krasinski,Kristen Bell,Vinessa Shaw,Dermot Mulroney,Ted Danson,Full Cast & Crew
Lucky You (2007),WB,Released,English,2h 4m,-,"$5,761,917.00",Eric Bana,Drew Barrymore,Robert Duvall,Debra Messing,Robert Downey Jr.,Phyllis Somerville,Full Cast & Crew
Police Academy 2: Their First Assignment (1985),WB,Released,English,1h 27m,-,"$55,600,000.00",Steve Guttenberg,Bubba Smith,David Graf,Michael Winslow,Bobcat Goldthwait,Colleen Camp,Full Cast & Crew
The Weather Man (2005),Par.,Released,English,1h 41m,"$20,000,000.00","$12,482,775.00",Nicolas Cage,Michael Caine,Hope Davis,Gemmenne de la PeÌ±a,Nicholas Hoult,Michael Rispoli,Full Cast & Crew
Sahara (2005),Par.,Released,English,2h 4m,"$130,000,000.00","$119,269,486.00",Matthew McConaughey,PenÌ©lope Cruz,Steve Zahn,William H. Macy,Lennie James,Lambert Wilson,Full Cast & Crew
Miss Congeniality (2000),WB,Released,English,1h 51m,"$45,000,000.00","$212,000,000.00",Sandra Bullock,Benjamin Bratt,Michael Caine,Candice Bergen,William Shatner,Ernie Hudson,Full Cast & Crew
Masters of the Universe (1987),Can.,Released,English,1h 46m,"$17,000,000.00",-,Dolph Lundgren,Frank Langella,Meg Foster,Billy Barty,Courteney Cox,Robert Duncan McNeill,Full Cast & Crew
Legend of the Guardians: The Owls of Ga'Hoole (2010),WB,Released,English,1h 37m,"$80,000,000.00","$140,073,390.00",Emily Barclay,Abbie Cornish,Essie Davis,Joel Edgerton,Deborra-Lee Furness,Ryan Kwanten,Full Cast & Crew
Instinct (1999),BV,Released,English,2h 6m,$80.00,-,Anthony Hopkins,Cuba Gooding Jr.,Donald Sutherland,Maura Tierney,George Dzundza,John Ashton,Full Cast & Crew
Joy Ride (2001),Fox,Released,English,1h 37m,"$23,000,000.00","$36,642,838.00",Steve Zahn,Paul Walker,Leelee Sobieski,Jessica Bowman,Stuart Stone,Basil Wallace,Full Cast & Crew
Letters from Iwo Jima (2006),WB,Released,English,2h 21m,"$19,000,000.00","$68,673,228.00",Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara,RyÅç Kase,Nakamura ShidÅç II,Hiroshi Watanabe,Full Cast & Crew
Broken Embraces (2009),SPC,Released,Spanish,2h 7m,"$18,000,000.00",-,PenÌ©lope Cruz,LluÌ_s Homar,Blanca Portillo,JosÌ© Luis GÌ_mez,RubÌ©n Ochandiano,Tamar Novas,Full Cast & Crew
P2 (2007),Sum.,Released,English,1h 38m,"$8,000,000.00","$7,766,240.00",Wes Bentley,Rachel Nichols,Simon Reynolds,Philip Akin,Miranda Edwards,Paul Sun-Hyung Lee,Full Cast & Crew
An Inconvenient Truth (2006),ParC,Released,English,1h 40m,"$1,000,000.00","$46,243,000.00",Al Gore,Billy West,Ronald Reagan,George W. Bush,George H. W. Bush,Full Cast & Crew,
Gigli (2003),SonR,Released,English,2h 1m,"$54,000,000.00","$7,266,209.00",Ben Affleck,Jennifer Lopez,Justin Bartha,Lainie Kazan,Lenny Venito,Missy Crider,Full Cast & Crew
Driving Miss Daisy (1989),WB,Released,English,1h 39m,"$7,500,000.00","$145,793,296.00",Morgan Freeman,Jessica Tandy,Dan Aykroyd,Patti LuPone,Esther Rolle,Joann Havrilla,Full Cast & Crew
Outland (1981),WB,Released,English,1h 52m,"$16,000,000.00","$17,374,595.00",Sean Connery,Peter Boyle,Frances Sternhagen,James Sikking,Kika Markham,Clarke Peters,Full Cast & Crew
K-19: The Widowmaker (2002),Par.,Released,English,2h 18m,"$100,000,000.00","$35,168,966.00",Harrison Ford,Liam Neeson,Peter Sarsgaard,Joss Ackland,John Shrapnel,Donald Sumpter,Full Cast & Crew
The Conversation (1974),Par.,Released,English,1h 53m,"$16,000,000.00","$4,420,000.00",Gene Hackman,John Cazale,Frederic Forrest,Cindy Williams,Harrison Ford,Teri Garr,Full Cast & Crew
The Man with Two Brains (1983),WB,Released,English,1h 33m,"$10,100,000.00",-,Steve Martin,Kathleen Turner,David Warner,Paul Benedict,Richard Brestoff,Randi Brooks,Full Cast & Crew
When a Man Loves a Woman (1994),BV,Released,English,2h 6m,-,"$50,021,959.00",Andy GarcÌ_a,Meg Ryan,Ellen Burstyn,Tina Majorino,Philip Seymour Hoffman,Lauren Tom,Full Cast & Crew
The Sum of All Fears (2002),Par.,Released,English,2h 4m,"$68,000,000.00","$193,921,372.00",Ben Affleck,Morgan Freeman,James Cromwell,Ken Jenkins,Liev Schreiber,Bruce McGill,Full Cast & Crew
Suffragette (2015),Focus,Released,English,1h 46m,"$14,000,000.00","$16,002,420.00",Carey Mulligan,Helena Bonham Carter,Meryl Streep,Ben Whishaw,Brendan Gleeson,Romola Garai,Full Cast & Crew
