Movie Name,Studio,Status,Language,Runtime,Budget,Revenue,8,9,10,11,12,13,14
Cold in July (2014),IFC,Released,English,1h 49m,-,"$427,418.00",Michael C. Hall,Don Johnson,Sam Shepard,Vinessa Shaw,Nick Damici,Wyatt Russell,Full Cast & Crew
The Collection (2012),LD,Released,English,1h 34m,-,"$6,842,058.00",Josh Stewart,Christopher McDonald,Emma Fitzpatrick,Lee Tergesen,Erin Way,Navi Rawat,Full Cast & Crew
Mississippi Burning (1988),Orion,Released,English,2h 8m,"$15,000,000.00","$34,604,000.00",Gene Hackman,Willem Dafoe,Frances McDormand,Brad Dourif,R. Lee Ermey,Gailard Sartain,Full Cast & Crew
54 (1998),Mira.,Released,English,1h 33m,"$13,000,000.00","$16,757,163.00",Ryan Phillippe,Salma Hayek,Mike Myers,Neve Campbell,Sherry Stringfield,Sela Ward,Full Cast & Crew
Obsessed (2009),SGem,Released,English,1h 48m,"$20,000,000.00","$73,830,340.00",BeyoncÌ© Knowles,Idris Elba,Ali Larter,Jerry O'Connell,Bonnie Perlman,Christine Lahti,Full Cast & Crew
Father of the Bride (1991),BV,Released,English,1h 45m,-,"$89,325,780.00",Steve Martin,Diane Keaton,Kimberly Williams-Paisley,George Newbern,Martin Short,Kieran Culkin,Full Cast & Crew
The Messengers (2007),SGem,Released,English,1h 30m,"$16,000,000.00","$1,109,660.00",Kristen Stewart,Dylan McDermott,Penelope Ann Miller,John Corbett,William B. Davis,Brent Briscoe,Full Cast & Crew
Failure to Launch (2006),Par.,Released,English,1h 37m,"$50,000,000.00","$88,715,192.00",Matthew McConaughey,Sarah Jessica Parker,Zooey Deschanel,Justin Bartha,Bradley Cooper,Terry Bradshaw,Full Cast & Crew
Holy Man (1998),BV,Released,English,1h 54m,"$60,000,000.00",-,Eddie Murphy,Jeff Goldblum,Kelly Preston,Robert Loggia,Jon Cryer,Full Cast & Crew,
Piranha 3DD (2012),W/Dim.,Released,English,1h 23m,"$5,000,000.00","$8,493,728.00",Katrina Bowden,Danielle Panabaker,Christopher Lloyd,Ving Rhames,Matt Bush,David Koechner,Full Cast & Crew
Monster (2003),NM,Released,English,1h 50m,"$8,000,000.00","$60,378,584.00",Charlize Theron,Christina Ricci,Bruce Dern,Lee Tergesen,Annie Corley,Marc Macaulay,Full Cast & Crew
Bajrangi Bhaijaan (2015),Eros,Released,Hindi,2h 39m,-,-,Salman Khan,Kareena Kapoor,Harshaali Malthotra,Nawazuddin Siddiqui,Rajesh Sharma,Sharat Saxena,Full Cast & Crew
A Fish Called Wanda (1988),MGM,Released,English,1h 48m,"$7,500,000.00","$62,493,712.00",John Cleese,Jamie Lee Curtis,Kevin Kline,Michael Palin,Maria Aitken,Tom Georgeson,Full Cast & Crew
Sweet Home Alabama (2002),BV,Released,English,1h 48m,"$30,000,000.00","$180,622,424.00",Reese Witherspoon,Josh Lucas,Patrick Dempsey,Candice Bergen,Rhona Mitra,Deborah Duke,Full Cast & Crew
Daylight (1996),Uni.,Released,English,1h 55m,"$80,000,000.00","$159,212,469.00",Sylvester Stallone,Amy Brenneman,Viggo Mortensen,Dan Hedaya,Jay O. Sanders,Karen Young,Full Cast & Crew
The Sitter (2011),Fox,Released,English,1h 21m,"$25,000,000.00","$34,942,188.00",Sam Rockwell,Jonah Hill,Max Records,Ari Graynor,J.B. Smoove,Landry Bender,Full Cast & Crew
Mixed Nuts (1994),Sony,Released,English,1h 37m,"$15,000,000.00",-,Steve Martin,Madeline Kahn,Robert Klein,Anthony LaPaglia,Juliette Lewis,Adam Sandler,Full Cast & Crew
Sleepers (1996),WB,Released,English,2h 27m,"$44,000,000.00","$165,615,285.00",Robert De Niro,Brad Pitt,Kevin Bacon,Jason Patric,Ron Eldard,Billy Crudup,Full Cast & Crew
Something Borrowed (2011),WB,Released,English,1h 52m,"$35,000,000.00","$59,901,913.00",Kate Hudson,Ginnifer Goodwin,John Krasinski,Colin Egglesfield,Ashley Williams,Steve Howey,Full Cast & Crew
The Interpreter (2005),Uni.,Released,English,2h 8m,"$80,000,000.00","$162,944,923.00",Nicole Kidman,Sean Penn,Catherine Keener,Jesper Christensen,Yvan Attal,Earl Cameron,Full Cast & Crew
To Kill a Mockingbird (1962),Uni.,Released,English,2h 9m,"$2,000,000.00","$13,129,846.00",Gregory Peck,Mary Badham,Phillip Alford,Robert Duvall,John Megna,Frank Overton,Full Cast & Crew
Diary of a Wimpy Kid (2010),Fox,Released,English,1h 34m,"$15,000,000.00",-,Zachary Gordon,Robert Capron,ChloÌÇ Grace Moretz,Steve Zahn,Rachael Harris,Devon Bostick,Full Cast & Crew
Manglehorn (2015),IFC,Released,English,1h 37m,"$4,000,000.00","$143,101.00",Al Pacino,Chris Messina,Holly Hunter,Harmony Korine,Natalie Wilemon,Edrick Browne,Full Cast & Crew
My Boss's Daughter (2003),Dim.,Released,English,1h 23m,"$14,000,000.00",-,Ashton Kutcher,Tara Reid,Andy Richter,Jeffrey Tambor,Michael Madsen,Jon Abrahams,Full Cast & Crew
Earth to Echo (2014),Rela.,Released,English,1h 29m,"$13,000,000.00","$45,300,000.00",Teo Halm,Astro,Resse Hartwig,Ella Wahlestedt,Jason Gray-Stanford,Algee Smith,Full Cast & Crew
2010 (1984),MGM,Released,English,1h 56m,"$28,000,000.00","$40,400,657.00",Roy Scheider,John Lithgow,Helen Mirren,Bob Balaban,Keir Dullea,Douglas Rain,Full Cast & Crew
Days of Heaven (1978),Par.,Released,English,1h 34m,-,-,Richard Gere,Brooke Adams,Linda Manz,Sam Shepard,Robert J. Wilke,Stuart Margolin,Full Cast & Crew
The Saint (1997),Par.,Released,English,1h 56m,"$68,000,000.00","$118,063,304.00",Val Kilmer,Elisabeth Shue,Rade Serbedzija,Henry Goodman,Alun Armstrong,Michael Byrne,Full Cast & Crew
Pretty in Pink (1986),Par.,Released,English,1h 36m,-,"$40,471,663.00",Molly Ringwald,Jon Cryer,Andrew McCarthy,Harry Dean Stanton,Annie Potts,James Spader,Full Cast & Crew
"See No Evil, Hear No Evil (1989)",TriS,Released,English,1h 43m,"$18,000,000.00","$46,908,987.00",Richard Pryor,Gene Wilder,Joan Severance,Kevin Spacey,Alan North,Lauren Tom,Full Cast & Crew
School of Rock (2003),Par.,Released,English,1h 48m,"$35,000,000.00","$131,282,949.00",Jack Black,Joan Cusack,Mike White,Sarah Silverman,Adam Pascal,Lucas Papaelias,Full Cast & Crew
Two for the Money (2005),Uni.,Released,English,2h 2m,"$20,000,000.00","$30,526,509.00",Al Pacino,Matthew McConaughey,Rene Russo,Armand Assante,Jeremy Piven,Jaime King,Full Cast & Crew
When the Game Stands Tall (2014),TriS,Released,English,1h 55m,"$15,000,000.00","$30,127,963.00",Jim Caviezel,Michael Chiklis,Laura Dern,Clancy Brown,Ser'Darius Blain,Stephan James,Full Cast & Crew
My Week with Marilyn (2011),Wein.,Released,English,1h 39m,"$6,400,000.00","$35,057,696.00",Michelle Williams,Eddie Redmayne,Kenneth Branagh,Julia Ormond,Judi Dench,Emma Watson,Full Cast & Crew
Mr. Woodcock (2007),NL,Released,English,1h 27m,"$22,000,000.00",-,Billy Bob Thornton,Seann William Scott,Susan Sarandon,Amy Poehler,Ethan Suplee,Melissa Sagemiller,Full Cast & Crew
The Killing (1956),UA,Released,English,1h 25m,"$320,000.00",-,Sterling Hayden,Coleen Gray,Vince Edwards,Jay C. Flippen,Elisha Cook Jr.,Marie Windsor,Full Cast & Crew
Bandidas (2006),Fox,Released,English,1h 33m,"$35,000,000.00","$10,496,317.00",PenÌ©lope Cruz,Salma Hayek,Dwight Yoakam,Steve Zahn,Denis Arndt,Audra Blaser,Full Cast & Crew
Jeruzalem (2016),EpicPics,Planned,English,1h 27m,-,-,Tom Graziani,Yael Grobglas,Danielle Jadelyn,Yon Tumarkin,Full Cast & Crew,,
The Astronaut's Wife (1999),NL,Released,English,1h 49m,"$75,000,000.00","$19,598,588.00",Johnny Depp,Charlize Theron,Joe Morton,Clea DuVall,Nick Cassavetes,Donna Murphy,Full Cast & Crew
License to Wed (2007),WB,Released,English,1h 31m,"$35,000,000.00","$69,307,224.00",Robin Williams,Mandy Moore,John Krasinski,Eric Christian Olsen,Christine Taylor,Josh Flitter,Full Cast & Crew
Law Abiding Citizen (2009),Over.,Released,English,1h 49m,"$53,000,000.00","$126,690,726.00",Jamie Foxx,Gerard Butler,Colm Meaney,Bruce McGill,Leslie Bibb,Michael Irby,Full Cast & Crew
Appointment with Death (1988),Can.,Released,English,1h 42m,-,"$960,040.00",Peter Ustinov,Lauren Bacall,Carrie Fisher,John Gielgud,Piper Laurie,Hayley Mills,Full Cast & Crew
My Girl (1991),Col.,Released,English,1h 42m,"$16,500,000.00",-,Anna Chlumsky,Macaulay Culkin,Dan Aykroyd,Jamie Lee Curtis,Richard Masur,Griffin Dunne,Full Cast & Crew
Monte Carlo (2011),Fox,Released,English,1h 49m,"$20,000,000.00","$17,425,000.00",Selena Gomez,Katie Cassidy,Cory Monteith,Leighton Meester,Andie MacDowell,Luke Bracey,Full Cast & Crew
RV (2006),Sony,Released,English,1h 39m,"$50,000,000.00","$87,528,173.00",Robin Williams,Cheryl Hines,Joanna 'JoJo' Levesque,Josh Hutcherson,Jeff Daniels,Kristin Chenoweth,Full Cast & Crew
Martha Marcy May Marlene (2011),FoxS,Released,English,1h 41m,-,"$3,538,446.00",Elizabeth Olsen,Hugh Dancy,John Hawkes,Sarah Paulson,Brady Corbet,Maria Dizzia,Full Cast & Crew
The Color of Money (1986),BV,Released,English,1h 59m,"$13,800,000.00","$52,293,982.00",Paul Newman,Tom Cruise,Mary Elizabeth Mastrantonio,Helen Shaver,John Turturro,Bill Cobbs,Full Cast & Crew
World's Greatest Dad (2009),Magn.,Released,English,1h 39m,"$10,000,000.00","$295,750.00",Robin Williams,Alexie Gilmore,Daryl Sabara,Geoff Pierson,Henry Simmons,Tony V.,Full Cast & Crew
City of Angels (1998),WB,Released,English,1h 54m,"$55,000,000.00","$198,685,114.00",Nicolas Cage,Meg Ryan,Andre Braugher,Dennis Franz,Colm Feore,Robin Bartlett,Full Cast & Crew
The Kings of Summer (2013),CBS,Released,English,1h 33m,-,-,Nick Robinson,Gabriel Basso,MoisÌ©s Arias,Erin Moriarty,Nick Offerman,Megan Mullally,Full Cast & Crew
"Two Days, One Night (2014)",IFC,Released,French,1h 35m,"$7,000,000.00","$6,860,853.00",Marion Cotillard,Fabrizio Rongione,Olivier Gourmet,Catherine SalÌ©e,Christelle Cornil,Batiste Sornin,Full Cast & Crew
Bewitched (2005),Sony,Released,Portuguese,1h 42m,"$85,000,000.00","$131,426,169.00",Nicole Kidman,Will Ferrell,Shirley MacLaine,Michael Caine,Jason Schwartzman,Kristin Chenoweth,Full Cast & Crew
Meeting Evil (2012),Magn.,Released,English,1h 29m,-,$525.00,Leslie Bibb,Samuel L. Jackson,Luke Wilson,Peyton List,Full Cast & Crew,,
The Magic of Belle Isle (2012),Magn.,Released,English,1h 49m,-,-,Morgan Freeman,Virginia Madsen,Madeline Carroll,Emma Fuhrmann,Nicolette Pierini,Kenan Thompson,Full Cast & Crew
Freaks of Nature (2015),Sony,Released,English,1h 32m,-,"$70,958.00",Nicholas Braun,Mackenzie Davis,Ed Westwick,Vanessa Hudgens,Keegan-Michael Key,Joan Cusack,Full Cast & Crew
All the King's Men (2006),Sony,Released,English,2h 5m,"$55,000,000.00","$9,450,897.00",Sean Penn,Jude Law,Kate Winslet,James Gandolfini,Patricia Clarkson,Mark Ruffalo,Full Cast & Crew
A Guide To Recognizing Your Saints (2006),First,Released,English,1h 44m,-,"$516,139.00",Shia LaBeouf,Channing Tatum,Robert Downey Jr.,Rosario Dawson,Melonie Diaz,Chazz Palminteri,Full Cast & Crew
Freedomland (2006),SonR,Released,English,1h 53m,"$37,665,000.00","$14,655,628.00",Samuel L. Jackson,Julianne Moore,Edie Falco,Aunjanue Ellis,William Forsythe,Anthony Mackie,Full Cast & Crew
Terms of Endearment (1983),Par.,Released,English,2h 12m,"$8,000,000.00",-,Shirley MacLaine,Debra Winger,Jack Nicholson,Danny DeVito,Jeff Daniels,John Lithgow,Full Cast & Crew
Thursday (1998),Leg.,Released,English,1h 24m,-,-,Thomas Jane,Paula Marshall,Aaron Eckhart,James Le Gros,Paulina Porizkova,Michael Jeter,Full Cast & Crew
"I Love You, Man (2009)",P/DW,Released,English,1h 45m,"$41,000,000.00","$91,636,986.00",Paul Rudd,Rashida Jones,Jason Segel,Sarah Burns,Jaime Pressly,Jon Favreau,Full Cast & Crew
Dirty Rotten Scoundrels (1988),Orion,Released,English,1h 50m,-,"$43,227,153.00",Steve Martin,Michael Caine,Glenne Headly,Anton Rodgers,Barbara Harris,Ian McDiarmid,Full Cast & Crew
The Skin I Live In (2011),SPC,Released,Spanish,1h 57m,"$13,000,000.00","$5,774,854.00",Antonio Banderas,Elena Anaya,Marisa Paredes,Jan Cornet,Roberto ÌÅlamo,Eduard FernÌÁndez,Full Cast & Crew
Citizenfour (2014),RTWC,Released,English,1h 54m,-,-,Edward Snowden,Julian Assange,Glenn Greenwald,Jacob Appelbaum,Kevin Bankston,William Binney,Full Cast & Crew
Premonition (2007),Sony,Released,English,1h 50m,"$20,000,000.00","$84,146,832.00",Sandra Bullock,Julian McMahon,Courtney Taylor Burness,Nia Long,Shyann McClure,Kate Nelligan,Full Cast & Crew
Finding Neverland (2004),Mira.,Released,English,1h 46m,"$25,000,000.00","$116,766,556.00",Johnny Depp,Kate Winslet,Julie Christie,Dustin Hoffman,Freddie Highmore,Radha Mitchell,Full Cast & Crew
The Perfect Guy (2015),SGem,Released,English,1h 40m,"$12,000,000.00","$60,273,173.00",Michael Ealy,Sanaa Lathan,Morris Chestnut,Kathryn Morris,Rutina Wesley,Holt McCallany,Full Cast & Crew
Jeepers Creepers (2001),UA,Released,English,1h 30m,"$10,000,000.00","$59,217,789.00",Gina Philips,Justin Long,Jonathan Breck,Patricia Belcher,Eileen Brennan,Brandon Smith,Full Cast & Crew
Beerfest (2006),WB,Released,English,1h 50m,"$17,500,000.00","$19,179,969.00",Erik Stolhanske,Jay Chandrasekhar,Steve Lemme,Paul Soter,M.C. Gainey,Cloris Leachman,Full Cast & Crew
The Waterboy (1998),BV,Released,English,1h 30m,"$23,000,000.00","$185,991,646.00",Adam Sandler,Kathy Bates,Fairuza Balk,Henry Winkler,Jerry Reed,Lawrence Gilliard Jr.,Full Cast & Crew
See No Evil (2006),LGF,Released,English,1h 24m,"$8,000,000.00",-,Michael J. Pagan,Samantha Noble,Glenn Thomas Jacobs,Christina Vidal,Steven Vidler,Cecily Polson,Full Cast & Crew
The Tall Man (2012),Imag.,Released,English,1h 46m,"$18,200,000.00",-,Jessica Biel,Jodelle Ferland,Stephen McHattie,Jakob Davies,William B. Davis,Samantha Ferris,Full Cast & Crew
xXx: The Return of Xander Cage (2017),Par.,In Production,English,-,"$81,000,000.00",-,Ruby Rose,Vin Diesel,Nina Dobrev,Samuel L. Jackson,Donnie Yen,Rory McCann,Full Cast & Crew
White Squall (1996),BV,Released,English,2h 9m,"$38,000,000.00","$10,300,000.00",Jeff Bridges,Caroline Goodall,John Savage,Scott Wolf,Jeremy Sisto,Ryan Phillippe,Full Cast & Crew
French Kiss (1995),Fox,Released,English,1h 51m,-,-,Meg Ryan,Kevin Kline,Timothy Hutton,Jean Reno,Adam Brooks,FranÌ_ois Cluzet,Full Cast & Crew
Crimes and Misdemeanors (1989),Orion,Released,English,1h 47m,"$19,000,000.00","$18,254,702.00",Woody Allen,Martin Landau,Anjelica Huston,Joanna Gleason,Alan Alda,Sam Waterston,Full Cast & Crew
The Birdcage (1996),MGM,Released,English,1h 57m,-,"$185,260,553.00",Robin Williams,Gene Hackman,Nathan Lane,Dianne Wiest,Grant Heslov,Hank Azaria,Full Cast & Crew
Lock Up (1989),TriS,Released,English,1h 55m,"$24,000,000.00",-,Sylvester Stallone,Donald Sutherland,John Amos,Sonny Landham,Tom Sizemore,Frank McRae,Full Cast & Crew
Soldiers of Fortune (2012),RAtt.,Released,English,1h 34m,"$8,000,000.00",-,Christian Slater,Ving Rhames,Colm Meaney,Freddy RodrÌ_guez,Charlie Bewley,Sarah Ann Schultz,Full Cast & Crew
Hell Ride (2008),TRR,Released,English,1h 24m,-,"$194,287.00",Larry Bishop,Michael Madsen,Eric Balfour,Dennis Hopper,Leonor Varela,David Carradine,Full Cast & Crew
Contagion (2011),WB,Released,English,1h 46m,"$60,000,000.00","$135,458,097.00",Matt Damon,Gwyneth Paltrow,Kate Winslet,Jude Law,Marion Cotillard,Laurence Fishburne,Full Cast & Crew
Obvious Child (2014),A24,Released,English,1h 23m,-,"$3,123,963.00",Jenny Slate,Jake Lacy,Gaby Hoffmann,Paul Briganti,Stephen Singer,Richard Kind,Full Cast & Crew
In & Out (1997),Par.,Released,English,1h 30m,"$35,000,000.00",-,Kevin Kline,Joan Cusack,Tom Selleck,Matt Dillon,Debbie Reynolds,Wilford Brimley,Full Cast & Crew
The Texas Chainsaw Massacre (2003),NL,Released,English,1h 38m,"$9,500,000.00","$107,071,655.00",Jessica Biel,Jonathan Tucker,Erica Leerhsen,Mike Vogel,Eric Balfour,Andrew Bryniarski,Full Cast & Crew
Reds (1981),Par.,Released,English,3h 15m,"$32,000,000.00","$40,382,659.00",Warren Beatty,Diane Keaton,Edward Herrmann,Jack Nicholson,Jerzy Kosinski,Paul Sorvino,Full Cast & Crew
The Assassin (2015),WGUSA,Released,Mandarin,1h 45m,"$15,000,000.00",-,Shu Qi,Chang Chen,Nikki Hsieh,Sheu Fang-Yi,Ethan Juan,Tetsuya Komuro,Full Cast & Crew
Red Sonja (1985),MGM,Released,English,1h 29m,"$17,900,000.00","$6,948,633.00",Arnold Schwarzenegger,Brigitte Nielsen,Sandahl Bergman,Paul L. Smith,"Ernie Reyes, Jr.",Ronald Lacey,Full Cast & Crew
Jane Eyre (2011),Focus,Released,English,2h 0m,-,"$34,710,627.00",Mia Wasikowska,Jamie Bell,Michael Fassbender,Judi Dench,Su Elliott,Holliday Grainger,Full Cast & Crew
The Right Stuff (1983),WB,Released,English,3h 13m,"$27,000,000.00","$21,500,000.00",Fred Ward,Dennis Quaid,Ed Harris,Scott Glenn,Sam Shepard,Barbara Hershey,Full Cast & Crew
Everyone Says I Love You (1996),Mira.,Released,English,1h 41m,"$20,000,000.00",-,Drew Barrymore,Diva Gray,Natasha Lyonne,Edward Norton,Woody Allen,Goldie Hawn,Full Cast & Crew
Cuban Fury (2014),EOne,Released,English,1h 38m,-,-,Chris O'Dowd,Ian McShane,Rashida Jones,Nick Frost,Rory Kinnear,Olivia Colman,Full Cast & Crew
Sphere (1998),WB,Released,English,2h 14m,"$75,000,000.00","$13,100,000.00",Dustin Hoffman,Sharon Stone,Samuel L. Jackson,Peter Coyote,Liev Schreiber,Queen Latifah,Full Cast & Crew
Spy Hard (1996),BV,Released,English,1h 21m,"$18,000,000.00",-,Leslie Nielsen,Nicollette Sheridan,Charles Durning,Marcia Gay Harden,Barry Bostwick,Andy Griffith,Full Cast & Crew
Enough (2002),Sony,Released,English,1h 54m,"$38,000,000.00","$51,801,187.00",Jennifer Lopez,Billy Campbell,Tessa Allen,Juliette Lewis,Dan Futterman,Noah Wyle,Full Cast & Crew
Three Amigos (1986),Orion,Released,English,1h 42m,"$25,000,000.00",-,Chevy Chase,Steve Martin,Martin Short,Patrice Martinez,Philip Gordon,Alfonso ArÌÁu,Full Cast & Crew
The Cove (2009),RAtt.,Released,English,1h 32m,-,"$1,162,422.00",Joe Chisholm,Mandy-Rae Cruikshank,Charles Hambleton,Simon Hutchins,Kirk Krack,Isabel Lucas,Full Cast & Crew
Tango & Cash (1989),WB,Released,English,1h 44m,"$55,000,000.00","$63,408,614.00",Sylvester Stallone,Kurt Russell,Teri Hatcher,Jack Palance,Brion James,James Hong,Full Cast & Crew
The Wraith (1986),NCeV,Released,English,1h 33m,"$2,700,000.00","$3,500,000.00",Charlie Sheen,Nick Cassavetes,Sherilyn Fenn,Randy Quaid,Matthew Barry,Clint Howard,Full Cast & Crew
Billy Bathgate (1991),BV,Released,English,1h 46m,"$48,000,000.00",-,Dustin Hoffman,Nicole Kidman,Loren Dean,Bruce Willis,Steve Buscemi,Stanley Tucci,Full Cast & Crew
Three Kings (1999),WB,Released,English,1h 54m,"$75,000,000.00","$108,000,000.00",George Clooney,Mark Wahlberg,Ice Cube,Spike Jonze,Cliff Curtis,Nora Dunn,Full Cast & Crew
Tusk (2014),A24,Released,English,1h 42m,"$2,800,000.00","$1,826,705.00",Michael Parks,Justin Long,Haley Joel Osment,GÌ©nesis RodrÌ_guez,Ralph Garman,Johnny Depp,Full Cast & Crew
The Spiderwick Chronicles (2008),Par.,Released,English,1h 36m,"$90,000,000.00","$162,839,667.00",Freddie Highmore,Sarah Bolger,Nick Nolte,Mary-Louise Parker,David Strathairn,Martin Short,Full Cast & Crew
My Big Fat Greek Wedding (2002),IFC,Released,English,1h 35m,"$5,000,000.00","$368,744,044.00",Nia Vardalos,John Corbett,Lainie Kazan,Michael Constantine,Andrea Martin,Joey Fatone,Full Cast & Crew
The Towering Inferno (1974),Fox,Released,English,2h 39m,"$14,000,000.00","$116,000,000.00",Steve McQueen,Paul Newman,Faye Dunaway,Robert Vaughn,William Holden,O.J. Simpson,Full Cast & Crew
Dracula 2000 (2000),Mira.,Released,English,1h 39m,"$28,000,000.00","$33,000,337.00",Gerard Butler,Christopher Plummer,Jonny Lee Miller,Justine Waddell,Jennifer Esposito,Omar Epps,Full Cast & Crew
The Three Burials of Melquiades Estrada (2005),SPC,Released,English,2h 1m,"$15,000,000.00","$12,036,149.00",Tommy Lee Jones,Barry Pepper,Dwight Yoakam,January Jones,Melissa Leo,Julio Cedillo,Full Cast & Crew
Crossing Over (2009),Wein.,Released,English,1h 53m,"$25,000,000.00","$1,037,335.00",Harrison Ford,Ray Liotta,Ashley Judd,Jim Sturgess,Cliff Curtis,Alice Braga,Full Cast & Crew
Tammy (2014),WB (NL),Released,English,1h 37m,"$20,000,000.00","$100,525,432.00",Melissa McCarthy,Susan Sarandon,Kathy Bates,Allison Janney,Dan Aykroyd,Gary Cole,Full Cast & Crew
The Last Song (2010),BV,Released,English,1h 47m,-,-,Miley Cyrus,Greg Kinnear,Bobby Coleman,Liam Hemsworth,Hallock Beals,Kelly Preston,Full Cast & Crew
Rab Ne Bana Di Jodi (2008),Yash,Released,Hindi,2h 47m,-,-,Shah Rukh Khan,Vinay Pathak,Anushka Sharma,M.K. Raina,Manmeet Singh,Puneet Cheema,Full Cast & Crew
Touch of Evil (1958),Uni.,Released,English,1h 35m,"$829,000.00","$2,247,465.00",Charlton Heston,Janet Leigh,Orson Welles,Joseph Calleia,Akim Tamiroff,Joanna Moore,Full Cast & Crew
Hanna (2011),Focus,Released,English,1h 51m,"$30,000,000.00","$63,782,078.00",Saoirse Ronan,Eric Bana,Vicky Krieps,Cate Blanchett,Tom Hollander,John MacMillan,Full Cast & Crew
James and the Giant Peach (1996),BV,Released,English,1h 19m,"$38,000,000.00","$28,921,264.00",Miriam Margolyes,Joanna Lumley,Pete Postlethwaite,Susan Sarandon,Richard Dreyfuss,Jane Leeves,Full Cast & Crew
High School Musical 3: Senior Year (2008),BV,Released,English,1h 56m,$11.00,$90.00,Zac Efron,Vanessa Hudgens,Ashley Tisdale,Lucas Grabeel,Corbin Bleu,Monique Coleman,Full Cast & Crew
A Royal Affair (2012),Magn.,Released,Danish,2h 17m,"$8,000,000.00","$7,594,693.00",Mads Mikkelsen,David Dencik,Alicia Vikander,Mikkel Boe FÌülsgaard,Trine Dyrholm,Thomas W. Gabrielsson,Full Cast & Crew
Breaking the Waves (1996),Oct.,Released,Danish,2h 39m,-,"$3,803,298.00",Emily Watson,Stellan SkarsgÌ´rd,Katrin Cartlidge,Jean-Marc Barr,Adrian Rawlins,Jonathan Hackett,Full Cast & Crew
Lazer Team (2016),Ampl.,Released,English,1h 42m,"$50,000.00",-,Alan Ritchson,Gavin Free,Michael Jones,Burnie Burns,Colton Dunn,Alexandria Deberry,Full Cast & Crew
